,App,SHA,TestFilePath,SplitVariable,isSplitVariable,prediction
3108,arangodb/arangodb-java-driver,40693f6acfa400891fd035ed7bddd21f6713532f,src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,True
3132,arangodb/arangodb-java-driver,4c76631684e5ad0b7b6db96c892a656ac70b3df0,src/test/java/com/arangodb/async/ConcurrencyTest.java,0.0,False,True
3144,arangodb/arangodb-java-driver,4c76631684e5ad0b7b6db96c892a656ac70b3df0,src/test/java/com/arangodb/async/ArangoSslTest.java,0.0,False,True
3165,arangodb/arangodb-java-driver,4c76631684e5ad0b7b6db96c892a656ac70b3df0,src/test/java/com/arangodb/serde/CustomSerdeTest.java,0.0,False,True
3170,arangodb/arangodb-java-driver,4c76631684e5ad0b7b6db96c892a656ac70b3df0,src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,True
3181,arangodb/arangodb-java-driver,2c2ea9912c5da25eb9d62dd2875226b223e1743f,src/test/java/com/arangodb/async/ConcurrencyTest.java,0.0,False,True
3190,arangodb/arangodb-java-driver,2c2ea9912c5da25eb9d62dd2875226b223e1743f,src/test/java/com/arangodb/async/BaseTest.java,0.0,False,True
3216,arangodb/arangodb-java-driver,2c2ea9912c5da25eb9d62dd2875226b223e1743f,src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,True
3217,arangodb/arangodb-java-driver,2c2ea9912c5da25eb9d62dd2875226b223e1743f,src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,True
3218,arangodb/arangodb-java-driver,2c2ea9912c5da25eb9d62dd2875226b223e1743f,src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,True
3221,arangodb/arangodb-java-driver,2c2ea9912c5da25eb9d62dd2875226b223e1743f,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
3248,arangodb/arangodb-java-driver,0bc727b1c901efd5530c2ca80c6547ec4b3e10a9,src/test/java/com/arangodb/ArangoEdgeCollectionTest.java,0.0,False,True
3249,arangodb/arangodb-java-driver,0bc727b1c901efd5530c2ca80c6547ec4b3e10a9,src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,True
3279,arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,src/test/java/com/arangodb/async/ConcurrencyTest.java,0.0,False,True
3314,arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,True
3353,arangodb/arangodb-java-driver,60efd748ada817d3f2bdb023bbcd4635bf9659c5,src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,True
3355,arangodb/arangodb-java-driver,60efd748ada817d3f2bdb023bbcd4635bf9659c5,src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,True
3356,arangodb/arangodb-java-driver,60efd748ada817d3f2bdb023bbcd4635bf9659c5,src/test/java/com/arangodb/StreamTransactionGraphTest.java,0.0,False,True
3364,arangodb/arangodb-java-driver,60efd748ada817d3f2bdb023bbcd4635bf9659c5,src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,True
3369,arangodb/arangodb-java-driver,60efd748ada817d3f2bdb023bbcd4635bf9659c5,src/test/java/com/arangodb/util/ArangoSerializationTest.java,0.0,False,True
3381,arangodb/arangodb-java-driver,71fb190ba316f3c618514633fd51e2101a95756e,src/test/java/com/arangodb/async/ArangoSearchTest.java,0.0,False,True
3389,arangodb/arangodb-java-driver,71fb190ba316f3c618514633fd51e2101a95756e,src/test/java/com/arangodb/async/ArangoSslTest.java,0.0,False,True
3394,arangodb/arangodb-java-driver,71fb190ba316f3c618514633fd51e2101a95756e,src/test/java/com/arangodb/async/ArangoDBTest.java,0.0,False,True
3414,arangodb/arangodb-java-driver,71fb190ba316f3c618514633fd51e2101a95756e,src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,True
3433,arangodb/arangodb-java-driver,ae514c7d7e4a21563940c3131e0c295924fabcee,src/test/java/com/arangodb/async/example/document/TestEntity.java,0.0,False,True
3435,arangodb/arangodb-java-driver,ae514c7d7e4a21563940c3131e0c295924fabcee,src/test/java/com/arangodb/async/BaseTest.java,0.0,False,True
3442,arangodb/arangodb-java-driver,ae514c7d7e4a21563940c3131e0c295924fabcee,src/test/java/com/arangodb/async/CommunicationTest.java,0.0,False,True
3445,arangodb/arangodb-java-driver,ae514c7d7e4a21563940c3131e0c295924fabcee,src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,True
3467,arangodb/arangodb-java-driver,ae514c7d7e4a21563940c3131e0c295924fabcee,src/test/java/com/arangodb/util/ArangoSerializationTest.java,0.0,False,True
3507,arangodb/arangodb-java-driver,0d27c9e56ee7b2cf20656649afd17a39f4483cf4,src/test/java/com/arangodb/serde/CustomSerdeTest.java,0.0,False,True
3510,arangodb/arangodb-java-driver,0d27c9e56ee7b2cf20656649afd17a39f4483cf4,src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,True
3518,arangodb/arangodb-java-driver,0d27c9e56ee7b2cf20656649afd17a39f4483cf4,src/test/java/com/arangodb/UserAuthTest.java,0.0,False,False
3519,arangodb/arangodb-java-driver,604b33248f34a13e7a97915c2bf367c668fc03b6,src/test/java/com/arangodb/ConcurrentStreamTransactionsTest.java,0.0,False,True
3529,arangodb/arangodb-java-driver,604b33248f34a13e7a97915c2bf367c668fc03b6,src/test/java/com/arangodb/async/ArangoCollectionTest.java,0.0,False,True
3538,arangodb/arangodb-java-driver,604b33248f34a13e7a97915c2bf367c668fc03b6,src/test/java/com/arangodb/async/ArangoDBTest.java,0.0,False,True
3557,arangodb/arangodb-java-driver,604b33248f34a13e7a97915c2bf367c668fc03b6,src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,True
3561,arangodb/arangodb-java-driver,604b33248f34a13e7a97915c2bf367c668fc03b6,src/test/java/com/arangodb/DocumentTest.java,0.0,False,True
3579,arangodb/arangodb-java-driver,41dab4f95ca31e4809c37fa47bbddb431250c871,src/test/java/com/arangodb/async/ArangoVertexCollectionTest.java,0.0,False,True
3603,arangodb/arangodb-java-driver,41dab4f95ca31e4809c37fa47bbddb431250c871,src/test/java/com/arangodb/StreamTransactionTest.java,0.0,False,True
3622,arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,src/test/java/com/arangodb/async/ArangoSslTest.java,0.0,False,True
3630,arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,src/test/java/com/arangodb/ArangoRouteTest.java,0.0,False,True
3641,arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,src/test/java/com/arangodb/BaseTest.java,0.0,False,True
3643,arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,True
3659,arangodb/arangodb-java-driver,5afecf949cc1e1b2bab8032e15eeaba2867cae3f,src/test/java/com/arangodb/ArangoCursorTest.java,0.0,False,True
3661,arangodb/arangodb-java-driver,5afecf949cc1e1b2bab8032e15eeaba2867cae3f,src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,True
3667,arangodb/arangodb-java-driver,5afecf949cc1e1b2bab8032e15eeaba2867cae3f,src/test/java/com/arangodb/BaseTest.java,0.0,False,True
3677,arangodb/arangodb-java-driver,5afecf949cc1e1b2bab8032e15eeaba2867cae3f,src/test/java/com/arangodb/ArangoDBTest.java,0.0,False,True
3681,arangodb/arangodb-java-driver,c949d916f1ffb91b9870eb9db87bc3a344557647,src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,True
3687,arangodb/arangodb-java-driver,c949d916f1ffb91b9870eb9db87bc3a344557647,src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,True
3696,arangodb/arangodb-java-driver,c949d916f1ffb91b9870eb9db87bc3a344557647,src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,True
3743,arangodb/arangodb-java-driver,c7c59e0f6c2bea7fe10195b5885397e721663c9b,src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,True
3759,arangodb/arangodb-java-driver,3c91b0c1c9b0e25d24c107eb8cef593455e363dd,src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,True
3767,arangodb/arangodb-java-driver,3c91b0c1c9b0e25d24c107eb8cef593455e363dd,src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,True
3792,arangodb/arangodb-java-driver,12eb8488ec5bfe115fd424f3313ca8308423297d,src/test/java/com/arangodb/util/ArangoSerializationTest.java,0.0,False,True
3800,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,resilience-tests/src/test/java/resilience/vstKeepAlive/VstKeepAliveCloseTest.java,0.0,False,True
3804,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,resilience-tests/src/test/java/resilience/timeout/TimeoutTest.java,0.0,False,True
3819,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,driver/src/test/java/com/arangodb/async/example/graph/BaseGraphTest.java,0.0,False,True
3824,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,driver/src/test/java/com/arangodb/async/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,True
3829,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,driver/src/test/java/com/arangodb/async/ArangoGraphTest.java,0.0,False,True
3853,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,driver/src/test/java/com/arangodb/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,True
3875,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/async/ArangoSearchTest.java,0.0,False,True
3884,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/document/InsertDocumentExampleTest.java,0.0,False,True
3886,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/ssl/SslExampleTest.java,0.0,False,True
3889,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/async/serde/CustomSerdeTest.java,0.0,False,True
3890,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/async/ArangoGraphTest.java,0.0,False,True
3893,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/async/ArangoVertexCollectionTest.java,0.0,False,True
3894,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/async/ArangoViewTest.java,0.0,False,True
3897,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/async/CommunicationTest.java,0.0,False,True
3913,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,True
3914,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/serde/CustomSerdeTest.java,0.0,False,True
3922,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
3925,arangodb/arangodb-java-driver,adfbc642b390084ad698a6900fa3dc3258f76bac,shaded-integration-tests/src/test/native/java/com/arangodb/DocumentTest.java,0.0,False,True
3940,arangodb/arangodb-java-driver,d14d419672c53a8b58296bc51219efe9b16f2af0,resilience-tests/src/test/java/resilience/retry/RetryTest.java,0.0,False,True
3943,arangodb/arangodb-java-driver,d14d419672c53a8b58296bc51219efe9b16f2af0,resilience-tests/src/test/java/resilience/http/MockTest.java,0.0,False,True
3989,arangodb/arangodb-java-driver,d14d419672c53a8b58296bc51219efe9b16f2af0,driver/src/test/java/com/arangodb/ParallelTest.java,0.0,False,True
3990,arangodb/arangodb-java-driver,d14d419672c53a8b58296bc51219efe9b16f2af0,driver/src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,True
3998,arangodb/arangodb-java-driver,c92c3267548bdf7a4100bf0001519a383b70e8d5,resilience-tests/src/test/java/resilience/SingleServerTest.java,0.0,False,True
4002,arangodb/arangodb-java-driver,c92c3267548bdf7a4100bf0001519a383b70e8d5,resilience-tests/src/test/java/resilience/retry/RetryTest.java,0.0,False,True
4007,arangodb/arangodb-java-driver,c92c3267548bdf7a4100bf0001519a383b70e8d5,integration-tests/src/test/internal/java/arch/AdbTest.java,0.0,False,True
4012,arangodb/arangodb-java-driver,c92c3267548bdf7a4100bf0001519a383b70e8d5,integration-tests/src/test/jackson/java/arch/RelocationsTest.java,0.0,False,True
4018,arangodb/arangodb-java-driver,c92c3267548bdf7a4100bf0001519a383b70e8d5,driver/src/test/java/mp/ConfigMPDefaultsTest.java,0.0,False,True
4028,arangodb/arangodb-java-driver,c92c3267548bdf7a4100bf0001519a383b70e8d5,driver/src/test/java/com/arangodb/SerializableTest.java,0.0,False,True
4033,arangodb/arangodb-java-driver,c92c3267548bdf7a4100bf0001519a383b70e8d5,driver/src/test/java/com/arangodb/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,True
4050,arangodb/arangodb-java-driver,c92c3267548bdf7a4100bf0001519a383b70e8d5,driver/src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,True
4073,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,driver/src/test/java/com/arangodb/async/debug/ConsolidationIntervalMsecTest.java,0.0,False,True
4081,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,driver/src/test/java/com/arangodb/async/example/graph/AQLActorsAndMoviesExampleTest.java,0.0,False,True
4097,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,driver/src/test/java/com/arangodb/async/StreamTransactionTest.java,0.0,False,True
4109,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,driver/src/test/java/com/arangodb/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,True
4133,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,shaded-integration-tests/src/test/native/java/com/arangodb/async/ArangoEdgeCollectionTest.java,0.0,False,True
4150,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,shaded-integration-tests/src/test/native/java/com/arangodb/async/ArangoCollectionTest.java,0.0,False,True
4164,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,shaded-integration-tests/src/test/native/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,True
4168,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,shaded-integration-tests/src/test/native/java/com/arangodb/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,True
4172,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,shaded-integration-tests/src/test/native/java/com/arangodb/example/document/TestEntity.java,0.0,False,True
4183,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,shaded-integration-tests/src/test/native/java/com/arangodb/ParallelTest.java,0.0,False,True
4187,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,shaded-integration-tests/src/test/native/java/com/arangodb/ConcurrencyTests.java,0.0,False,True
4193,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,shaded-integration-tests/src/test/jsonb/java/arch/AdbTest.java,0.0,False,True
4219,arangodb/arangodb-java-driver,5cc3f76a939f11cc6a16f8aea929bea02b0fdc9e,src/test/java/com/arangodb/async/example/ssl/SslExampleTest.java,0.0,False,True
4220,arangodb/arangodb-java-driver,5cc3f76a939f11cc6a16f8aea929bea02b0fdc9e,src/test/java/com/arangodb/async/ArangoCollectionTest.java,0.0,False,True
4228,arangodb/arangodb-java-driver,5cc3f76a939f11cc6a16f8aea929bea02b0fdc9e,src/test/java/com/arangodb/async/StreamTransactionTest.java,0.0,False,True
4231,arangodb/arangodb-java-driver,5cc3f76a939f11cc6a16f8aea929bea02b0fdc9e,src/test/java/com/arangodb/async/ArangoDBTest.java,0.0,False,True
4233,arangodb/arangodb-java-driver,5cc3f76a939f11cc6a16f8aea929bea02b0fdc9e,src/test/java/com/arangodb/ArangoEdgeCollectionTest.java,0.0,False,True
4243,arangodb/arangodb-java-driver,5cc3f76a939f11cc6a16f8aea929bea02b0fdc9e,src/test/java/com/arangodb/internal/QueueTimeMetricsImplTest.java,0.0,False,True
4259,arangodb/arangodb-java-driver,5cc3f76a939f11cc6a16f8aea929bea02b0fdc9e,src/test/java/com/arangodb/serde/CustomSerdeTest.java,0.0,False,True
4262,arangodb/arangodb-java-driver,5cc3f76a939f11cc6a16f8aea929bea02b0fdc9e,src/test/java/com/arangodb/JwtAuthTest.java,0.0,False,True
4266,arangodb/arangodb-java-driver,5cc3f76a939f11cc6a16f8aea929bea02b0fdc9e,src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,True
4276,arangodb/arangodb-java-driver,a5f73082a149c1523647065d286c2902b4537a02,src/test/java/com/arangodb/ArangoEdgeCollectionTest.java,0.0,False,True
4290,arangodb/arangodb-java-driver,a5f73082a149c1523647065d286c2902b4537a02,src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,True
4291,arangodb/arangodb-java-driver,a5f73082a149c1523647065d286c2902b4537a02,src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,True
4309,arangodb/arangodb-java-driver,f03f23eebb6365f2725c050f638eed38f74f0c88,src/test/java/com/arangodb/example/graph/BaseGraphTest.java,0.0,False,True
4310,arangodb/arangodb-java-driver,f03f23eebb6365f2725c050f638eed38f74f0c88,src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,True
4340,arangodb/arangodb-java-driver,48651421ca2bebeb3897fa88800f429ff0f7ca4c,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
4348,arangodb/arangodb-java-driver,ed602c618f26a255471ca54db8bde11501eb9a93,src/test/java/com/arangodb/ArangoDatabaseTest.java,0.0,False,True
4363,arangodb/arangodb-java-driver,ed602c618f26a255471ca54db8bde11501eb9a93,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
4376,arangodb/arangodb-java-driver,5aac3272631cce918454df3971a3e9c98c097ed4,src/test/java/com/arangodb/internal/DocumentCacheTest.java,0.0,False,True
4393,arangodb/arangodb-java-driver,14b31cda130683f3c6d606354cbceed6ca8abe97,src/test/java/com/arangodb/ArangoRouteTest.java,0.0,False,True
4396,arangodb/arangodb-java-driver,14b31cda130683f3c6d606354cbceed6ca8abe97,src/test/java/com/arangodb/ArangoCursorTest.java,0.0,False,True
4398,arangodb/arangodb-java-driver,14b31cda130683f3c6d606354cbceed6ca8abe97,src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,True
4400,arangodb/arangodb-java-driver,14b31cda130683f3c6d606354cbceed6ca8abe97,src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,True
4402,arangodb/arangodb-java-driver,14b31cda130683f3c6d606354cbceed6ca8abe97,src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,True
4408,arangodb/arangodb-java-driver,14b31cda130683f3c6d606354cbceed6ca8abe97,src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,True
4423,arangodb/arangodb-java-driver,34091b52e85fdbec413bfe511651d525c3004ca1,src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,True
4434,arangodb/arangodb-java-driver,34091b52e85fdbec413bfe511651d525c3004ca1,src/test/java/com/arangodb/DocumentTest.java,0.0,False,True
4472,arangodb/arangodb-java-driver,9e21e8bb3bba08b2b7f83dc2c66fb535a6f9bd62,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
4489,arangodb/arangodb-java-driver,c57c7a1f5f30c2a255b5a9a366b2b74d8d8ce07e,src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,True
4493,arangodb/arangodb-java-driver,c57c7a1f5f30c2a255b5a9a366b2b74d8d8ce07e,src/test/java/com/arangodb/DocumentTest.java,0.0,False,True
4500,arangodb/arangodb-java-driver,8230664504a380d4ad1f0b2539f49374326ecbb5,src/test/java/com/arangodb/internal/DocumentCacheTest.java,0.0,False,True
4503,arangodb/arangodb-java-driver,8230664504a380d4ad1f0b2539f49374326ecbb5,src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,True
4529,arangodb/arangodb-java-driver,83e1ba4410b45f6c0eea65a1edd9e85fca03dceb,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
4530,arangodb/arangodb-java-driver,83e1ba4410b45f6c0eea65a1edd9e85fca03dceb,src/test/java/com/arangodb/util/ArangoSerializationTest.java,0.0,False,True
4548,arangodb/arangodb-java-driver,023a4540051ea8ed0c9d63c326cdd4872665e356,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
4550,arangodb/arangodb-java-driver,023a4540051ea8ed0c9d63c326cdd4872665e356,src/test/java/com/arangodb/DocumentTest.java,0.0,False,True
4559,arangodb/arangodb-java-driver,77d2e6f5cc76071f7829ac179b945640e755d80f,src/test/java/com/arangodb/example/graph/BaseGraphTest.java,0.0,False,True
4560,arangodb/arangodb-java-driver,77d2e6f5cc76071f7829ac179b945640e755d80f,src/test/java/com/arangodb/example/document/TestEntity.java,0.0,False,True
4566,arangodb/arangodb-java-driver,77d2e6f5cc76071f7829ac179b945640e755d80f,src/test/java/com/arangodb/ArangoExecuteableTest.java,0.0,False,True
4572,arangodb/arangodb-java-driver,0e286a1456f5cc433e3d96b44c1bf729f94e7ef3,src/test/java/com/arangodb/ArangoEdgeCollectionTest.java,0.0,False,True
4643,arangodb/arangodb-java-driver,901c5f9d77e14b99a22ad79c3787658869b9dc7f,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
4662,arangodb/arangodb-java-driver,ff897bb7c5335f13da22b2622742ad71cfd803fb,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
4672,arangodb/arangodb-java-driver,0c809d0dd3272db89ec74957150a8cc4bc4e10e7,src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,True
4681,arangodb/arangodb-java-driver,0c809d0dd3272db89ec74957150a8cc4bc4e10e7,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
4695,arangodb/arangodb-java-driver,c02b6ebb96f2f467f43f706bf759d7ef6891a7dc,src/test/java/com/arangodb/BaseTest.java,0.0,False,True
4702,arangodb/arangodb-java-driver,c02b6ebb96f2f467f43f706bf759d7ef6891a7dc,src/test/java/com/arangodb/DocumentTest.java,0.0,False,True
4703,arangodb/arangodb-java-driver,c02b6ebb96f2f467f43f706bf759d7ef6891a7dc,src/test/java/com/arangodb/ArangoDBTest.java,0.0,False,True
4715,arangodb/arangodb-java-driver,c42ff2ec9299afc8b468a8ed96e98b8876a7bac2,src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,True
4721,arangodb/arangodb-java-driver,c42ff2ec9299afc8b468a8ed96e98b8876a7bac2,src/test/java/com/arangodb/DocumentTest.java,0.0,False,True
4725,arangodb/arangodb-java-driver,9e1954b8e263ef82fc061ac67ebc7ec5dc2ef6c2,src/test/java/com/arangodb/ArangoDatabaseTest.java,0.0,False,True
4734,arangodb/arangodb-java-driver,9e1954b8e263ef82fc061ac67ebc7ec5dc2ef6c2,src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,True
4745,arangodb/arangodb-java-driver,a61676330c8883ca3852e46835559ed0f514a6f3,src/test/java/com/arangodb/entity/BaseDocumentTest.java,0.0,False,True
4767,arangodb/arangodb-java-driver,9e442a40467ebcbb4d47bd344d96e215ecdee2a3,src/test/java/com/arangodb/internal/DocumentCacheTest.java,0.0,False,True
4771,arangodb/arangodb-java-driver,9e442a40467ebcbb4d47bd344d96e215ecdee2a3,src/test/java/com/arangodb/BaseTest.java,0.0,False,True
4774,arangodb/arangodb-java-driver,9e442a40467ebcbb4d47bd344d96e215ecdee2a3,src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,True
4781,arangodb/arangodb-java-driver,54269bcf84ef4bab7e26fdfa1286e14a6642f712,src/test/java/com/arangodb/ArangoEdgeCollectionTest.java,0.0,False,True
4783,arangodb/arangodb-java-driver,54269bcf84ef4bab7e26fdfa1286e14a6642f712,src/test/java/com/arangodb/entity/BaseDocumentTest.java,0.0,False,True
4786,arangodb/arangodb-java-driver,54269bcf84ef4bab7e26fdfa1286e14a6642f712,src/test/java/com/arangodb/internal/DocumentCacheTest.java,0.0,False,True
4803,arangodb/arangodb-java-driver,992845401fca66b0639b4610134f2629f4fb221b,src/test/java/com/arangodb/internal/DefaultHostHandlerTest.java,0.0,False,True
4805,arangodb/arangodb-java-driver,992845401fca66b0639b4610134f2629f4fb221b,src/test/java/com/arangodb/internal/DocumentCacheTest.java,0.0,False,True
4810,arangodb/arangodb-java-driver,992845401fca66b0639b4610134f2629f4fb221b,src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,True
4811,arangodb/arangodb-java-driver,992845401fca66b0639b4610134f2629f4fb221b,src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,True
4814,arangodb/arangodb-java-driver,992845401fca66b0639b4610134f2629f4fb221b,src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,True
4821,arangodb/arangodb-java-driver,89aa0ad794154bae6f3d22a0443d006aa74695c1,src/test/java/com/arangodb/entity/BaseDocumentTest.java,0.0,False,True
4827,arangodb/arangodb-java-driver,89aa0ad794154bae6f3d22a0443d006aa74695c1,src/test/java/com/arangodb/ArangoCollectionTest.java,0.0,False,True
4828,arangodb/arangodb-java-driver,89aa0ad794154bae6f3d22a0443d006aa74695c1,src/test/java/com/arangodb/BaseTest.java,0.0,False,True
4830,arangodb/arangodb-java-driver,89aa0ad794154bae6f3d22a0443d006aa74695c1,src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,True
4832,arangodb/arangodb-java-driver,89aa0ad794154bae6f3d22a0443d006aa74695c1,src/test/java/com/arangodb/ArangoExecuteableTest.java,0.0,False,True
4837,arangodb/arangodb-java-driver,89aa0ad794154bae6f3d22a0443d006aa74695c1,src/test/java/com/arangodb/UserAuthTest.java,0.0,False,False
4844,arangodb/arangodb-java-driver,e62f088ac47980192fee325e6cb5ebed74e76082,src/test/java/com/arangodb/example/graph/BaseGraphTest.java,0.0,False,True
4849,arangodb/arangodb-java-driver,e62f088ac47980192fee325e6cb5ebed74e76082,src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,True
4855,arangodb/arangodb-java-driver,e62f088ac47980192fee325e6cb5ebed74e76082,src/test/java/com/arangodb/ArangoDBTest.java,0.0,False,True
4862,arangodb/arangodb-java-driver,fff109348cb9eb8ed2f7de113a43e91e727da328,src/test/java/com/arangodb/example/graph/BaseGraphTest.java,0.0,False,True
4868,arangodb/arangodb-java-driver,fff109348cb9eb8ed2f7de113a43e91e727da328,src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,True
4873,arangodb/arangodb-java-driver,fff109348cb9eb8ed2f7de113a43e91e727da328,src/test/java/com/arangodb/ArangoDBTest.java,0.0,False,True
