App,SHA,Tag,TestFilePath,isModifyMethodAnnotation,prediction
ozimov/spring-boot-email-tools,e09fdc042714654fb5efe38226077dded6282651,"0.3.8, 0.4.0",spring-boot-email-template-engines.spring-boot-freemarker-email.src.test.java.it.ozimov.springboot.templating.mail.service.FreemarkerTemplateServiceTest.java,False,False
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-template-engines.spring-boot-pebble-email.src.test.java.it.ozimov.springboot.templating.mail.service.PebbleTemplateServiceTest.java,False,False
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-template-engines.spring-boot-mustache-email.src.test.java.it.ozimov.springboot.templating.mail.service.MustacheTemplateServiceTest.java,False,False
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-template-engines.spring-boot-freemarker-email.src.test.java.it.ozimov.springboot.templating.mail.service.FreemarkerTemplateServiceTest.java,False,False
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.model.defaultimpl.DefaultEmailAttachmentTest.java,False,False
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.service.defaultimpl.SchedulerPropertiesTest.java,False,False
ozimov/spring-boot-email-tools,e1dd6ca41a904c0746adb0026e7803ed33769a8a,"0.4.1, 0.4.2",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.service.EmailEmbeddedRedisTest.java,False,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.model.defaultimpl.DefaultEmailTest.java,False,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.PriorityQueueManagerTest.java,False,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.DefaultPersistenceServiceTest.java,False,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.DefaultEmailServiceTest.java,False,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.configuration.EmailEmbeddedRedisConfigurationTest.java,False,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.utils.MimeMessageHelperExtTest.java,False,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.PriorityQueueSchedulerServiceTest.java,False,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.utils.TimeUtilsTest.java,False,False
ozimov/spring-boot-email-tools,dbdf47d75bbab3bb9f00bd6ec3f9ac6283a3819f,"0.5.3, 0.6.0",spring-boot-email-template-engines.spring-boot-thymeleaf-email.src.test.java.it.ozimov.springboot.mail.templating.service.ThymeleafTemplateServiceTest.java,False,False
ozimov/spring-boot-email-tools,dbdf47d75bbab3bb9f00bd6ec3f9ac6283a3819f,"0.5.3, 0.6.0",spring-boot-email-template-engines.spring-boot-pebble-email.src.test.java.it.ozimov.springboot.mail.templating.service.PebbleTemplateServiceTest.java,False,False
ozimov/spring-boot-email-tools,dbdf47d75bbab3bb9f00bd6ec3f9ac6283a3819f,"0.5.3, 0.6.0",spring-boot-email-template-engines.spring-boot-mustache-email.src.test.java.it.ozimov.springboot.mail.templating.service.MustacheTemplateServiceTest.java,False,False
ozimov/spring-boot-email-tools,9b4ce5d780a2ab8f0a67b80ac9a9a02fa7a15a34,"0.6.0, 0.6.1",spring-boot-email-template-engines.spring-boot-thymeleaf-email.src.test.java.it.ozimov.springboot.mail.templating.service.ThymeleafTemplateServiceTest.java,False,False
ozimov/spring-boot-email-tools,43f09cb201505bd6742b27b3aa0928062d67d003,"0.6.2, 0.6.3",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.DefaultEmailServiceTest.java,False,False
