Project,Model,id,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
ofdrw,nearmissunder2_svm,9.0,0.0,6.0,3.0,1.0,0.0,0.0,-1.0,0.611111111111111,-1.0,-0.408248290463863,nan
restx,nearmissunder2_naivebayes,5.0,5.0,5.0,0.0,0.0,0.5,1.0,0.5,1.0,0.6666666666666666,-1.0,0.25
mybatis-flex,nearmissunder1_naivebayes,NO_FILE
jts,nearmissunder1_randomforest,NO_FILE
iotdb,borderlinesmote_extratree,NO_FILE
ofdrw,nearmissunder1_logisticregression,9.0,0.0,7.0,3.0,1.0,0.0,0.0,-1.0,0.6666666666666666,-1.0,-0.4183300132670378,nan
jaxrs-analyzer,nearmissunder1_svm,NO_FILE
robot,nearmissunder2_extratree,10.0,2.0,5.0,6.0,2.0,0.2857142857142857,0.5,0.5333333333333333,0.611111111111111,0.3636363636363636,0.040291148201269,0.6944444444444444
java-slack-sdk,randomunder_naivebayes,NO_FILE
webapi,randomunder_logisticregression,NO_FILE
acs-aem-commons,adasyn_logisticregression,NO_FILE
questdb,borderlinesmote_svm,NO_FILE
kapua,adasyn_decisiontree,NO_FILE
admiral,adasyn_logisticregression,NO_FILE
concord,smoteover_decisiontree,NO_FILE
java-slack-sdk,randomover_logisticregression,NO_FILE
concord,svm,NO_FILE
iotdb,adasyn_logisticregression,NO_FILE
argus,decisiontree,NO_FILE
rxjava2-jdbc,nearmissunder2_logisticregression,NO_FILE
pulsar,nearmissunder2_logisticregression,43.0,80.0,49.0,54.0,106.0,0.6201550387596899,0.4301075268817204,0.4636678200692041,0.3947909546593757,0.5079365079365079,-0.0439522894035818,0.3725695202323353
rxjava2-jdbc,nearmissunder1_svm,NO_FILE
starrocks-connector-for-apache-flink,borderlinesmote_naivebayes,NO_FILE
sentinel,nearmissunder2_randomforest,NO_FILE
iota-java,naivebayes,NO_FILE
rtree,randomunder_extratree,NO_FILE
mongock,borderlinesmote_randomforest,NO_FILE
kubernetes-client,svm,NO_FILE
sonar-pmd,smoteover_svm,NO_FILE
sonar-findbugs,nearmissunder1_randomforest,12.0,4.0,5.0,23.0,5.0,0.4444444444444444,0.4444444444444444,0.7297297297297297,0.4212962962962963,0.4444444444444444,0.2658730158730158,0.75
ofdrw,nearmissunder1_naivebayes,9.0,0.0,8.0,0.0,1.0,0.0,0.0,-1.0,0.8333333333333334,-1.0,-1.0,nan
fluent-http,borderlinesmote_extratree,NO_FILE
kubernetes-client,randomover_randomforest,NO_FILE
java-diff-utils,smoteover_decisiontree,NO_FILE
dayon,logisticregression,NO_FILE
starrocks-connector-for-apache-flink,nearmissunder1_extratree,NO_FILE
kubernetes-client,nearmissunder1_logisticregression,NO_FILE
sureness,nearmissunder2_randomforest,NO_FILE
nuls-v1,randomover_logisticregression,NO_FILE
pulsar,nearmissunder3_extratree,43.0,76.0,43.0,61.0,106.0,0.6386554621848739,0.4175824175824176,0.479020979020979,0.4256421356421356,0.5049833887043189,0.0040217078865064,0.501883291195266
cucable-plugin,nearmissunder2_extratree,15.0,4.0,7.0,4.0,2.0,0.3636363636363636,0.6666666666666666,0.4705882352941176,0.6599999999999999,0.4705882352941177,0.0303030303030303,0.6666666666666666
poli,nearmissunder2_svm,NO_FILE
htmlunit-driver,nearmissunder3_extratree,NO_FILE
dayon,randomunder_naivebayes,NO_FILE
itext7,nearmissunder2_naivebayes,31.0,68.0,32.0,47.0,174.0,0.68,0.2809917355371901,0.3582554517133956,0.2584657725786758,0.3976608187134502,-0.1153977441783453,0.4668062613714787
instancio,logisticregression,NO_FILE
graphhopper,nearmissunder1_extratree,53.0,48.0,46.0,31.0,41.0,0.5106382978723404,0.5393258426966292,0.4759036144578313,0.5599300831443689,0.5245901639344263,-0.0584403127102456,0.5463664421997755
robot,nearmissunder1_decisiontree,10.0,2.0,6.0,7.0,3.0,0.25,0.4,0.5,0.5416666666666666,0.3076923076923077,-0.0554700196225229,0.6666666666666666
nexus-public,nearmissunder1_logisticregression,NO_FILE
rxjava2-extras,randomunder_randomforest,NO_FILE
starrocks-connector-for-apache-flink,adasyn_logisticregression,NO_FILE
poli,extratree,NO_FILE
mybatis-flex,randomunder_logisticregression,NO_FILE
sureness,adasyn_extratree,NO_FILE
logicng,borderlinesmote_svm,NO_FILE
sofa-rpc,smoteover_svm,NO_FILE
mybatis-flex,randomover_naivebayes,NO_FILE
dotci,randomforest,NO_FILE
questdb,nearmissunder1_logisticregression,NO_FILE
rxjava2-extras,borderlinesmote_logisticregression,NO_FILE
freeacs,nearmissunder2_decisiontree,NO_FILE
dayon,nearmissunder2_svm,NO_FILE
openwebstart,randomover_extratree,8.0,0.0,1.0,2.0,4.0,0.0,0.0,-1.0,0.1,-1.0,-0.4714045207910317,1.0
nexus-public,adasyn_decisiontree,NO_FILE
webapi,randomunder_naivebayes,NO_FILE
dotci,randomover_logisticregression,NO_FILE
sonar-findbugs,borderlinesmote_svm,NO_FILE
rxjava2-extras,randomover_randomforest,NO_FILE
fluent-http,nearmissunder3_svm,NO_FILE
concord,nearmissunder3_extratree,NO_FILE
sonar-pmd,nearmissunder3_decisiontree,5.0,13.0,3.0,2.0,8.0,0.8125,0.6190476190476191,0.5769230769230769,0.6291666666666667,0.7027027027027026,0.0154303349962091,0.58125
spring-boot-email-tools,nearmissunder3_decisiontree,NO_FILE
admiral,adasyn_svm,NO_FILE
jts,adasyn_svm,NO_FILE
fluent-http,svm,NO_FILE
sureness,nearmissunder3_naivebayes,NO_FILE
kubernetes-client,randomover_logisticregression,NO_FILE
framework,adasyn_svm,NO_FILE
sureness,adasyn_randomforest,NO_FILE
dotci,randomunder_randomforest,NO_FILE
opencga,borderlinesmote_randomforest,23.0,50.0,38.0,44.0,26.0,0.5681818181818182,0.6578947368421053,0.5949367088607594,0.4522872989894266,0.6097560975609756,0.1956133728411643,0.6845680077498258
sonar-pmd,adasyn_svm,NO_FILE
java-slack-sdk,borderlinesmote_naivebayes,NO_FILE
sentinel,randomover_naivebayes,NO_FILE
jts,nearmissunder1_logisticregression,NO_FILE
ofdrw,smoteover_randomforest,NO_FILE
itext7,borderlinesmote_decisiontree,31.0,169.0,64.0,15.0,68.0,0.7253218884120172,0.7130801687763713,0.5822784810126582,0.693544609847816,0.7191489361702127,-0.0954883088807699,0.5240059139944723
mybatis-flex,borderlinesmote_decisiontree,NO_FILE
googleads-java-lib,borderlinesmote_naivebayes,NO_FILE
freeacs,nearmissunder3_svm,NO_FILE
starrocks-connector-for-apache-flink,logisticregression,NO_FILE
framework,adasyn_naivebayes,NO_FILE
core-geonetwork,smoteover_svm,NO_FILE
java-diff-utils,borderlinesmote_logisticregression,NO_FILE
dotci,randomover_decisiontree,NO_FILE
sentinel,borderlinesmote_logisticregression,NO_FILE
kapua,nearmissunder1_decisiontree,NO_FILE
java-diff-utils,randomunder_naivebayes,NO_FILE
htmlunit-driver,borderlinesmote_decisiontree,NO_FILE
rtree,randomunder_decisiontree,NO_FILE
sqlline,extratree,2.0,1.0,1.0,0.0,2.0,0.5,0.3333333333333333,0.25,0.6666666666666666,0.4,-0.5773502691896258,nan
sonar-findbugs,randomover_extratree,12.0,2.0,3.0,23.0,10.0,0.4,0.1666666666666666,0.6578947368421053,0.1527777777777778,0.2352941176470588,0.0705181180463926,0.7152777777777778
rxjava2-extras,nearmissunder2_randomforest,NO_FILE
zanata-platform,nearmissunder1_randomforest,53.0,96.0,41.0,33.0,178.0,0.7007299270072993,0.3503649635036496,0.3706896551724138,0.3470647965454059,0.4671532846715329,-0.1705915044051406,0.1923869997926601
nexus-public,adasyn_randomforest,NO_FILE
poli,borderlinesmote_decisiontree,NO_FILE
kapua,nearmissunder2_naivebayes,NO_FILE
rxjava2-jdbc,randomunder_naivebayes,NO_FILE
PowerJob,smoteover_naivebayes,NO_FILE
restx,svm,5.0,5.0,4.0,1.0,2.0,0.5555555555555556,0.7142857142857143,0.5,0.7666666666666667,0.6250000000000001,-0.0975900072948533,0.25
htmlunit-driver,naivebayes,NO_FILE
emissary,randomover_decisiontree,NO_FILE
htmlunit-driver,nearmissunder2_decisiontree,NO_FILE
jaxrs-analyzer,randomover_decisiontree,NO_FILE
problem,randomunder_decisiontree,NO_FILE
starrocks-connector-for-apache-flink,randomunder_decisiontree,NO_FILE
problem,nearmissunder2_extratree,NO_FILE
jaxrs-analyzer,randomover_svm,NO_FILE
mybatis-flex,borderlinesmote_randomforest,NO_FILE
restx,randomunder_naivebayes,5.0,5.0,5.0,0.0,0.0,0.5,1.0,0.5,1.0,0.6666666666666666,-1.0,0.5
cucable-plugin,nearmissunder1_logisticregression,15.0,3.0,5.0,5.0,3.0,0.375,0.5,0.5,0.5444444444444445,0.4285714285714285,0.0,0.6666666666666666
sonar-pmd,nearmissunder2_randomforest,5.0,13.0,3.0,2.0,8.0,0.8125,0.6190476190476191,0.5769230769230769,0.6375000000000001,0.7027027027027026,0.0154303349962091,0.55625
rtree,smoteover_naivebayes,NO_FILE
spring-boot-email-tools,borderlinesmote_svm,NO_FILE
htmlunit-driver,nearmissunder1_naivebayes,NO_FILE
mongock,randomforest,NO_FILE
sureness,borderlinesmote_naivebayes,NO_FILE
opencga,nearmissunder2_logisticregression,23.0,46.0,31.0,52.0,27.0,0.5974025974025974,0.6301369863013698,0.6282051282051282,0.564911604758288,0.6133333333333334,0.2561362275888181,0.6225433657251839
sqlline,borderlinesmote_logisticregression,NO_FILE
freeacs,nearmissunder2_svm,NO_FILE
opencga,adasyn_randomforest,NO_FILE
dotci,adasyn_naivebayes,NO_FILE
zanata-platform,randomover_svm,NO_FILE
emissary,randomover_naivebayes,NO_FILE
zanata-platform,randomunder_randomforest,53.0,116.0,45.0,31.0,158.0,0.7204968944099379,0.4233576642335766,0.42,0.4368403170528676,0.5333333333333333,-0.1395969210221699,0.2188414503037144
fluent-http,extratree,NO_FILE
argus,borderlinesmote_randomforest,NO_FILE
restx,nearmissunder1_logisticregression,5.0,4.0,3.0,2.0,3.0,0.5714285714285714,0.5714285714285714,0.5,0.7,0.5714285714285714,-0.0285714285714285,0.875
framework,nearmissunder1_randomforest,NO_FILE
azure-maven-plugins,randomover_logisticregression,26.0,88.0,39.0,68.0,42.0,0.6929133858267716,0.676923076923077,0.6582278481012658,0.5829134420566645,0.6848249027237355,0.3117654278461544,0.765856149059274
webapi,borderlinesmote_naivebayes,NO_FILE
framework,adasyn_extratree,NO_FILE
iextrading4j,nearmissunder3_randomforest,NO_FILE
kapua,decisiontree,NO_FILE
framework,randomover_decisiontree,NO_FILE
mybatis-flex,smoteover_randomforest,NO_FILE
ofdrw,logisticregression,9.0,0.0,6.0,3.0,0.0,0.0,-1.0,0.3333333333333333,0.7666666666666666,0.0,-1.0,nan
logicng,borderlinesmote_extratree,NO_FILE
problem,randomforest,NO_FILE
mybatis-flex,nearmissunder1_svm,NO_FILE
rtree,extratree,NO_FILE
sermant,decisiontree,5.0,2.0,8.0,3.0,5.0,0.2,0.2857142857142857,0.2777777777777778,0.6142857142857142,0.2352941176470588,-0.4332001127219817,0.1875
rtree,nearmissunder3_decisiontree,NO_FILE
questdb,nearmissunder3_naivebayes,NO_FILE
sermant,nearmissunder3_extratree,5.0,1.0,6.0,5.0,6.0,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.5285714285714286,0.1428571428571428,-0.4025974025974026,0.375
java-slack-sdk,nearmissunder2_decisiontree,NO_FILE
kubernetes-client,randomunder_svm,NO_FILE
dayon,adasyn_extratree,NO_FILE
framework,nearmissunder2_extratree,NO_FILE
iextrading4j,nearmissunder1_svm,NO_FILE
freeacs,smoteover_randomforest,NO_FILE
robot,naivebayes,10.0,2.0,5.0,6.0,3.0,0.2857142857142857,0.4,0.5,0.5476190476190477,0.3333333333333333,-0.0509647191437625,0.6666666666666666
poli,adasyn_svm,NO_FILE
argus,smoteover_randomforest,NO_FILE
emissary,smoteover_svm,NO_FILE
dotci,randomover_randomforest,NO_FILE
webapi,nearmissunder3_logisticregression,NO_FILE
java-diff-utils,nearmissunder2_extratree,NO_FILE
kubernetes-client,nearmissunder1_svm,NO_FILE
sureness,randomover_svm,NO_FILE
restx,nearmissunder3_decisiontree,5.0,3.0,3.0,2.0,4.0,0.5,0.4285714285714285,0.4166666666666667,0.6666666666666667,0.4615384615384615,-0.1690308509457033,0.375
rxjava2-extras,randomover_naivebayes,NO_FILE
PowerJob,nearmissunder1_randomforest,NO_FILE
instancio,randomover_naivebayes,NO_FILE
cucable-plugin,randomunder_svm,15.0,3.0,2.0,5.0,4.0,0.6,0.4285714285714285,0.5714285714285714,0.2714285714285714,0.5,0.1490711984999859,0.6666666666666666
java-diff-utils,randomunder_logisticregression,NO_FILE
rxjava2-jdbc,nearmissunder3_naivebayes,NO_FILE
cucable-plugin,nearmissunder2_naivebayes,15.0,1.0,4.0,3.0,5.0,0.2,0.1666666666666666,0.3076923076923077,0.5,0.1818181818181818,-0.4147575310031266,0.3333333333333333
framework,adasyn_decisiontree,NO_FILE
spring-boot-email-tools,svm,NO_FILE
arangodb-java-driver,smoteover_svm,NO_FILE
htmlunit-driver,randomunder_extratree,NO_FILE
java-slack-sdk,logisticregression,NO_FILE
graphhopper,nearmissunder3_randomforest,NO_FILE
webapi,adasyn_logisticregression,NO_FILE
json-schema,randomunder_randomforest,17.0,23.0,8.0,5.0,8.0,0.7419354838709677,0.7419354838709677,0.6363636363636364,0.6333333333333333,0.7419354838709677,0.1265508684863523,0.3940476190476191
nexus-public,nearmissunder3_logisticregression,NO_FILE
sonar-pmd,randomover_naivebayes,5.0,17.0,4.0,1.0,4.0,0.8095238095238095,0.8095238095238095,0.6923076923076923,0.7916666666666667,0.8095238095238095,0.0095238095238095,0.525
ofdrw,nearmissunder2_decisiontree,9.0,0.0,6.0,3.0,1.0,0.0,0.0,-1.0,0.611111111111111,-1.0,-0.408248290463863,nan
nexus-public,borderlinesmote_logisticregression,NO_FILE
jts,nearmissunder2_decisiontree,NO_FILE
itext7,nearmissunder1_decisiontree,31.0,104.0,38.0,41.0,138.0,0.7323943661971831,0.4297520661157025,0.4517133956386293,0.370538955011152,0.5416666666666666,-0.0444563864859741,0.5314568329585493
instancio,adasyn_decisiontree,NO_FILE
jaxrs-analyzer,randomunder_svm,NO_FILE
kubernetes-client,borderlinesmote_extratree,NO_FILE
sonar-findbugs,adasyn_naivebayes,NO_FILE
json-schema,borderlinesmote_naivebayes,NO_FILE
concord,nearmissunder2_naivebayes,NO_FILE
azure-maven-plugins,naivebayes,26.0,69.0,33.0,67.0,64.0,0.6764705882352942,0.518796992481203,0.5836909871244635,0.418874216353208,0.5872340425531916,0.1883584719200144,0.6572093704906206
PowerJob,nearmissunder3_extratree,NO_FILE
sofa-rpc,nearmissunder2_randomforest,8.0,2.0,4.0,0.0,2.0,0.3333333333333333,0.5,0.25,0.8333333333333334,0.4,-0.5773502691896258,nan
googleads-java-lib,nearmissunder3_logisticregression,NO_FILE
rtree,adasyn_randomforest,NO_FILE
nuls-v1,randomunder_randomforest,NO_FILE
webapi,smoteover_randomforest,NO_FILE
admiral,nearmissunder3_naivebayes,NO_FILE
core-geonetwork,adasyn_decisiontree,NO_FILE
PowerJob,nearmissunder3_randomforest,NO_FILE
mybatis-flex,nearmissunder2_decisiontree,NO_FILE
questdb,borderlinesmote_logisticregression,NO_FILE
mybatis-flex,smoteover_decisiontree,NO_FILE
sonar-pmd,nearmissunder2_decisiontree,5.0,9.0,3.0,2.0,12.0,0.75,0.4285714285714285,0.4230769230769231,0.4541666666666666,0.5454545454545454,-0.1355261854357877,0.4625
googleads-java-lib,borderlinesmote_logisticregression,NO_FILE
jts,randomover_svm,NO_FILE
poli,smoteover_naivebayes,NO_FILE
iota-java,svm,NO_FILE
jts,adasyn_extratree,NO_FILE
nuls-v1,borderlinesmote_randomforest,NO_FILE
ofdrw,randomunder_randomforest,9.0,0.0,2.0,1.0,1.0,0.0,0.0,-1.0,0.3333333333333333,-1.0,-0.5773502691896258,nan
dotci,adasyn_randomforest,NO_FILE
nuls-v1,adasyn_decisiontree,NO_FILE
PowerJob,nearmissunder1_svm,NO_FILE
questdb,nearmissunder1_randomforest,NO_FILE
rxjava2-extras,nearmissunder2_extratree,NO_FILE
core-geonetwork,borderlinesmote_decisiontree,NO_FILE
azure-maven-plugins,nearmissunder1_logisticregression,26.0,83.0,39.0,65.0,50.0,0.680327868852459,0.6240601503759399,0.6244725738396625,0.4353806608282312,0.6509803921568628,0.2472964605867896,0.6657767362845488
mybatis-flex,randomunder_svm,NO_FILE
cucable-plugin,nearmissunder1_svm,15.0,2.0,4.0,5.0,4.0,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.4625,0.3333333333333333,-0.1111111111111111,0.6111111111111112
emissary,nearmissunder3_randomforest,NO_FILE
freeacs,nearmissunder1_logisticregression,NO_FILE
googleads-java-lib,nearmissunder2_naivebayes,NO_FILE
instancio,nearmissunder2_extratree,NO_FILE
emissary,nearmissunder1_extratree,NO_FILE
openwebstart,randomunder_randomforest,8.0,1.0,2.0,2.0,3.0,0.3333333333333333,0.25,0.375,0.3333333333333333,0.2857142857142857,-0.2581988897471611,1.0
restx,nearmissunder2_randomforest,5.0,4.0,3.0,2.0,3.0,0.5714285714285714,0.5714285714285714,0.5,0.7,0.5714285714285714,-0.0285714285714285,0.5
ofdrw,svm,9.0,0.0,4.0,4.0,0.0,0.0,-1.0,0.5,0.5833333333333333,0.0,-1.0,nan
jts,svm,NO_FILE
json-schema,smoteover_logisticregression,NO_FILE
jts,nearmissunder3_randomforest,NO_FILE
graphhopper,nearmissunder1_decisiontree,53.0,52.0,55.0,22.0,35.0,0.4859813084112149,0.5977011494252874,0.4512195121951219,0.6454662698412699,0.5360824742268042,-0.1221846722767059,0.4586980920314254
azure-maven-plugins,smoteover_logisticregression,26.0,88.0,42.0,65.0,42.0,0.676923076923077,0.676923076923077,0.6455696202531646,0.5936004177692158,0.676923076923077,0.2843997124370956,0.758982076950827
graphhopper,extratree,53.0,50.0,46.0,30.0,35.0,0.5208333333333334,0.5882352941176471,0.4968944099378882,0.6074770258980786,0.5524861878453039,-0.0173254343540839,0.5408179012345679
concord,smoteover_naivebayes,NO_FILE
thorntail,smoteover_logisticregression,NO_FILE
opencga,randomover_decisiontree,23.0,49.0,48.0,34.0,26.0,0.5051546391752577,0.6533333333333333,0.5286624203821656,0.5205083945036664,0.5697674418604651,0.0698678262509172,0.563662852299216
logicng,nearmissunder3_logisticregression,NO_FILE
spring-boot-email-tools,adasyn_svm,NO_FILE
azure-maven-plugins,nearmissunder3_logisticregression,26.0,79.0,32.0,73.0,53.0,0.7117117117117117,0.5984848484848485,0.6413502109704642,0.4577935917449984,0.6502057613168724,0.2923968739991988,0.7525526339979464
sermant,randomover_randomforest,5.0,1.0,7.0,4.0,6.0,0.125,0.1428571428571428,0.2777777777777778,0.5357142857142858,0.1333333333333333,-0.4841648318657442,0.1770833333333333
sofa-rpc,nearmissunder3_logisticregression,NO_FILE
restx,nearmissunder3_naivebayes,5.0,1.0,2.0,2.0,6.0,0.3333333333333333,0.1428571428571428,0.2727272727272727,0.5,0.2,-0.3857583749052297,0.5
concord,randomover_decisiontree,NO_FILE
cucable-plugin,borderlinesmote_extratree,NO_FILE
htmlunit-driver,svm,NO_FILE
rtree,nearmissunder3_logisticregression,NO_FILE
