index,App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,AssertionRoulette,ConditionalTestLogic,ConstructorInitialization,DefaultTest,EmptyTest,ExceptionCatchingThrowing,GeneralFixture,MysteryGuest,PrintStatement,RedundantAssertion,SensitiveEquality,VerboseTest,SleepyTest,DuplicateAssert,UnknownTest,IgnoredTest,ResourceOptimism,MagicNumberTest,DependentTest,MoveAndInlineMethod,isMoveAndInlineMethod
966,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/function/RunMojoTest.java,95,9,25,88,0.11,10,9,4,1,0,0,0,8,0,0,0,0,0,0,0,0,3,0,2,8,0,0,False
967,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/function/handlers/AnnotationHandlerImplTest.java,69,6,14,15,0.06,4,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
968,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/function/handlers/FTPArtifactHandlerImplTest.java,36,2,6,24,0.03,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,False
969,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/function/handlers/MSDeployArtifactHandlerImplTest.java,104,8,24,85,0.04,4,8,0,0,0,0,0,7,0,2,0,0,0,0,0,0,3,0,1,7,0,0,False
970,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/AbstractAzureMojoTest.java,106,18,36,52,0.25,26,17,3,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,1,16,0,0,False
971,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/FTPUploaderTest.java,49,4,11,23,0.04,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,False
972,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/UtilsTest.java,44,4,8,27,0.18,8,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,False
973,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/auth/AzureAuthHelperTest.java,191,12,24,110,0.16,31,12,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,11,0,0,False
974,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/DeployMojoTest.java,144,20,55,119,0.15,21,15,3,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,11,0,0,False
975,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/WebAppUtilsTest.java,50,3,8,19,0.14,7,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
976,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/handlers/FTPArtifactHandlerImplTest.java,56,5,15,42,0.02,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,False
977,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/handlers/HandlerFactoryImplTest.java,53,3,7,14,0.15,8,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
978,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/handlers/JavaRuntimeHandlerImplTest.java,24,3,8,15,0.04,1,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,False
979,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/handlers/NullRuntimeHandlerImplTest.java,26,3,8,9,0.08,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
980,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/handlers/PrivateDockerHubRuntimeHandlerImplTest.java,31,3,8,18,0.0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,False
981,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/handlers/PrivateRegistryRuntimeHandlerImplTest.java,31,3,8,18,0.0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,False
982,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/handlers/PublicDockerHubRuntimeHandlerImplTest.java,24,3,8,15,0.0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,False
983,microsoft/azure-maven-plugins,97d5b8422c241e9bb210ac249ccd6ce697e423a8,com/microsoft/azure/maven/webapp/handlers/SettingsHandlerImplTest.java,24,3,9,17,0.0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,False
984,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/function/BuildMojoTest.java,41,6,15,31,0.12,5,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
985,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/function/DeployMojoTest.java,56,8,19,46,0.18,10,6,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,0,0,False
986,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/function/FunctionConfigurationTest.java,13,1,2,10,0.31,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
987,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/function/handlers/AnnotationHandlerImplTest.java,32,4,10,4,0.0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
988,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/function/handlers/FTPArtifactHandlerImplTest.java,35,2,6,23,0.03,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,False
989,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/AbstractAzureMojoTest.java,80,15,30,39,0.19,15,14,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,13,0,0,False
990,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/FTPUploaderTest.java,44,4,10,27,0.05,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,False
991,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/UtilsTest.java,44,4,8,27,0.18,8,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,False
992,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/auth/AzureAuthHelperTest.java,191,12,24,110,0.16,31,12,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,11,0,0,False
993,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/DeployFacadeBaseImplTest.java,89,9,25,38,0.1,9,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,False
994,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/DeployFacadeImplWithCreateTest.java,33,4,12,31,0.0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,False
995,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/DeployFacadeImplWithUpdateTest.java,31,4,12,28,0.0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,False
996,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/DeployMojoTest.java,77,14,37,48,0.27,21,8,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False
997,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/WebAppUtilsTest.java,62,5,12,29,0.18,11,5,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,0,0,False
998,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/handlers/FTPArtifactHandlerImplTest.java,56,5,15,43,0.02,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,False
999,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/handlers/JavaRuntimeHandlerImplTest.java,25,3,8,16,0.04,1,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,False
1000,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/handlers/NullRuntimeHandlerImplTest.java,29,3,8,11,0.07,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
1001,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/handlers/PrivateDockerHubRuntimeHandlerImplTest.java,32,3,8,18,0.0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1002,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/handlers/PrivateRegistryRuntimeHandlerImplTest.java,32,3,8,18,0.0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1003,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/handlers/PublicDockerHubRuntimeHandlerImplTest.java,25,3,8,16,0.0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1004,microsoft/azure-maven-plugins,c5ba303da4c7a0aabd7db9d2b0edfa1220eadc00,com/microsoft/azure/maven/webapp/handlers/SettingsHandlerImplTest.java,27,3,9,20,0.0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1005,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/function/BuildMojoTest.java,41,6,15,31,0.12,5,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
1006,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/function/DeployMojoTest.java,56,8,19,46,0.18,10,6,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,0,0,False
1007,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/function/FunctionConfigurationTest.java,13,1,2,10,0.31,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
1008,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/function/handlers/AnnotationHandlerImplTest.java,32,4,10,4,0.0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
1009,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/function/handlers/FTPArtifactHandlerImplTest.java,35,2,6,23,0.03,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,False
1010,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/AbstractAzureMojoTest.java,80,15,30,39,0.19,15,14,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,13,0,0,False
1011,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/FTPUploaderTest.java,44,4,10,27,0.05,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,False
1012,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/UtilsTest.java,44,4,8,27,0.18,8,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,False
1013,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/auth/AzureAuthHelperTest.java,191,12,24,110,0.16,31,12,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,11,0,0,False
1014,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/DeployFacadeBaseImplTest.java,89,9,25,38,0.1,9,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,False
1015,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/DeployFacadeImplWithCreateTest.java,33,4,12,31,0.0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,False
1016,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/DeployFacadeImplWithUpdateTest.java,31,4,12,28,0.0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,False
1017,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/DeployMojoTest.java,77,14,37,48,0.27,21,8,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False
1018,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/WebAppUtilsTest.java,62,5,12,29,0.18,11,5,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,0,0,False
1019,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/handlers/FTPArtifactHandlerImplTest.java,56,5,15,43,0.02,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,False
1020,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/handlers/JavaRuntimeHandlerImplTest.java,25,3,8,16,0.04,1,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,False
1021,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/handlers/NullRuntimeHandlerImplTest.java,27,3,8,10,0.07,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
1022,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/handlers/PrivateDockerHubRuntimeHandlerImplTest.java,32,3,8,18,0.0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1023,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/handlers/PrivateRegistryRuntimeHandlerImplTest.java,32,3,8,18,0.0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1024,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/handlers/PublicDockerHubRuntimeHandlerImplTest.java,25,3,8,16,0.0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1025,microsoft/azure-maven-plugins,2b1cde5d2e1e93f2db79450a983ea5cae71b82ee,com/microsoft/azure/maven/webapp/handlers/SettingsHandlerImplTest.java,27,3,9,20,0.0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1026,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/function/AddMojoTest.java,44,7,15,24,0.11,5,7,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,6,0,0,False
1027,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/function/DeployMojoTest.java,156,16,43,139,0.12,19,16,7,0,0,0,0,14,14,0,0,0,0,0,0,1,4,0,0,14,0,0,False
1028,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/function/ListMojoTest.java,15,2,6,12,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
1029,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/function/PackageMojoTest.java,44,5,13,43,0.09,4,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,4,0,0,False
1030,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/function/RunMojoTest.java,57,8,20,60,0.07,4,8,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,7,0,0,False
1031,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/AbstractAppServiceMojoTest.java,17,2,3,10,0.06,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
1032,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/AbstractAzureMojoTest.java,96,17,34,48,0.26,25,16,3,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,15,0,0,False
1033,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/DeployMojoTest.java,163,20,53,126,0.15,25,14,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,11,0,0,False
1034,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/artifact/ArtifactHandlerImplV2Test.java,105,10,27,86,0.04,4,10,1,0,0,0,1,8,0,4,0,0,0,0,0,1,2,0,5,8,0,0,False
1035,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/artifact/JarArtifactHandlerImplTest.java,76,11,24,59,0.04,3,11,1,0,0,0,2,7,0,3,0,0,0,0,0,1,4,0,4,9,0,0,False
1036,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/artifact/WarArtifactHandlerImplTest.java,138,12,26,111,0.08,11,12,2,0,0,0,0,8,0,8,0,0,1,0,0,1,2,0,9,10,0,0,False
1037,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/DeploymentSlotHandlerTest.java,87,9,24,71,0.0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,8,0,0,False
1038,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/HandlerFactoryImplTest.java,89,8,22,54,0.16,14,8,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,7,0,0,False
1039,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/SettingsHandlerImplTest.java,24,3,9,17,0.0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1040,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/runtime/LinuxRuntimeHandlerImplTest.java,41,5,10,60,0.05,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
1041,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/runtime/NullRuntimeHandlerImplTest.java,22,3,7,5,0.09,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
1042,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/runtime/PrivateDockerHubRuntimeHandlerImplTest.java,62,5,12,80,0.0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1043,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/runtime/PrivateRegistryRuntimeHandlerImplTest.java,63,5,12,81,0.0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1044,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/runtime/PublicDockerHubRuntimeHandlerImplTest.java,41,5,10,64,0.0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,False
1045,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/handlers/runtime/WindowsRuntimeHandlerImplTest.java,46,5,10,68,0.04,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
1046,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/parser/ConfigurationParserTest.java,138,21,44,39,0.18,25,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
1047,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/parser/V1ConfigurationParserTest.java,120,9,23,56,0.23,27,9,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False
1048,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/parser/V2ConfigurationParserTest.java,146,10,22,68,0.19,28,10,9,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,9,0,0,False
1049,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/utils/RuntimeStackUtilsTest.java,13,2,2,4,0.54,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
1050,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/utils/TestUtils.java,52,6,20,29,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1051,microsoft/azure-maven-plugins,29a544114f9483edc8afc54eb25d2224343cb27a,com/microsoft/azure/maven/webapp/WebAppUtilsTest.java,149,8,20,90,0.05,7,8,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,False
1052,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/function/AddMojoTest.java,44,7,15,24,0.11,5,7,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,6,0,0,False
1053,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/function/DeployMojoTest.java,156,16,43,139,0.12,19,16,7,0,0,0,0,14,14,0,0,0,0,0,0,1,4,0,0,14,0,0,False
1054,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/function/ListMojoTest.java,15,2,6,12,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
1055,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/function/PackageMojoTest.java,44,5,13,43,0.09,4,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,4,0,0,False
1056,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/function/RunMojoTest.java,57,8,20,60,0.07,4,8,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,7,0,0,False
1057,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/AbstractAppServiceMojoTest.java,17,2,3,10,0.06,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
1058,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/AbstractAzureMojoTest.java,96,17,34,48,0.26,25,16,3,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,15,0,0,False
1059,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/webapp/DeployMojoTest.java,163,20,53,126,0.15,25,14,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,11,0,0,False
1060,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/webapp/handlers/artifact/ArtifactHandlerImplV2Test.java,105,10,27,86,0.04,4,10,1,0,0,0,1,8,0,4,0,0,0,0,0,1,2,0,5,8,0,0,False
1061,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/webapp/handlers/artifact/JarArtifactHandlerImplTest.java,76,11,24,59,0.04,3,11,1,0,0,0,2,7,0,3,0,0,0,0,0,1,4,0,4,9,0,0,False
1062,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/webapp/handlers/artifact/WarArtifactHandlerImplTest.java,138,12,26,111,0.08,11,12,2,0,0,0,0,8,0,8,0,0,1,0,0,1,2,0,9,10,0,0,False
1063,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/webapp/handlers/DeploymentSlotHandlerTest.java,87,9,24,71,0.0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,8,0,0,False
1064,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/webapp/handlers/HandlerFactoryImplTest.java,89,8,22,54,0.16,14,8,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,7,0,0,False
1065,microsoft/azure-maven-plugins,10945b4e509c361913069de29982aceee4f736b8,com/microsoft/azure/maven/webapp/handlers/SettingsHandlerImplTest.java,24,3,9,17,0.0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,False
