App,SHA,Tag,TestFilePath,isReplaceVariableWithAttribute,prediction
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",testsuite.nexus-repository-testsupport.src.test.java.org.sonatype.nexus.testsuite.testsupport.performance.LoadExecutorTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-transaction.src.test.java.org.sonatype.nexus.transaction.UnitOfWorkTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-ssl.src.test.java.org.sonatype.nexus.ssl.KeyStoreManagerImplTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-scheduling.src.test.java.org.sonatype.nexus.scheduling.internal.PeriodicJobServiceImplTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.rest.internal.resources.ComponentsResourceTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-orient.src.test.java.org.sonatype.nexus.orient.DatabasePoolTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-main.src.test.java.org.sonatype.nexus.karaf.NexusMainTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-core.src.test.java.org.sonatype.nexus.internal.capability.DefaultCapabilityReferenceTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.VersionPolicyHandlerTest.java,False,True
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.selector.internal.ContentExpressionFunctionTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.selector.internal.ContentAuthTest.java,False,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.internal.BrowseAssetIteratorTest.java,False,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.FormatStoreManagerTest.java,False,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-quartz.src.test.java.org.sonatype.nexus.quartz.internal.store.ConfigStoreConnectionProviderTest.java,False,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",plugins.nexus-repository-raw.src.test.java.org.sonatype.nexus.orient.raw.RawUploadHandlerTest.java,False,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ContentRepositoryDAOTest.java,False,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ComponentDAOTest.java,False,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,False,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.internal.BrowseNodeDAOTest.java,False,True
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ContentRepositoryDAOTest.java,False,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ComponentDAOTest.java,False,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,False,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-common.src.test.java.org.sonatype.nexus.common.time.DateHelperTest.java,False,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",plugins.nexus-repository-npm.src.test.java.org.sonatype.nexus.repository.npm.internal.tasks.OrientReindexNpmRepositoryTaskTest.java,False,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-cleanup.src.test.java.org.sonatype.nexus.cleanup.internal.search.elasticsearch.ElasticSearchCleanupComponentBrowseTest.java,False,True
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-common.src.test.java.org.sonatype.nexus.common.graph.GraphUtilTest.java,False,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.internal.orient.OrientBrowseNodeStoreImplTest.java,False,True
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.internal.DefaultDatastoreBrowseNodeGeneratorTest.java,False,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.internal.DatastoreBrowseNodeStoreImplTest.java,False,True
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.internal.DatastoreBrowseNodeManagerTest.java,False,True
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.ComponentPathBrowseNodeGeneratorTest.java,False,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.AssetPathBrowseNodeGeneratorTest.java,False,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-common.src.test.java.org.sonatype.nexus.common.io.SafeXmlTest.java,False,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ComponentDAOTest.java,False,True
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,False,True
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-selector.src.test.java.org.sonatype.nexus.selector.internal.DatastoreCselToSqlTest.java,False,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ContentRepositoryDAOTest.java,False,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetBlobDAOTest.java,False,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.rest.internal.resources.ComponentsResourceTest.java,False,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.rest.internal.resources.AssetsResourceTest.java,False,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.internal.BrowseServiceImplTest.java,False,True
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.maintenance.internal.DeleteFolderServiceImplTest.java,False,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.internal.orient.OrientBrowseNodeManagerTest.java,False,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",plugins.nexus-repository-cocoapods.src.test.java.org.sonatype.nexus.repository.cocoapods.internal.CocoapodsFacetImplTest.java,False,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ComponentDAOTest.java,False,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,False,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.rest.internal.resources.ComponentsResourceTest.java,False,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.rest.internal.resources.AssetsResourceTest.java,False,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",plugins.nexus-repository-npm.src.test.java.org.sonatype.nexus.repository.npm.orient.OrientNpmUploadHandlerTest.java,False,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",plugins.nexus-repository-npm.src.test.java.org.sonatype.nexus.repository.npm.internal.orient.OrientNpmHostedFacetTest.java,False,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",plugins.nexus-repository-npm.src.test.java.org.sonatype.nexus.repository.npm.internal.orient.NpmFormatAttributesExtractorTest.java,False,True
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-helm.src.test.java.org.sonatype.repository.helm.internal.orient.metadata.IndexYamlAbsoluteUrlRewriterTest.java,False,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-restore-maven.src.test.java.org.sonatype.nexus.blobstore.restore.maven.internal.MavenRestoreBlobStrategyTest.java,False,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.tasks.RemoveSnapshotsTaskTest.java,False,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.orient.PurgeUnusedSnapshotsFacetImplTest.java,False,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.orient.OrientMetadataRebuilderTest.java,False,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-pypi.src.test.java.org.sonatype.nexus.repository.pypi.internal.orient.OrientPyPiGroupFacetTest.java,False,False
sonatype/nexus-public,10bb9a4931b9edd28932accd058d1e41c45227cd,"release-3.28.1-01, release-3.29.0-02",plugins.nexus-restore-raw.src.test.java.org.sonatype.nexus.blobstore.restore.raw.internal.RawRestoreBlobStrategyTest.java,False,False
sonatype/nexus-public,10bb9a4931b9edd28932accd058d1e41c45227cd,"release-3.28.1-01, release-3.29.0-02",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.content.maven.MavenUploadHandlerTest.java,False,False
sonatype/nexus-public,1bd3054e424d2502e28f487246af90168ef9e24c,"release-3.29.0-02, release-3.29.1-01",components.nexus-repository-config.src.test.java.org.sonatype.nexus.repository.config.ConfigurationExportTest.java,False,False
sonatype/nexus-public,1bd3054e424d2502e28f487246af90168ef9e24c,"release-3.29.0-02, release-3.29.1-01",components.nexus-base.src.test.java.org.sonatype.nexus.internal.security.anonymous.AnonymousConfigurationExportTest.java,False,False
sonatype/nexus-public,1bd3054e424d2502e28f487246af90168ef9e24c,"release-3.29.0-02, release-3.29.1-01",components.nexus-security.src.test.java.org.sonatype.nexus.security.authc.AntiCsrfHelperTest.java,False,True
sonatype/nexus-public,1bd3054e424d2502e28f487246af90168ef9e24c,"release-3.29.0-02, release-3.29.1-01",plugins.nexus-restore-maven.src.test.java.org.sonatype.nexus.blobstore.restore.maven.internal.MavenRestoreBlobStrategyTest.java,False,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.MavenContentValidatorTest.java,False,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.api.MavenApiRepositoryAdapterTest.java,False,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.rest.api.SimpleApiRepositoryAdapterTest.java,False,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,False,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",components.nexus-scheduling.src.test.java.org.sonatype.nexus.scheduling.TaskExportTest.java,False,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.content.maven.MavenUploadHandlerTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-restore-r.src.test.java.org.sonatype.nexus.blobstore.restore.r.internal.RRestoreBlobStrategyTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-repository-raw.src.test.java.org.sonatype.nexus.repository.raw.RawReplicationIngesterTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.json.MergeObjectMapperTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-restore-p2.src.test.java.org.sonatype.nexus.blobstore.restore.p2.internal.P2RestoreBlobStrategyTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-restore-maven.src.test.java.org.sonatype.nexus.blobstore.restore.maven.internal.orient.OrientMavenRestoreBlobStrategyTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-restore-apt.src.test.java.org.sonatype.nexus.blobstore.restore.apt.orient.internal.OrientAptRestoreBlobStrategyTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.search.query.RepositorySearchContributionTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-orient.src.test.java.org.sonatype.nexus.orient.entity.action.BrowseEntitiesByPropertyInSetActionTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.search.query.SearchUtilsTest.java,False,True
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.MavenContentValidatorTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.upload.internal.UploadManagerImplTest.java,False,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-core.src.test.java.org.sonatype.nexus.internal.datastore.task.H2BackupTaskTest.java,False,False
sonatype/nexus-public,eb0cfb0b686694a4e90ea4192866d294edbf9219,"release-3.32.0-03, release-3.33.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.api.MavenApiRepositoryAdapterTest.java,False,False
sonatype/nexus-public,eb0cfb0b686694a4e90ea4192866d294edbf9219,"release-3.32.0-03, release-3.33.0-01",components.nexus-datastore.src.test.java.org.sonatype.nexus.datastore.DataStoreConfigurationManagerTest.java,False,False
sonatype/nexus-public,6cec2781c5bf73fd9e9db44f85f3ee2bae20ba79,"release-3.34.0-01, release-3.34.1-01",components.nexus-upgrade.src.test.java.org.sonatype.nexus.upgrade.internal.orient.OrientAnalyticsPermissionResetTest.java,False,False
sonatype/nexus-public,d53cb6d91ebde927d1ee24e3e693a06048f2d7ad,"release-3.34.1-01, release-3.35.0-02",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.orient.MavenFacetImplTest.java,False,False
sonatype/nexus-public,d53cb6d91ebde927d1ee24e3e693a06048f2d7ad,"release-3.34.1-01, release-3.35.0-02",components.nexus-upgrade.src.test.java.org.sonatype.nexus.upgrade.internal.orient.OrientAnalyticsPermissionResetTest.java,False,False
sonatype/nexus-public,cf5b4c353da4f51690cd213ad867be76b1af31b0,"release-3.35.0-02, release-3.36.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.security.RepositoryPermissionCheckerTest.java,False,False
sonatype/nexus-public,869084386150ff2bbc0edb1068c034608af3670d,"release-3.36.0-01, release-3.37.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.content.maven.MavenUploadHandlerTest.java,False,False
sonatype/nexus-public,869084386150ff2bbc0edb1068c034608af3670d,"release-3.36.0-01, release-3.37.0-01",components.nexus-base.src.test.java.org.sonatype.nexus.internal.orient.PasswordSanitizedJsonSourceTest.java,True,False
sonatype/nexus-public,869084386150ff2bbc0edb1068c034608af3670d,"release-3.36.0-01, release-3.37.0-01",components.nexus-base.src.test.java.org.sonatype.nexus.internal.log.LogbackLoggerOverridesTest.java,False,False
sonatype/nexus-public,869084386150ff2bbc0edb1068c034608af3670d,"release-3.36.0-01, release-3.37.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.search.index.IndexStartupRebuildManagerTest.java,False,False
sonatype/nexus-public,967780bde7b91b2858df835ee4d3963fd7c10b4b,"release-3.37.3-02, release-3.38.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.search.index.IndexStartupRebuildManagerTest.java,False,True
sonatype/nexus-public,967780bde7b91b2858df835ee4d3963fd7c10b4b,"release-3.37.3-02, release-3.38.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.content.maven.internal.MavenSearchDocumentProducerTest.java,False,True
