App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isPullUpMethod
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.BikeFlagEncoderTest.java,14,9,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,9,0,0,0,13,0,511,14,18,86,177,0.35,-7,0,-2,3,1,0,100.0,106,75,35,113,77,38,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.Bike2WeightFlagEncoderTest.java,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1,0,0,0,4,0,69,7,11,46,11,0.16,3,2,2,2,1,0,100.0,26,23,13,23,21,12,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,31,17,2,0,0,0,0,0,0,0,0,1,0,0,2.0,0.0,11,2,0,1,25,0,635,43,76,326,205,0.32,78,29,13,6,2,0,80.62,119,30,20,41,24,7,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,15,7,0,0,0,0,4,0,0,0,0,1,0,0,12.0,56.0,3,1,0,0,12,0,235,28,46,128,58,0.25,61,61,15,4,1,0,100.0,90,64,22,29,25,7,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.weighting.FastestWeightingTest.java,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,8.0,2,0,0,0,4,0,44,4,4,30,9,0.2,3,3,2,2,1,0,100.0,19,17,10,16,14,8,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.RacingBikeFlagEncoderTest.java,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,0,7,0,189,8,9,43,63,0.33,11,14,6,2,1,0,100.0,54,42,27,43,28,22,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.MountainBikeFlagEncoderTest.java,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,5,0,0,0,5,0,143,6,7,31,45,0.31,2,2,1,2,1,0,100.0,25,15,12,23,13,12,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.MotorcycleFlagEncoderTest.java,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,17.0,3,0,0,0,4,0,115,6,10,55,27,0.23,-27,0,-9,3,1,0,100.0,45,24,15,72,48,24,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.FootFlagEncoderTest.java,15,11,0,0,0,0,0,0,0,0,0,0,0,0,9.0,46.0,7,0,0,0,15,0,309,15,18,100,88,0.28,5,5,2,3,1,0,100.0,96,58,32,91,53,30,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.DataFlagEncoderTest.java,18,8,0,1,0,0,1,0,0,0,0,1,0,0,12.0,93.0,8,0,0,0,18,0,317,24,42,135,87,0.27,1,2,0,3,1,0,100.0,91,58,30,90,56,30,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.lm.PrepareLandmarksTest.java,3,2,1,0,0,0,0,2,0,0,0,2,0,0,2.0,5.0,2,0,0,1,2,0,94,3,6,39,19,0.2,6,6,3,2,1,0,100.0,12,11,6,6,5,3,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.PrepareEncoderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,19,1,2,4,9,0.47,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,28,7,2,0,0,0,0,12,0,0,0,0,0,0,3.0,12.0,0,2,0,0,15,0,396,30,42,170,35,0.09,125,98,18,7,2,0,81.1,208,104,30,83,19,12,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,1,7,0,0,10,0,229,18,25,116,7,0.03,-8,6,-1,6,2,0,65.62,28,23,5,36,17,6,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,60,1,0,61,0,907,85,109,398,3,0.0,3,6,1,5,2,0,80.0,19,10,4,16,8,3,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.QueryGraphTest.java,26,11,0,0,0,0,0,17,0,0,0,1,0,0,15.0,87.0,8,0,0,0,17,0,447,27,43,258,117,0.26,2,2,1,2,1,0,100.0,28,26,14,26,24,13,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,11,4,1,0,0,0,0,0,0,0,0,3,0,0,3.0,9.0,1,2,0,0,6,0,156,11,19,104,22,0.14,6,4,1,6,2,0,50.0,33,14,6,27,10,4,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,28,23,3,0,0,0,7,0,0,0,0,1,0,0,0.0,0.0,7,1,0,4,25,0,572,37,81,401,111,0.19,0,0,0,5,2,0,68.42,38,26,8,38,26,8,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.WitnessPathSearcherTest.java,8,0,0,0,0,0,0,4,0,0,0,0,0,0,4.0,8.0,0,0,0,0,4,0,106,8,12,41,9,0.08,1,1,0,2,2,0,71.43,4,3,2,3,2,2,False
graphhopper/graphhopper,90226f432c4e0e7a880366db26dbe99445f05d65,"0.12.0-pre5, 0.12.0-pre6",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,1,7,0,0,12,0,303,24,34,149,15,0.05,111,111,111,1,1,0,100.0,117,117,117,6,6,6,False
graphhopper/graphhopper,90226f432c4e0e7a880366db26dbe99445f05d65,"0.12.0-pre5, 0.12.0-pre6",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,61,0,0,62,0,907,85,109,398,3,0.0,-1,-1,-1,1,1,0,100.0,0,0,0,1,1,1,False
graphhopper/graphhopper,90226f432c4e0e7a880366db26dbe99445f05d65,"0.12.0-pre5, 0.12.0-pre6",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,31,17,2,0,0,0,0,0,0,0,0,1,0,0,2.0,0.0,11,2,0,1,25,0,634,43,76,325,205,0.32,-1,-1,-1,1,1,0,100.0,7,7,7,8,8,8,False
graphhopper/graphhopper,e1c8d2278646a8ce92551d976804f166b6f646bb,"0.13.0-pre1, 0.13.0-pre2",core.src.test.java.com.graphhopper.routing.PathTest.java,31,29,2,0,0,0,0,0,0,1,0,1,0,0,,,3,0,0,0,29,0,676,31,42,344,152,0.22,11,11,11,1,1,0,100.0,77,77,77,66,66,66,False
graphhopper/graphhopper,e1c8d2278646a8ce92551d976804f166b6f646bb,"0.13.0-pre1, 0.13.0-pre2",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,27,3,1,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,1,8,0,0,13,0,327,27,38,160,15,0.05,33,32,11,3,1,0,100.0,37,34,12,4,2,1,False
graphhopper/graphhopper,e1c8d2278646a8ce92551d976804f166b6f646bb,"0.13.0-pre1, 0.13.0-pre2",core.src.test.java.com.graphhopper.routing.PathBidirRefTest.java,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,6.0,0,0,0,0,2,0,39,3,4,21,6,0.15,0,0,0,1,1,0,100.0,28,28,28,28,28,28,False
graphhopper/graphhopper,559f7c3cd1fad2bdf4426245880daf6c99d36686,"0.13.0-pre2, 0.13.0-pre3",core.src.test.java.com.graphhopper.storage.ShortcutUnpackerTest.java,7,2,1,1,0,0,0,3,0,0,0,0,0,0,,,3,0,0,0,3,0,253,8,15,47,64,0.25,338,189,169,2,1,0,100.0,373,189,186,35,35,18,False
graphhopper/graphhopper,559f7c3cd1fad2bdf4426245880daf6c99d36686,"0.13.0-pre2, 0.13.0-pre3",reader-gtfs.src.test.java.com.graphhopper.reader.gtfs.GraphExplorerTest.java,4,3,0,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0,0,0,0,4,0,130,5,6,58,11,0.08,1,1,1,1,1,0,100.0,22,22,22,21,21,21,False
graphhopper/graphhopper,2f8072dd866018fe0ee5e3a36ac3ef2e72cf06f1,"0.13.0-pre3, 0.13.0-pre4",core.src.test.java.com.graphhopper.routing.subnetwork.PrepareRoutingSubnetworksTest.java,17,8,1,0,0,0,0,0,0,0,0,0,0,0,7.0,24.0,1,0,0,0,10,0,250,17,30,127,38,0.15,-1,-1,-1,1,1,0,100.0,6,6,6,7,7,7,False
graphhopper/graphhopper,3b9c0335aed6ade2aa74cb88fe8cdd98974bd145,"0.13.0-pre4, 0.13.0-pre5",core.src.test.java.com.graphhopper.routing.util.spatialrules.SpatialRuleLookupArrayTest.java,9,6,0,0,0,0,0,0,0,0,0,0,0,0,6.0,29.0,0,0,0,0,7,0,128,15,26,43,31,0.24,0,0,0,1,1,0,100.0,10,10,10,10,10,10,False
graphhopper/graphhopper,3b9c0335aed6ade2aa74cb88fe8cdd98974bd145,"0.13.0-pre4, 0.13.0-pre5",core.src.test.java.com.graphhopper.routing.util.DataFlagEncoderTest.java,18,8,0,1,0,0,1,0,0,0,0,5,0,0,7.0,20.0,8,0,0,0,18,0,333,25,44,132,86,0.26,18,18,18,1,1,0,100.0,148,148,148,130,130,130,False
graphhopper/graphhopper,3b9c0335aed6ade2aa74cb88fe8cdd98974bd145,"0.13.0-pre4, 0.13.0-pre5",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,32,7,2,0,0,0,0,13,0,0,0,0,0,0,4.0,14.0,0,2,0,0,16,0,467,36,57,213,39,0.08,9,6,2,4,2,1,96.61,34,21,8,25,15,6,False
graphhopper/graphhopper,a8c654b05b2df1df0bf89f5dc2e17ee48bf2e1eb,"0.13.0-pre5, 0.13.0-pre6",core.src.test.java.com.graphhopper.routing.profiles.DefaultEncodedValueFactoryTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,18,3,3,9,3,0.17,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.DijkstraTest.java,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,30,4,9,7,0,0.0,10,10,10,1,1,0,100.0,15,15,15,5,5,5,False
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionRefTest.java,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,30,4,9,7,0,0.0,10,10,10,1,1,0,100.0,15,15,15,5,5,5,False
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.AlternativeRouteTest.java,6,3,0,1,0,0,0,0,0,0,0,0,0,0,3.0,14.0,0,0,0,0,3,0,94,7,12,47,14,0.15,-2,-2,-2,1,1,0,100.0,11,11,11,13,13,13,False
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.AStarTest.java,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,30,4,9,7,0,0.0,10,10,10,1,1,0,100.0,17,17,17,7,7,7,False
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.AStarBidirectionTest.java,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,51,6,11,15,4,0.08,10,10,10,1,1,0,100.0,15,15,15,5,5,5,False
graphhopper/graphhopper,653b108dfab2eed33483f6520b0f4ca1b1a5bc59,"0.13.0-pre8, 0.13.0-pre9",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,29,24,4,0,0,0,7,0,0,0,0,1,0,0,0.0,0.0,8,1,0,4,26,0,613,42,94,437,114,0.19,7,7,7,1,1,0,100.0,8,8,8,1,1,1,False
graphhopper/graphhopper,405ea0800bf6366a42f160918e831fbdf7e6fb48,"0.13.0-pre12, 0.13.0-pre13",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,30,25,4,0,0,0,8,0,0,0,0,1,0,0,0.0,0.0,8,1,0,4,27,0,650,44,98,456,118,0.18,68,68,68,1,1,0,100.0,69,69,69,1,1,1,False
graphhopper/graphhopper,b6ebc9b9e09a8865e1e8f9109f710e0b68baecc6,"0.13.0-pre13, 0.13.0-pre14",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,15,7,0,0,0,0,4,0,0,0,0,1,0,0,12.0,56.0,3,1,0,0,12,0,234,28,45,127,58,0.25,-1,-1,-1,1,1,0,100.0,8,8,8,9,9,9,False
graphhopper/graphhopper,b6ebc9b9e09a8865e1e8f9109f710e0b68baecc6,"0.13.0-pre13, 0.13.0-pre14",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,11,4,1,0,0,0,0,0,0,0,0,3,0,0,3.0,9.0,1,2,0,0,6,0,156,11,19,104,22,0.14,-1,-1,-1,1,1,0,100.0,4,4,4,5,5,5,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.util.NameSimilarityEdgeFilterTest.java,9,7,0,0,0,0,0,0,0,0,0,0,0,0,7.0,43.0,3,0,0,0,7,0,117,11,19,32,43,0.37,-2,-2,-2,1,1,0,100.0,5,5,5,7,7,7,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,30,25,4,0,0,0,8,0,0,0,0,1,0,0,0.0,0.0,8,1,0,4,27,0,650,44,98,458,118,0.18,0,0,0,1,1,0,100.0,18,18,18,18,18,18,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,33,7,2,0,0,0,0,13,0,0,0,0,0,0,4.0,17.0,0,2,0,0,16,0,461,37,59,216,39,0.08,-1,3,0,3,1,0,100.0,56,35,19,57,32,19,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,61,0,0,62,0,901,84,107,395,3,0.0,-13,-13,-13,1,1,0,100.0,8,8,8,21,21,21,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.ch.CHAlgoFactoryDecoratorTest.java,8,1,1,0,0,0,0,6,0,0,0,0,0,0,5.0,23.0,0,0,0,0,6,0,74,8,15,28,3,0.04,-13,-13,-13,1,1,0,100.0,45,45,45,58,58,58,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,11,4,1,0,0,0,0,0,0,0,0,3,0,0,3.0,9.0,1,2,0,0,6,0,150,11,19,103,22,0.15,-10,-4,-5,2,1,0,100.0,11,9,6,21,13,10,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.util.DefaultEdgeFilterTest.java,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,32,2,3,15,2,0.06,-1,1,0,2,1,0,100.0,5,3,2,6,5,3,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,28,4,1,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,1,8,0,0,14,0,359,28,40,175,18,0.05,-16,-1,-5,3,1,0,100.0,10,5,3,26,16,9,False
graphhopper/graphhopper,3e7a773d12b366122357933e169ea603464f3cf5,"0.13.0-pre16, 0.13.0-pre17",core.src.test.java.com.graphhopper.routing.util.NameSimilarityEdgeFilterTest.java,10,8,0,0,0,0,0,0,0,0,0,0,0,0,7.0,45.0,3,0,0,0,8,0,127,12,20,36,51,0.4,18,18,18,1,1,0,100.0,21,21,21,3,3,3,False
graphhopper/graphhopper,9fb8650714b390c72f1db433efc2c4a8f9ffa9a3,"0.13.0-pre17, 0.13.0-pre18",core.src.test.java.com.graphhopper.routing.util.DataFlagEncoderTest.java,14,8,0,1,0,0,1,0,0,0,0,5,0,0,7.0,20.0,6,0,0,0,14,0,296,21,40,126,60,0.2,-37,-2,-18,2,1,0,100.0,28,28,14,65,35,32,False
graphhopper/graphhopper,9fb8650714b390c72f1db433efc2c4a8f9ffa9a3,"0.13.0-pre17, 0.13.0-pre18",core.src.test.java.com.graphhopper.routing.weighting.TurnWeightingTest.java,5,0,0,0,0,0,0,3,0,0,0,0,0,0,2.0,5.0,0,0,0,0,3,0,39,5,6,18,5,0.13,-1,-1,-1,1,1,0,100.0,1,1,1,2,2,2,False
graphhopper/graphhopper,d093043e33921b0e80aba3651fab15956d964e70,"0.13.0-pre18, 0.13.0-pre19",core.src.test.java.com.graphhopper.routing.ch.Path4CHTest.java,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,2,0,0,2,0,106,10,15,36,3,0.03,0,0,0,1,1,0,100.0,16,16,16,16,16,16,False
graphhopper/graphhopper,d093043e33921b0e80aba3651fab15956d964e70,"0.13.0-pre18, 0.13.0-pre19",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,29,4,1,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,1,8,0,0,14,0,365,29,44,175,18,0.05,4,4,4,1,1,0,100.0,18,18,18,14,14,14,False
graphhopper/graphhopper,9a5efe6e2b7332495709cfc42674017d7d047cfc,"0.13.0, 0.14.0-pre1",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,32,19,2,0,0,0,0,0,0,0,0,2,0,0,1.0,2.0,12,2,0,1,27,0,704,45,83,364,232,0.33,64,64,64,1,1,0,100.0,74,74,74,10,10,10,False
graphhopper/graphhopper,65fbc7af6a2205b0a4e12baa79f41b6d2834f02b,"0.14.0-pre1, 1.0-pre1",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMTurnRelationTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0,0,0,1,0,47,3,8,12,11,0.23,-1,-1,-1,1,1,0,100.0,6,6,6,7,7,7,False
graphhopper/graphhopper,65fbc7af6a2205b0a4e12baa79f41b6d2834f02b,"0.14.0-pre1, 1.0-pre1",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,31,18,2,0,0,0,0,0,0,0,0,2,0,0,2.0,2.0,11,2,0,1,26,0,656,44,82,352,208,0.32,-64,-64,-64,1,1,0,100.0,10,10,10,74,74,74,False
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",core.src.test.java.com.graphhopper.routing.QueryGraphTest.java,32,14,2,0,0,0,0,21,0,0,0,1,0,0,19.0,121.0,10,0,0,0,21,0,541,33,55,331,156,0.29,-15,-15,-15,1,1,0,100.0,46,46,46,61,61,61,False
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,33,20,2,0,0,0,0,0,0,0,0,2,0,0,1.0,2.0,12,2,0,1,28,0,730,46,84,375,242,0.33,104,104,52,2,2,0,93.94,118,114,59,14,10,7,False
