App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isAddClassAnnotation
trivago/cucable-plugin,c7cd3098259ba7e78468d477b645a3df9c5e70da,"1.3.2, 1.4.0",plugin-code.src.test.java.com.trivago.features.FeatureFileConverterTest.java,9,0,0,0,0,0,7,6,0,0,0,0,0,0,0.0,7.0,0,6,0,0,7,0,131,9,24,114,1,0.01,-6,25,-2,4,1,0,100.0,313,163,78,319,171,80,False
trivago/cucable-plugin,4a1b0b64a0cb9598712928a91cc61c9065b35a54,"1.5.2, 1.5.3",plugin-code.src.test.java.com.trivago.features.FeatureFileConverterTest.java,13,0,0,0,0,0,11,7,0,0,0,0,0,0,0.0,11.0,0,6,0,0,11,0,261,13,38,234,4,0.02,177,76,35,5,1,0,100.0,197,76,39,20,12,4,False
trivago/cucable-plugin,b8076dc89f3df203b6cb4e0a884ed0b407800a68,"1.5.3, 1.6.0",plugin-code.src.test.java.com.trivago.gherkin.GherkinDocumentParserTest.java,28,7,0,0,0,0,25,25,0,0,0,0,0,0,0.0,25.0,2,1,0,0,25,0,226,28,60,197,78,0.35,4,4,4,1,1,0,100.0,8,8,8,4,4,4,False
trivago/cucable-plugin,0035ee1ba8f8a786b3d62319fb161e72b5ade04a,"1.6.0, 1.7.0",plugin-code.src.test.java.com.trivago.features.FeatureFileConverterTest.java,13,0,0,0,0,0,11,7,0,0,0,0,0,0,0.0,11.0,0,6,0,0,11,0,261,13,37,234,4,0.02,-2,0,-1,2,1,0,100.0,3,2,2,5,4,2,False
trivago/cucable-plugin,0035ee1ba8f8a786b3d62319fb161e72b5ade04a,"1.6.0, 1.7.0",plugin-code.src.test.java.com.trivago.properties.PropertyManagerTest.java,24,8,0,0,0,0,15,23,0,0,0,0,0,0,21.0,42.0,0,6,0,0,23,0,181,24,47,149,50,0.28,21,18,10,2,1,0,100.0,28,21,14,7,4,4,False
trivago/cucable-plugin,41515e76a881ec97ada593b9e51dabc4fea68d05,"1.8.0, 1.9.0",plugin-code.src.test.java.com.trivago.features.FeatureFileContentRendererTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,92,6,9,35,5,0.05,35,35,35,1,1,0,100.0,97,97,97,62,62,62,False
trivago/cucable-plugin,394507d64f33261f4316bb036d55c6a9f7b8e4ed,"v0.0.4, v1.10.0",plugin-code.src.test.java.com.trivago.runners.RunnerFileContentRendererTest.java,8,0,0,0,0,0,7,6,0,0,0,0,0,0,0.0,7.0,0,0,0,0,7,0,86,8,16,60,5,0.06,299,137,11,27,3,1,65.02,624,140,23,325,139,12,False
trivago/cucable-plugin,394507d64f33261f4316bb036d55c6a9f7b8e4ed,"v0.0.4, v1.10.0",plugin-code.src.test.java.com.trivago.features.FeatureFileContentRendererTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,96,6,9,35,5,0.05,253,50,12,22,3,1,71.79,426,97,19,173,70,8,False
trivago/cucable-plugin,394507d64f33261f4316bb036d55c6a9f7b8e4ed,"v0.0.4, v1.10.0",plugin-code.src.test.java.com.trivago.properties.PropertyManagerTest.java,24,8,0,0,0,0,15,23,0,0,0,0,0,0,21.0,36.0,0,6,0,0,23,0,182,24,43,146,61,0.34,320,67,9,37,3,1,79.34,644,71,17,324,65,9,False
trivago/cucable-plugin,394507d64f33261f4316bb036d55c6a9f7b8e4ed,"v0.0.4, v1.10.0",plugin-code.src.test.java.com.trivago.gherkin.GherkinDocumentParserTest.java,33,10,0,0,0,0,29,29,0,0,0,0,0,0,0.0,29.0,2,1,0,0,29,0,257,33,71,232,87,0.34,559,95,14,40,3,1,90.77,1103,192,28,544,157,14,False
trivago/cucable-plugin,394507d64f33261f4316bb036d55c6a9f7b8e4ed,"v0.0.4, v1.10.0",plugin-code.src.test.java.com.trivago.features.FeatureFileConverterTest.java,13,0,0,0,0,0,11,7,0,0,0,0,0,0,0.0,11.0,0,6,0,0,11,0,259,13,37,234,4,0.02,443,76,10,44,3,0,76.53,997,163,23,554,171,13,False
