App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isMergeAttribute
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201502.shopping.ProductDimensionsTest.java,14,2,2,0,0,0,2,0,0,0,0,0,0,0,0.0,6.0,0,3,0,0,13,0,132,12,35,66,11,0.08,140,140,140,1,1,0,100.0,143,143,143,3,3,3,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201409.shopping.ProductDimensionsTest.java,14,2,2,0,0,0,2,0,0,0,0,0,0,0,0.0,6.0,0,3,0,0,13,0,132,12,35,66,11,0.08,116,116,116,1,1,0,100.0,119,119,119,3,3,3,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201409.SelectorBuilderTest.java,13,13,0,0,0,0,0,0,0,0,0,1,0,0,11.0,46.0,5,0,0,0,13,0,256,13,17,102,102,0.4,37,37,37,1,1,0,100.0,62,62,62,25,25,25,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.AdWordsAxisExpressHeaderHandlerTest.java,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,4.0,0,4,0,0,4,0,53,5,14,30,0,0.0,6,6,6,1,1,0,100.0,7,7,7,1,1,1,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.adwords_appengine.src.test.java.com.google.api.ads.adwords.jaxws.AdWordsJaxWsExpressHeaderHandlerTest.java,6,0,0,0,0,0,4,4,0,0,0,0,0,0,0.0,0.0,0,4,1,0,4,0,57,6,15,22,0,0.0,6,6,6,1,1,0,100.0,7,7,7,1,1,1,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib_axis.src.test.java.com.google.api.ads.common.lib.soap.axis.AxisHandlerTest.java,10,2,0,0,0,0,0,2,0,0,0,0,0,0,3.0,12.0,0,2,0,0,9,0,72,10,17,41,16,0.22,7,7,7,1,1,0,100.0,9,9,9,2,2,2,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib_appengine.src.test.java.com.google.api.ads.common.lib.soap.jaxws.JaxWsHandlerTest.java,17,6,0,1,0,0,4,14,0,0,0,0,0,0,3.0,15.0,0,7,0,0,16,0,177,18,30,120,18,0.1,9,9,9,1,1,0,100.0,14,14,14,5,5,5,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.dfa.lib.client.DfaSessionTest.java,9,2,0,1,0,0,9,0,0,0,1,0,0,0,9.0,37.0,0,6,0,0,9,0,81,10,20,63,7,0.09,0,0,0,1,1,0,100.0,29,29,29,29,29,29,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.dfa.lib.auth.LoginTokensTest.java,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0.0,2.0,0,1,0,0,2,0,47,4,8,24,1,0.02,5,5,5,1,1,0,100.0,6,6,6,1,1,1,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.SoapServiceClientTest.java,15,0,0,1,0,0,9,0,0,0,0,0,0,0,0.0,9.0,0,6,0,0,14,0,127,16,30,60,8,0.06,8,8,8,1,1,0,100.0,13,13,13,5,5,5,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.SoapClientHandlerTest.java,17,3,0,0,0,0,16,13,0,0,0,0,0,0,0.0,16.0,0,3,0,0,16,0,188,17,34,93,23,0.12,1,1,1,1,1,0,100.0,16,16,16,15,15,15,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.factory.AdsServiceClientFactoryTest.java,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,45,4,10,39,2,0.04,3,3,3,1,1,0,100.0,8,8,8,5,5,5,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.conf.ConfigurationHelperTest.java,34,11,6,0,0,0,25,0,0,0,0,0,0,0,2.0,33.0,0,6,0,0,27,0,277,34,80,187,62,0.22,10,10,10,1,1,0,100.0,15,15,15,5,5,5,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.auth.OfflineCredentialsTest.java,21,9,0,0,0,0,20,0,0,0,0,0,0,0,20.0,96.0,0,11,0,0,20,0,256,21,59,167,30,0.12,-10,-10,-10,1,1,0,100.0,50,50,50,60,60,60,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.auth.OAuth2HelperTest.java,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0,5.0,0,3,0,0,5,0,55,6,13,42,2,0.04,5,5,5,1,1,0,100.0,6,6,6,1,1,1,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.auth.GoogleClientSecretsBuilderTest.java,14,4,0,0,0,0,13,0,0,0,0,0,0,0,13.0,35.0,0,9,0,0,13,0,157,14,36,83,9,0.06,-16,-16,-16,1,1,0,100.0,51,51,51,67,67,67,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.ReportDownloadResponseTest.java,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0.0,2.0,0,1,0,1,5,0,56,5,14,20,4,0.07,7,7,7,1,1,0,100.0,8,8,8,1,1,1,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.ReportBodyProviderFactoryTest.java,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,1,0,0,4,0,41,5,10,23,3,0.07,6,6,6,1,1,0,100.0,7,7,7,1,1,1,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.AdHocReportDownloadHelperTest.java,10,2,0,0,0,0,7,8,0,0,0,0,0,0,2.0,13.0,0,4,0,0,9,0,127,10,26,97,17,0.13,4,4,4,1,1,0,100.0,18,18,18,14,14,14,False
googleads/googleads-java-lib,03b7f4a1641d79e3c2184f1ca07d84f1fd964f75,"1.38.0, 1.39.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.client.reporting.ReportingConfigurationTest.java,7,5,0,0,0,0,1,0,0,0,2,0,0,0,7.0,47.0,1,0,0,0,7,0,57,7,9,51,21,0.37,7,7,7,1,1,0,100.0,26,26,26,19,19,19,False
googleads/googleads-java-lib,cb0456ec37ef820c80ce2e1792bcafee56c42792,"1.39.0, 2.0.0",modules.ads_lib_appengine.src.test.java.com.google.api.ads.common.lib.soap.jaxws.JaxWsSoapContextHandlerTest.java,8,7,0,1,0,0,6,3,0,0,0,0,0,0,7.0,21.0,1,0,0,0,7,0,152,13,41,119,20,0.13,4,4,4,1,1,0,100.0,4,4,4,0,0,0,False
googleads/googleads-java-lib,cb0456ec37ef820c80ce2e1792bcafee56c42792,"1.39.0, 2.0.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.SoapClientHandlerTest.java,17,3,0,0,0,0,16,13,0,0,0,0,0,0,0.0,16.0,0,3,0,0,16,0,188,17,34,93,23,0.12,10,10,10,1,1,0,100.0,10,10,10,0,0,0,False
googleads/googleads-java-lib,cb0456ec37ef820c80ce2e1792bcafee56c42792,"1.39.0, 2.0.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.AuthorizationHeaderHandlerTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,31,3,9,15,1,0.03,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
googleads/googleads-java-lib,cb0456ec37ef820c80ce2e1792bcafee56c42792,"1.39.0, 2.0.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.factory.helper.BaseAdsServiceClientFactoryHelperTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,49,6,9,21,4,0.08,-1,-1,-1,1,1,0,100.0,4,4,4,5,5,5,False
googleads/googleads-java-lib,cb0456ec37ef820c80ce2e1792bcafee56c42792,"1.39.0, 2.0.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.auth.AuthorizationHeaderProviderTest.java,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0.0,2.0,0,0,0,0,2,0,49,5,14,22,2,0.04,3,3,3,1,1,0,100.0,3,3,3,0,0,0,False
googleads/googleads-java-lib,cb0456ec37ef820c80ce2e1792bcafee56c42792,"1.39.0, 2.0.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.ReportResponseInterceptorTest.java,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0.0,0.0,0,3,1,0,3,0,73,5,18,31,2,0.03,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
googleads/googleads-java-lib,1918159f51c57c0f65281ae687ef133e556e7673,"2.4.1, 2.5.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.AdHocReportDownloadHelperTest.java,10,2,0,0,0,0,7,8,0,0,0,0,0,0,2.0,13.0,0,4,0,0,9,0,126,10,26,97,17,0.13,3,3,3,1,1,0,100.0,3,3,3,0,0,0,False
googleads/googleads-java-lib,3da3d27fc2e12ed0ace29082aa916d7f872d981d,"2.5.0, 2.6.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.AdWordsAxisSoapHeaderFactoryTest.java,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,36,4,7,15,1,0.03,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
googleads/googleads-java-lib,3da3d27fc2e12ed0ace29082aa916d7f872d981d,"2.5.0, 2.6.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.AdWordsAxisHeaderHandlerTest.java,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,77,4,13,44,2,0.03,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
googleads/googleads-java-lib,3da3d27fc2e12ed0ace29082aa916d7f872d981d,"2.5.0, 2.6.0",modules.adwords_appengine.src.test.java.com.google.api.ads.adwords.jaxws.AdWordsJaxWsHeaderHandlerTest.java,4,1,1,1,0,0,2,1,0,0,0,1,0,0,0.0,0.0,1,1,0,0,2,0,107,5,15,50,6,0.06,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
googleads/googleads-java-lib,3da3d27fc2e12ed0ace29082aa916d7f872d981d,"2.5.0, 2.6.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.v201502.ReportDownloaderTest.java,9,6,0,1,0,0,6,5,0,0,0,0,0,0,1.0,5.0,0,0,0,0,6,0,112,10,27,59,16,0.14,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
googleads/googleads-java-lib,3da3d27fc2e12ed0ace29082aa916d7f872d981d,"2.5.0, 2.6.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.ReportRequestFactoryHelperTest.java,5,1,1,1,0,0,2,0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,2,0,114,7,22,50,12,0.11,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
googleads/googleads-java-lib,7be3a7eaa34ff2c9fb56d7c3e3c1c6619d0a9f5c,"2.8.0, 2.9.0",modules.ads_lib.src.test.java.com.google.api.ads.dfp.lib.utils.QueryBuilderTest.java,16,4,0,1,0,0,0,0,0,0,0,0,0,0,9.0,44.0,0,5,0,0,16,0,107,17,24,66,18,0.17,1,1,1,1,1,0,100.0,10,10,10,9,9,9,False
googleads/googleads-java-lib,7be3a7eaa34ff2c9fb56d7c3e3c1c6619d0a9f5c,"2.8.0, 2.9.0",modules.ads_lib.src.test.java.com.google.api.ads.dfp.lib.factory.helper.DfpServiceClientFactoryHelperTest.java,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,2,0,22,3,6,10,1,0.05,-1,-1,-1,1,1,0,100.0,2,2,2,3,3,3,False
googleads/googleads-java-lib,7be3a7eaa34ff2c9fb56d7c3e3c1c6619d0a9f5c,"2.8.0, 2.9.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.factory.AdsServiceClientFactoryTest.java,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,1,0,0,2,0,46,4,9,22,1,0.02,2,2,2,1,1,0,100.0,51,51,51,49,49,49,False
googleads/googleads-java-lib,7be3a7eaa34ff2c9fb56d7c3e3c1c6619d0a9f5c,"2.8.0, 2.9.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.factory.helper.AdWordsServiceClientFactoryHelperTest.java,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,2.0,0,1,0,0,3,0,27,4,8,15,2,0.07,-1,-1,-1,1,1,0,100.0,2,2,2,3,3,3,False
googleads/googleads-java-lib,e38f6767780c1598875392c16e65442ecfb796e7,"2.10.0, 2.11.0",modules.ads_lib.src.test.java.com.google.api.ads.dfp.lib.client.DfpSessionTest.java,17,4,3,1,0,0,13,0,0,0,2,0,0,0,12.0,44.0,0,7,0,0,13,0,204,19,52,123,17,0.08,92,92,92,1,1,0,100.0,201,201,201,109,109,109,False
googleads/googleads-java-lib,e38f6767780c1598875392c16e65442ecfb796e7,"2.10.0, 2.11.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.client.AdWordsSessionTest.java,19,6,3,1,0,0,16,0,0,0,2,0,0,0,15.0,75.0,0,7,0,0,16,0,254,21,58,180,38,0.15,100,100,100,1,1,0,100.0,258,258,258,158,158,158,False
googleads/googleads-java-lib,781267a442fba70b1eafdfdf0f6815dc5815e911,"2.13.0, 2.13.1",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.utils.logging.PrettyPrinterTest.java,8,0,2,1,0,0,3,0,0,0,0,0,0,0,0.0,6.0,0,0,0,0,6,0,112,9,30,73,9,0.08,223,223,223,1,1,0,100.0,229,229,229,6,6,6,False
googleads/googleads-java-lib,781267a442fba70b1eafdfdf0f6815dc5815e911,"2.13.0, 2.13.1",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.v201509.ReportDownloaderTest.java,7,4,0,1,0,0,4,3,0,0,0,1,0,0,1.0,0.0,0,0,0,0,4,0,90,8,21,48,10,0.11,-25,-25,-25,1,1,0,100.0,29,29,29,54,54,54,False
googleads/googleads-java-lib,781267a442fba70b1eafdfdf0f6815dc5815e911,"2.13.0, 2.13.1",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.AdHocReportDownloadHelperTest.java,18,2,2,1,0,0,13,15,0,0,0,0,0,0,4.0,17.0,2,9,0,0,15,0,218,20,54,132,24,0.11,150,150,150,1,1,0,100.0,179,179,179,29,29,29,False
googleads/googleads-java-lib,5220d2037231e937c60783c56d2b64a87ddc9c97,"2.15.0, 2.16.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.AxisDeserializerTest.java,4,2,0,0,0,0,3,0,1,0,0,0,0,0,0.0,0.0,1,1,1,1,3,0,85,7,23,38,19,0.22,-5,-5,-5,1,1,0,100.0,31,31,31,36,36,36,False
googleads/googleads-java-lib,5220d2037231e937c60783c56d2b64a87ddc9c97,"2.15.0, 2.16.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.utils.CsvFilesTest.java,11,3,7,1,0,0,9,3,1,0,0,0,0,0,,,0,2,0,1,9,0,135,12,35,70,10,0.07,168,168,168,1,1,0,100.0,178,178,178,10,10,10,False
googleads/googleads-java-lib,dd81074d3852f678e11cab9c3d988c477a813947,"2.22.0, 3.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201609.batchjob.BatchJobHelperTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,34,6,10,13,5,0.15,9,9,9,1,1,0,100.0,10,10,10,1,1,1,False
googleads/googleads-java-lib,dd81074d3852f678e11cab9c3d988c477a813947,"2.22.0, 3.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201607.batchjob.BatchJobHelperTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,34,6,10,13,5,0.15,8,8,8,1,1,0,100.0,10,10,10,2,2,2,False
