App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isEncapsulateAttribute
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.time.ZonedDateTimeGeneratorTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,26,4,6,22,4,0.15,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.time.YearMonthGeneratorTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,34,5,9,26,4,0.12,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.time.YearGeneratorTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25,4,6,24,4,0.16,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.time.LocalTimeGeneratorTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25,4,6,22,4,0.16,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.time.LocalDateTimeGeneratorTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,26,4,6,22,4,0.15,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.time.LocalDateGeneratorTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25,4,6,22,4,0.16,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.text.TextPatternGeneratorTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,37,9,12,25,12,0.32,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.math.BigIntegerGeneratorTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,38,4,4,28,4,0.11,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.lang.StringGeneratorTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,36,4,8,24,5,0.14,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.lang.CharacterGeneratorTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,19,2,3,13,4,0.21,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.lang.BooleanGeneratorTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,19,2,3,13,4,0.21,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,b832ecb0fcc2759e680c20d120681a6bc0ade086,"instancio-parent-1.2.0, instancio-parent-1.2.1",instancio-core.src.test.java.org.instancio.generator.array.ArrayGeneratorTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,22,1,3,14,3,0.14,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,1a6bc5705d29488e3e7f7edfe8325dac3dd68fb7,"instancio-parent-1.2.1, instancio-parent-1.2.2",instancio-core.src.test.java.org.instancio.generator.time.YearMonthGeneratorTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,34,5,9,26,4,0.12,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
instancio/instancio,43e94021b7ab7c35bbb06add13c9493f1468049e,"instancio-parent-1.3.1, instancio-parent-1.3.2",itests.feature-tests.src.test.java.org.instancio.test.features.generator.text.TextPatternGeneratorTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,11,14,32,14,0.32,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
instancio/instancio,43e94021b7ab7c35bbb06add13c9493f1468049e,"instancio-parent-1.3.1, instancio-parent-1.3.2",instancio-core.src.test.java.org.instancio.generator.time.ZonedDateTimeGeneratorTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,43,8,12,29,9,0.21,21,16,7,3,1,0,100.0,45,31,15,24,15,8,False
instancio/instancio,43e94021b7ab7c35bbb06add13c9493f1468049e,"instancio-parent-1.3.1, instancio-parent-1.3.2",instancio-core.src.test.java.org.instancio.generator.time.LocalDateTimeGeneratorTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,43,8,12,29,9,0.21,20,16,10,2,1,0,100.0,41,31,20,21,15,10,False
instancio/instancio,43e94021b7ab7c35bbb06add13c9493f1468049e,"instancio-parent-1.3.1, instancio-parent-1.3.2",instancio-core.src.test.java.org.instancio.generator.time.LocalDateGeneratorTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,43,8,12,29,9,0.21,23,17,12,2,1,0,100.0,41,31,20,18,14,9,False
instancio/instancio,43e94021b7ab7c35bbb06add13c9493f1468049e,"instancio-parent-1.3.1, instancio-parent-1.3.2",instancio-core.src.test.java.org.instancio.generator.time.LocalTimeGeneratorTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,27,5,6,22,5,0.19,1,4,0,2,1,0,100.0,18,10,9,17,11,8,False
instancio/instancio,db99d66ac7ffaecf0f4acabaa3d92ce133ad186d,"instancio-parent-1.3.5, instancio-parent-1.4.0",instancio-core.src.test.java.org.instancio.internal.nodes.NodeTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,101,3,4,36,13,0.13,36,29,12,3,1,0,100.0,133,69,44,97,52,32,False
instancio/instancio,db99d66ac7ffaecf0f4acabaa3d92ce133ad186d,"instancio-parent-1.3.5, instancio-parent-1.4.0",instancio-core.src.test.java.org.instancio.internal.context.ModelContextTest.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,105,15,18,141,30,0.29,-20,1,-7,3,1,0,100.0,10,6,3,30,25,10,False
instancio/instancio,db99d66ac7ffaecf0f4acabaa3d92ce133ad186d,"instancio-parent-1.3.5, instancio-parent-1.4.0",instancio-core.src.test.java.org.instancio.internal.context.SelectorMapTest.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,108,11,18,55,13,0.12,-9,0,-4,2,1,0,100.0,5,3,2,14,12,7,False
instancio/instancio,99488fd001134adaa24cedefcbd4e349d0f5e694,"instancio-parent-1.5.2, instancio-parent-1.5.3",instancio-tests.instancio-test-support.src.test.java.org.instancio.test.support.asserts.ReflectionAssertTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,43,6,6,41,9,0.21,27,27,27,1,1,0,100.0,29,29,29,2,2,2,False
instancio/instancio,7649ed455082a1bb49b7bb998e21bd6c81382448,"instancio-parent-1.5.4, instancio-parent-1.6.0",instancio-tests.instancio-test-support.src.test.java.org.instancio.test.support.asserts.ReflectionAssertTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,39,8,9,42,8,0.21,5,5,5,1,1,0,100.0,27,27,27,22,22,22,False
instancio/instancio,b4787cf6db51ef24ec2b1a87c491785874b68cf5,"instancio-parent-2.9.0, instancio-parent-2.10.0",instancio-tests.bean-validation-hibernate-tests.src.test.java.org.instancio.test.beanvalidation.UrlBVTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,12,2,4,10,3,0.25,3,3,3,1,1,0,100.0,5,5,5,2,2,2,False
instancio/instancio,b4787cf6db51ef24ec2b1a87c491785874b68cf5,"instancio-parent-2.9.0, instancio-parent-2.10.0",instancio-tests.bean-validation-hibernate-tests.src.test.java.org.instancio.test.beanvalidation.RangePositiveBVTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,6,1,1,6,1,0.17,-3,-3,-3,1,1,0,100.0,5,5,5,8,8,8,False
instancio/instancio,b4787cf6db51ef24ec2b1a87c491785874b68cf5,"instancio-parent-2.9.0, instancio-parent-2.10.0",instancio-tests.bean-validation-hibernate-tests.src.test.java.org.instancio.test.beanvalidation.RangeNegativeBVTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,6,1,1,6,1,0.17,-4,-4,-4,1,1,0,100.0,6,6,6,10,10,10,False
instancio/instancio,b4787cf6db51ef24ec2b1a87c491785874b68cf5,"instancio-parent-2.9.0, instancio-parent-2.10.0",instancio-tests.bean-validation-hibernate-tests.src.test.java.org.instancio.test.beanvalidation.LuhnCheckBVTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,14,3,3,18,3,0.21,-12,-12,-12,1,1,0,100.0,7,7,7,19,19,19,False
instancio/instancio,b4787cf6db51ef24ec2b1a87c491785874b68cf5,"instancio-parent-2.9.0, instancio-parent-2.10.0",instancio-tests.bean-validation-hibernate-tests.src.test.java.org.instancio.test.beanvalidation.LuhnCheckAndLengthBVTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,14,3,3,18,3,0.21,-18,-18,-18,1,1,0,100.0,7,7,7,25,25,25,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.TemporalPastFutureBVTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,66,4,6,80,52,0.79,-1,-1,-1,1,1,0,100.0,5,5,5,6,6,6,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.StringSizeBVTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,38,8,8,42,10,0.26,-2,-2,-2,1,1,0,100.0,6,6,6,8,8,8,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.StringDigitsBVTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,14,2,2,12,6,0.43,-1,-1,-1,1,1,0,100.0,3,3,3,4,4,4,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.NumbersPositiveBVTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,37,2,2,34,28,0.76,-1,-1,-1,1,1,0,100.0,3,3,3,4,4,4,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.NumbersNegativeBVTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,36,2,2,34,28,0.78,-1,-1,-1,1,1,0,100.0,3,3,3,4,4,4,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.NumbersMinMaxPositiveBVTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,6,1,1,2,1,0.17,-2,-2,-2,1,1,0,100.0,2,2,2,4,4,4,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.NumbersMinMaxNegativeBVTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,6,1,1,2,1,0.17,-2,-2,-2,1,1,0,100.0,2,2,2,4,4,4,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.NumbersDigitsBVTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,33,3,3,33,22,0.67,-1,-1,-1,1,1,0,100.0,4,4,4,5,5,5,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.NumbersDecimalMinMaxPositiveBVTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,19,1,1,24,14,0.74,-1,-1,-1,1,1,0,100.0,2,2,2,3,3,3,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.NumbersDecimalMinMaxNegativeBVTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,19,1,1,24,14,0.74,-1,-1,-1,1,1,0,100.0,2,2,2,3,3,3,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.MapSizeBVTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,27,6,6,25,6,0.22,-1,-1,-1,1,1,0,100.0,7,7,7,8,8,8,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.EmailComboBVTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,10,2,2,7,2,0.2,-1,-1,-1,1,1,0,100.0,3,3,3,4,4,4,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.EmailBVTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,13,2,2,10,2,0.15,-1,-1,-1,1,1,0,100.0,3,3,3,4,4,4,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.CollectionSizeBVTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,27,6,6,25,6,0.22,-1,-1,-1,1,1,0,100.0,7,7,7,8,8,8,False
instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,"instancio-parent-2.11.0, instancio-parent-2.12.0",instancio-tests.bean-validation-javax-tests.src.test.java.org.instancio.test.beanvalidation.ArraySizeBVTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,26,6,6,25,6,0.23,-1,-1,-1,1,1,0,100.0,7,7,7,8,8,8,False
instancio/instancio,d2985c7a6b70dd7a675dfcac44081bb78e578f06,"instancio-parent-2.13.0, instancio-parent-2.14.0",instancio-tests.bean-validation-hibernate-tests.src.test.java.org.instancio.test.beanvalidation.LuhnCheckBVTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,18,4,4,24,4,0.22,9,9,9,1,1,0,100.0,11,11,11,2,2,2,False
