App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isSplitClass
everit-org/json-schema,56db8b9ab59ba482f01c7a0b90aa73574f737431,"1.5.1, 1.6.0",core.src.test.java.org.everit.json.schema.loader.JsonValueTest.java,32,1,0,0,0,0,2,0,0,0,0,0,0,0,3.0,29.0,0,13,0,0,27,0,170,33,50,133,14,0.08,77,57,19,4,1,0,100.0,120,57,30,43,37,11,False
everit-org/json-schema,56db8b9ab59ba482f01c7a0b90aa73574f737431,"1.5.1, 1.6.0",core.src.test.java.org.everit.json.schema.loader.JsonObjectTest.java,18,0,0,0,0,0,0,0,0,2,0,3,0,0,1.0,0.0,0,7,0,0,15,0,98,18,27,87,8,0.08,15,12,8,2,1,0,100.0,41,29,20,26,26,13,False
everit-org/json-schema,56db8b9ab59ba482f01c7a0b90aa73574f737431,"1.5.1, 1.6.0",core.src.test.java.org.everit.json.schema.loader.ArraySchemaLoaderTest.java,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,10,0,49,11,12,41,11,0.22,27,10,5,5,1,0,100.0,37,15,7,10,5,2,False
everit-org/json-schema,56db8b9ab59ba482f01c7a0b90aa73574f737431,"1.5.1, 1.6.0",core.src.test.java.org.everit.json.schema.loader.ObjectSchemaLoaderTest.java,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,12,0,66,13,14,58,15,0.23,27,16,9,3,1,0,100.0,30,18,10,3,2,1,False
everit-org/json-schema,56db8b9ab59ba482f01c7a0b90aa73574f737431,"1.5.1, 1.6.0",core.src.test.java.org.everit.json.schema.ValidationExceptionTest.java,23,5,0,0,0,0,3,0,0,0,0,0,0,0,8.0,39.0,0,1,0,0,21,0,144,23,37,89,28,0.19,14,13,7,2,1,0,100.0,21,16,10,7,4,4,False
everit-org/json-schema,56db8b9ab59ba482f01c7a0b90aa73574f737431,"1.5.1, 1.6.0",core.src.test.java.org.everit.json.schema.EnumSchemaTest.java,8,1,0,0,0,0,0,3,0,0,0,0,0,0,2.0,8.0,0,4,0,0,5,0,49,8,13,39,2,0.04,19,20,3,6,1,0,100.0,40,21,7,21,12,4,False
everit-org/json-schema,e80884f9f9b5e81255496ddac128d22d3514cbad,"1.6.1, 1.7.0",core.src.test.java.org.everit.json.schema.loader.SchemaLoaderTest.java,66,11,0,0,0,0,0,0,0,0,0,3,0,0,21.0,141.0,0,1,1,0,64,0,340,67,76,357,68,0.2,124,42,18,7,3,1,73.12,155,56,22,31,23,4,False
everit-org/json-schema,b6f9f1eee9e803dfad67cf57e53a501b9a0e9697,"1.7.0, 1.8.0",core.src.test.java.org.everit.json.schema.ConditionalSchemaTest.java,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,106.0,0,26,0,0,26,0,89,26,62,153,0,0.0,30,38,10,3,1,0,100.0,58,50,19,28,14,9,False
everit-org/json-schema,b6f9f1eee9e803dfad67cf57e53a501b9a0e9697,"1.7.0, 1.8.0",core.src.test.java.org.everit.json.schema.ValidatorTest.java,5,2,0,0,0,0,2,0,0,0,0,0,0,0,5.0,12.0,0,3,0,0,5,0,40,5,13,62,4,0.1,53,36,18,3,1,0,100.0,62,36,21,9,6,3,False
everit-org/json-schema,5e6d677733b122e9b1d0805ae672bbfb2fdbf8e0,"1.8.0, 1.9.0",core.src.test.java.org.everit.json.schema.loader.SchemaLoaderTest.java,77,20,0,0,0,0,2,0,0,0,0,3,0,0,21.0,146.0,0,1,1,0,75,0,412,78,93,428,95,0.23,41,11,7,6,2,0,72.31,53,13,9,12,6,2,False
everit-org/json-schema,5e6d677733b122e9b1d0805ae672bbfb2fdbf8e0,"1.8.0, 1.9.0",core.src.test.java.org.everit.json.schema.loader.CombinedSchemaLoaderTest.java,6,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5,0,36,6,7,40,7,0.19,14,13,7,2,1,0,100.0,27,24,14,13,11,6,False
everit-org/json-schema,5e6d677733b122e9b1d0805ae672bbfb2fdbf8e0,"1.8.0, 1.9.0",core.src.test.java.org.everit.json.schema.loader.ReferenceLookupTest.java,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,43,8,20,41,5,0.12,7,7,7,1,1,0,100.0,11,11,11,4,4,4,False
everit-org/json-schema,4296924d7bd9e303b8e434789e8c0123b48d03d0,"1.9.1, 1.9.2",core.src.test.java.org.everit.json.schema.ValidatingVisitorTest.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,0,1,0,0,9,0,53,12,22,25,7,0.13,46,46,46,1,1,0,100.0,46,46,46,0,0,0,False
everit-org/json-schema,4296924d7bd9e303b8e434789e8c0123b48d03d0,"1.9.1, 1.9.2",core.src.test.java.org.everit.json.schema.loader.SchemaLoaderTest.java,78,20,0,0,0,0,2,0,0,0,0,3,0,0,21.0,147.0,0,1,1,0,76,0,417,79,94,433,96,0.23,7,35,2,3,2,1,98.73,82,55,27,75,54,25,False
everit-org/json-schema,4296924d7bd9e303b8e434789e8c0123b48d03d0,"1.9.1, 1.9.2",core.src.test.java.org.everit.json.schema.EnumSchemaTest.java,9,1,0,0,0,0,0,4,0,0,0,0,0,0,1.0,4.0,0,5,0,0,6,0,49,9,14,42,2,0.04,-5,-1,-2,2,2,0,61.9,8,6,4,13,7,6,False
everit-org/json-schema,4296924d7bd9e303b8e434789e8c0123b48d03d0,"1.9.1, 1.9.2",core.src.test.java.org.everit.json.schema.NumberSchemaTest.java,28,2,0,0,0,0,2,0,0,0,0,0,0,0,21.0,72.0,0,21,0,0,27,0,128,28,32,169,8,0.06,20,26,5,4,1,0,100.0,56,26,14,36,26,9,False
everit-org/json-schema,f5898d973ab7514622d9238fd50a572e86f670eb,"1.9.2, 1.10.0",core.src.test.java.org.everit.json.schema.ConditionalSchemaTest.java,31,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,114.0,0,26,0,0,30,0,120,31,72,191,4,0.03,70,70,35,2,1,0,100.0,84,81,42,14,11,7,False
everit-org/json-schema,f5898d973ab7514622d9238fd50a572e86f670eb,"1.9.2, 1.10.0",core.src.test.java.org.everit.json.schema.ObjectSchemaTest.java,36,5,1,0,0,0,5,0,0,0,0,1,0,0,25.0,120.0,0,16,0,0,35,0,250,36,53,254,54,0.22,9,9,9,1,1,0,100.0,10,10,10,1,1,1,False
everit-org/json-schema,e93a8e32cf7e27e8d2aa783aca5649d7c57405de,"1.10.0, 1.11.0",core.src.test.java.org.everit.json.schema.loader.internal.ReferenceResolverTest.java,6,2,0,1,0,0,3,0,0,0,0,0,0,0,0.0,4.0,0,1,0,0,4,0,48,7,17,15,3,0.06,7,7,7,1,1,0,100.0,19,19,19,12,12,12,False
everit-org/json-schema,e93a8e32cf7e27e8d2aa783aca5649d7c57405de,"1.10.0, 1.11.0",core.src.test.java.org.everit.json.schema.loader.SchemaLoaderTest.java,80,21,0,0,0,0,2,0,0,0,0,4,0,0,22.0,154.0,0,1,1,0,78,0,430,81,96,450,101,0.23,12,15,4,3,1,0,100.0,38,18,13,26,18,9,False
everit-org/json-schema,e93a8e32cf7e27e8d2aa783aca5649d7c57405de,"1.10.0, 1.11.0",core.src.test.java.org.everit.json.schema.loader.ReferenceLookupTest.java,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,0,51,10,23,49,6,0.12,11,11,4,3,1,0,100.0,22,13,7,11,7,4,False
everit-org/json-schema,e93a8e32cf7e27e8d2aa783aca5649d7c57405de,"1.10.0, 1.11.0",core.src.test.java.org.everit.json.schema.loader.JsonPointerEvaluatorTest.java,9,4,0,0,0,0,1,0,0,0,0,3,0,0,6.0,13.0,0,0,0,0,7,0,64,9,21,67,13,0.2,21,21,5,4,1,0,100.0,32,22,8,11,5,3,False
everit-org/json-schema,4db59a735d6fc0c45d3ee59e7f7ebfa38bb5f2ad,"1.11.1, 1.12.0",core.src.test.java.org.everit.json.schema.loader.JsonPointerEvaluatorTest.java,9,4,0,0,0,0,2,0,0,0,0,3,0,0,6.0,13.0,0,0,0,0,7,0,64,9,22,67,13,0.2,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
everit-org/json-schema,4db59a735d6fc0c45d3ee59e7f7ebfa38bb5f2ad,"1.11.1, 1.12.0",core.src.test.java.org.everit.json.schema.EnumSchemaTest.java,9,1,0,0,0,0,0,4,0,0,0,0,0,0,1.0,4.0,0,5,0,0,6,0,50,9,14,44,3,0.06,2,1,1,2,1,0,100.0,8,5,4,6,4,3,False
everit-org/json-schema,4db59a735d6fc0c45d3ee59e7f7ebfa38bb5f2ad,"1.11.1, 1.12.0",core.src.test.java.org.everit.json.schema.ObjectSchemaTest.java,37,5,1,0,0,0,5,0,0,0,0,1,0,0,26.0,125.0,0,16,0,0,36,0,256,37,54,262,55,0.21,11,11,11,1,1,0,100.0,13,13,13,2,2,2,False
everit-org/json-schema,83b8db6d86289d32d07648bce82b00430f5137ba,"1.12.0, 1.12.1",core.src.test.java.org.everit.json.schema.loader.LoadingStateTest.java,11,5,0,0,0,0,3,0,0,0,0,0,0,0,1.0,5.0,0,0,0,0,8,0,81,11,22,51,11,0.14,18,18,18,1,1,0,100.0,20,20,20,2,2,2,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.NumberSchemaTest.java,32,2,0,0,0,0,2,0,0,0,0,0,0,0,25.0,80.0,0,25,0,0,31,0,144,32,36,200,8,0.06,37,27,12,3,2,0,79.75,58,40,19,21,13,7,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.ValidationExceptionTest.java,24,5,0,0,0,0,3,0,0,0,0,0,0,0,8.0,39.0,0,2,0,0,22,0,149,24,38,93,30,0.2,0,0,0,1,1,0,100.0,14,14,14,14,14,14,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.ValidatingVisitorTest.java,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,0,1,0,0,8,0,67,13,24,39,8,0.12,-1,-1,-1,1,1,0,100.0,32,32,32,33,33,33,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.StringSchemaTest.java,23,3,0,0,0,0,1,0,0,0,0,1,0,0,15.0,44.0,0,11,0,0,22,0,106,23,30,135,13,0.12,0,0,0,1,1,0,100.0,8,8,8,8,8,8,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.SchemaLocationTest.java,14,1,0,0,0,0,0,0,0,0,0,6,0,0,2.0,15.0,0,1,0,0,13,0,63,14,19,47,13,0.21,3,3,3,1,1,0,100.0,7,7,7,4,4,4,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.SchemaExceptionTest.java,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,23,4,5,19,5,0.22,-3,-3,-3,1,1,0,100.0,7,7,7,10,10,10,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.ReferenceSchemaTest.java,11,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,46.0,0,2,0,0,11,0,52,11,14,54,9,0.17,4,4,4,1,1,0,100.0,19,19,19,15,15,15,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.ObjectSchemaTest.java,37,5,1,0,0,0,5,0,0,0,0,1,0,0,26.0,125.0,0,21,0,0,36,0,256,37,54,259,56,0.22,1,1,1,1,1,0,100.0,7,7,7,6,6,6,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.ObjectComparatorTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,11,2,5,5,2,0.18,1,1,0,2,2,0,74.51,26,19,13,25,19,12,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.JSONPointerTest.java,33,2,1,0,0,0,4,0,0,0,0,2,0,0,5.0,24.0,0,0,0,0,32,0,218,33,45,101,59,0.27,5,5,5,1,1,0,100.0,60,60,60,55,55,55,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.FormatValidatorTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,8,2,3,2,1,0.13,-18,-18,-18,1,1,0,100.0,11,11,11,29,29,29,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.EnumSchemaTest.java,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,5,0,0,6,0,50,9,14,44,3,0.06,0,0,0,1,1,0,100.0,4,4,4,4,4,4,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.CombinedSchemaTest.java,16,1,0,0,0,0,1,0,0,0,0,2,0,0,,,0,9,0,0,16,0,67,16,21,68,7,0.1,7,7,7,1,1,0,100.0,23,23,23,16,16,16,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.CollectingFailureReporterTest.java,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,0,0,0,0,4,0,29,5,7,19,6,0.21,0,0,0,1,1,0,100.0,6,6,6,6,6,6,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.ArraySchemaTest.java,27,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,62.0,0,21,0,0,27,0,111,27,29,169,6,0.05,10,7,5,2,2,0,65.0,15,8,8,5,5,2,False
everit-org/json-schema,0f25663d38dff231d7b9a12d652876d890cb7f4d,"1.12.1, 1.12.2",core.src.test.java.org.everit.json.schema.internal.JSONPrinterTest.java,15,0,0,0,0,0,0,0,0,0,0,2,0,0,10.0,28.0,0,1,0,0,12,0,92,15,26,76,11,0.12,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
everit-org/json-schema,d58f877ae3986a99b83dd5b2d8da9eb0b3c242d8,"1.12.2, 1.12.3",core.src.test.java.org.everit.json.schema.loader.JsonPointerEvaluatorTest.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,66,10,22,67,13,0.2,11,12,6,2,1,0,100.0,24,19,12,13,7,6,False
everit-org/json-schema,353f856f8621c9bc6fb4e02a74d4345556abb342,"1.12.3, 1.13.0",core.src.test.java.org.everit.json.schema.ValidatingVisitorTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,118,6,10,15,1,0.01,84,84,84,1,1,0,100.0,156,156,156,72,72,72,False
