App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isReplaceNOToperator
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.window.WindowMoveListenerTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,18,2,4,15,2,0.11,-7,-7,-7,1,1,0,100.0,2,2,2,9,9,9,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.ui.ComboboxSelectedItemTextTest.java,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,2,1,0,2,0,37,5,10,14,0,0.0,-5,-5,-5,1,1,0,100.0,3,3,3,8,8,8,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.table.TableScrollUpOnSelectTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,16,1,1,12,1,0.06,-7,1,-4,2,1,0,100.0,4,3,2,11,9,6,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.table.TableNavigationPageDownTest.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,126,17,40,72,4,0.03,-5,-5,-5,1,1,0,100.0,1,1,1,6,6,6,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.table.SelectAllRowsTest.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,47,11,20,37,1,0.02,-5,-5,-5,1,1,0,100.0,6,6,6,11,11,11,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.table.SelectAllConstantViewportTest.java,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,13,1,2,13,1,0.08,-8,-8,-8,1,1,0,100.0,2,2,2,10,10,10,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.combobox.ComboBoxScrollingWithArrowsTest.java,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,41,7,14,23,2,0.05,-7,0,-4,2,1,0,100.0,3,2,2,10,8,5,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.checkbox.CheckBoxRpcCountTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,18,2,2,9,0,0.0,-7,-7,-7,1,1,0,100.0,1,1,1,8,8,8,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.application.ReconnectDialogUITest.java,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,39,6,9,28,4,0.1,-6,2,-3,2,1,0,100.0,10,8,5,16,10,8,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",server.src.test.java.com.vaadin.ui.UITest.java,3,1,1,0,0,0,2,0,0,0,0,0,0,1,,,0,0,0,0,2,0,104,8,16,36,3,0.03,-20,3,-7,3,2,0,80.68,34,25,11,54,31,18,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",server.src.test.java.com.vaadin.server.communication.ServletUIInitHandlerTest.java,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,98,8,20,17,5,0.05,-6,1,-3,2,1,0,100.0,8,7,4,14,8,7,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",client.src.test.java.com.vaadin.client.ui.grid.ListDataSourceTest.java,9,5,0,0,0,0,6,0,0,0,0,0,0,0,8.0,45.0,1,0,0,0,9,0,95,9,15,62,32,0.34,-6,-6,-6,1,1,0,100.0,1,1,1,7,7,7,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.tree.TreeBasicFeaturesTest.java,17,4,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,13,0,149,17,32,127,42,0.28,-14,0,-4,4,1,0,100.0,65,43,16,79,54,20,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.main.java.com.vaadin.tests.components.tabsheet.TabSheetTest.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,207,10,10,67,81,0.39,-11,-11,-11,1,1,0,100.0,5,5,5,16,16,16,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",server.src.test.java.com.vaadin.ui.CheckBoxTest.java,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,10.0,2,0,0,0,5,0,43,5,6,21,7,0.16,0,2,0,3,1,0,100.0,16,10,5,16,8,5,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",server.src.test.java.com.vaadin.ui.AbstractSingleSelectTest.java,12,9,0,0,0,0,0,10,0,0,0,0,0,0,10.0,55.0,2,1,0,0,10,0,166,18,36,97,45,0.27,3,2,1,3,1,0,100.0,19,14,6,16,13,5,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",server.src.test.java.com.vaadin.tests.server.navigator.NavigatorTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,811,64,117,283,70,0.09,-6,-1,-2,3,1,0,100.0,44,39,15,50,40,17,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",server.src.test.java.com.vaadin.tests.server.component.grid.GridTest.java,54,12,1,0,0,0,1,45,0,0,0,0,0,0,26.0,85.0,3,16,1,0,49,0,400,54,83,292,97,0.24,62,62,21,3,2,1,96.93,145,79,48,83,66,28,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.widgetset.server.csrf.ui.AbstractCsrfTokenUITest.java,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,34,6,10,12,0,0.0,-7,-7,-7,1,1,0,100.0,11,11,11,18,18,18,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.urifragments.SettingNullFragmentTest.java,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,26,5,7,8,3,0.12,-6,-6,-6,1,1,0,100.0,6,6,6,12,12,12,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.push.PushFromInitTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,6,1,1,2,0,0.0,-7,-7,-7,1,1,0,100.0,2,2,2,9,9,9,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.push.PushConfigurationTest.java,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,38,9,17,22,1,0.03,-8,-8,-8,1,1,0,100.0,1,1,1,9,9,9,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.extensions.ResponsiveLayoutUpdateTest.java,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,12,1,2,10,0,0.0,-7,-7,-7,1,1,0,100.0,1,1,1,8,8,8,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.ui.UriFragmentTest.java,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,41,6,10,19,11,0.27,-8,1,-4,2,1,0,100.0,4,3,2,12,10,6,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.ui.UIAccessTest.java,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,7,0,52,9,16,39,13,0.25,-7,-7,-7,1,1,0,100.0,1,1,1,8,8,8,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.ui.PushStateAndReplaceStateTest.java,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,1,0,31,3,6,19,7,0.23,-8,-8,-8,1,1,0,100.0,1,1,1,9,9,9,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.textarea.TextAreaSizeResettedTest.java,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,60,14,22,50,6,0.1,-7,-7,-7,1,1,0,100.0,1,1,1,8,8,8,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.table.TableColumnResizeContentsWidthTest.java,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,34,5,9,23,3,0.09,-7,-7,-7,1,1,0,100.0,2,2,2,9,9,9,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.table.HeaderRightClickAfterDragTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,24,2,3,19,0,0.0,-7,-7,-7,1,1,0,100.0,1,1,1,8,8,8,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.notification.NotificationDelayTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,14,2,6,6,1,0.07,-5,1,-2,2,1,0,100.0,6,3,3,11,9,6,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.layout.EmptySpaceOnPageAfterExpandedComponentTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,12,1,1,3,0,0.0,-5,-5,-5,1,1,0,100.0,6,6,6,11,11,11,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.grid.GridApplyFilterWhenScrolledDownTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,15,1,2,16,2,0.13,-6,2,-3,2,1,0,100.0,7,5,4,13,10,6,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.combobox.ComboBoxSlowTest.java,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,3,0,63,10,17,54,9,0.14,-5,-5,-5,1,1,0,100.0,4,4,4,9,9,9,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",uitest.src.test.java.com.vaadin.tests.components.NoLayoutUpdateWhichNeedsLayoutTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,2,7,1,0.08,-5,-5,-5,1,1,0,100.0,4,4,4,9,9,9,False
vaadin/framework,ed57efc07e97b14ba19a60ba523328dda16ada50,"8.2.0.alpha2, 8.2.0.alpha3",compatibility-server.src.test.java.com.vaadin.v7.data.util.sqlcontainer.SQLContainerTest.java,116,70,19,0,0,0,114,0,0,0,0,5,0,0,93.0,388.0,5,1,0,0,114,0,1604,152,623,976,226,0.14,-2,0,-1,2,1,0,100.0,248,239,124,250,241,125,False
vaadin/framework,787a1f1a796a6f564303bc6c6ff322f3e9f57026,"8.3.0, 8.3.1",uitest.src.test.java.com.vaadin.tests.components.window.ModalWindowFocusTest.java,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,67,6,11,39,7,0.1,19,19,19,1,1,0,100.0,34,34,34,15,15,15,False
vaadin/framework,3a34a12da8bc08ff5ed151c7bde334c48b3192ee,"8.4.0.beta1, 8.4.0.rc1",uitest.src.test.java.com.vaadin.tests.components.window.ModalWindowFocusTest.java,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,67,6,11,39,7,0.1,-1,-1,-1,1,1,0,100.0,1,1,1,2,2,2,False
vaadin/framework,f7ca6cbe295974aa8dd175c8abd3b36b34d0b58e,"8.4.1, 8.4.2",server.src.test.java.com.vaadin.tests.server.component.grid.GridTest.java,55,13,1,0,0,0,2,46,0,0,0,0,0,0,27.0,86.0,4,16,1,0,50,0,423,55,85,307,109,0.26,7,7,7,1,1,0,100.0,9,9,9,2,2,2,False
vaadin/framework,f7ca6cbe295974aa8dd175c8abd3b36b34d0b58e,"8.4.1, 8.4.2",uitest.src.test.java.com.vaadin.tests.components.ui.WindowAndUIShortcutsTest.java,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,18,2,3,25,3,0.17,3,3,3,1,1,0,100.0,9,9,9,6,6,6,False
vaadin/framework,f7ca6cbe295974aa8dd175c8abd3b36b34d0b58e,"8.4.1, 8.4.2",uitest.src.test.java.com.vaadin.tests.components.ui.DynamicViewportTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,14,2,2,14,2,0.14,18,18,18,1,1,0,100.0,20,20,20,2,2,2,False
vaadin/framework,f7ca6cbe295974aa8dd175c8abd3b36b34d0b58e,"8.4.1, 8.4.2",uitest.src.test.java.com.vaadin.tests.components.grid.GridRendererSwitchTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,78,5,10,79,26,0.33,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
vaadin/framework,f7ca6cbe295974aa8dd175c8abd3b36b34d0b58e,"8.4.1, 8.4.2",uitest.src.test.java.com.vaadin.tests.components.datefield.DateTimeFieldZoneIdTest.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,0,94,11,16,72,14,0.15,3,3,3,1,1,0,100.0,21,21,21,18,18,18,False
vaadin/framework,f7ca6cbe295974aa8dd175c8abd3b36b34d0b58e,"8.4.1, 8.4.2",uitest.src.test.java.com.vaadin.tests.components.combobox.ComboBoxItemIconTest.java,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,3,0,46,4,7,31,9,0.2,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
vaadin/framework,f7ca6cbe295974aa8dd175c8abd3b36b34d0b58e,"8.4.1, 8.4.2",uitest.src.test.java.com.vaadin.tests.application.WebBrowserTimeZoneTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,13,2,5,15,3,0.23,11,11,11,1,1,0,100.0,16,16,16,5,5,5,False
vaadin/framework,82ca9f43d1697aefd9986594afe83f4d831f6e6c,"8.4.3, 8.4.4",server.src.test.java.com.vaadin.ui.AbstractListingTest.java,9,0,0,0,0,0,0,5,0,0,0,0,0,0,2.0,5.0,0,0,0,0,8,0,99,9,13,41,11,0.11,4,4,4,1,1,0,100.0,13,13,13,9,9,9,False
vaadin/framework,82ca9f43d1697aefd9986594afe83f4d831f6e6c,"8.4.3, 8.4.4",uitest.src.test.java.com.vaadin.tests.contextclick.GridContextClickTest.java,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,36,5,6,30,7,0.19,-1,-1,-1,1,1,0,100.0,2,2,2,3,3,3,False
vaadin/framework,37e42d097e8507b24a1edea2c97502971b98b68f,"8.4.4, 8.4.5",uitest.src.test.java.com.vaadin.tests.components.popupview.PopUpViewInTabsheetTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,0,1,0,13,2,3,9,2,0.15,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
vaadin/framework,1f28031c4bae8b58bf996a34717053c0a46e28d7,"8.5.0.alpha1, 8.5.0.alpha2",uitest.src.test.java.com.vaadin.tests.components.popupview.PopUpViewInTabsheetTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,0,1,0,13,2,3,9,2,0.15,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
vaadin/framework,1f28031c4bae8b58bf996a34717053c0a46e28d7,"8.5.0.alpha1, 8.5.0.alpha2",server.src.test.java.com.vaadin.ui.AbstractListingTest.java,9,0,0,0,0,0,0,5,0,0,0,0,0,0,2.0,5.0,0,0,0,0,8,0,99,9,13,41,11,0.11,4,4,4,1,1,0,100.0,13,13,13,9,9,9,False
vaadin/framework,1f28031c4bae8b58bf996a34717053c0a46e28d7,"8.5.0.alpha1, 8.5.0.alpha2",uitest.src.test.java.com.vaadin.tests.contextclick.GridContextClickTest.java,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,36,5,6,30,7,0.19,-1,-1,-1,1,1,0,100.0,2,2,2,3,3,3,False
vaadin/framework,1f28031c4bae8b58bf996a34717053c0a46e28d7,"8.5.0.alpha1, 8.5.0.alpha2",server.src.test.java.com.vaadin.tests.server.component.grid.GridTest.java,56,14,1,0,0,0,2,47,0,0,0,0,0,0,28.0,89.0,4,16,1,0,51,0,436,56,86,311,113,0.26,26,19,13,2,2,0,71.05,32,23,16,6,4,3,False
vaadin/framework,a6c6b5e0a207dd8ea5aa5ab0dc243ecbcfd52759,"8.5.0.alpha2, 8.5.0.beta1",uitest.src.test.java.com.vaadin.tests.tooltip.StationaryTooltipTest.java,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,22,4,9,17,2,0.09,-20,-20,-20,1,1,0,100.0,13,13,13,33,33,33,False
vaadin/framework,a6c6b5e0a207dd8ea5aa5ab0dc243ecbcfd52759,"8.5.0.alpha2, 8.5.0.beta1",uitest.src.test.java.com.vaadin.tests.tooltip.AdjacentElementsWithTooltipsTest.java,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,23,3,7,17,3,0.13,-5,-5,-5,1,1,0,100.0,10,10,10,15,15,15,False
vaadin/framework,a6c6b5e0a207dd8ea5aa5ab0dc243ecbcfd52759,"8.5.0.alpha2, 8.5.0.beta1",uitest.src.test.java.com.vaadin.tests.components.menubar.MenuBarTooltipsNearEdgeTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,15,1,3,18,3,0.2,6,6,6,1,1,0,100.0,17,17,17,11,11,11,False
vaadin/framework,a6c6b5e0a207dd8ea5aa5ab0dc243ecbcfd52759,"8.5.0.alpha2, 8.5.0.beta1",uitest.src.test.java.com.vaadin.tests.components.menubar.MenuBarSubmenusClosingValoTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,25,2,4,21,2,0.08,-2,-2,-2,1,1,0,100.0,9,9,9,11,11,11,False
vaadin/framework,48a6ade74d89eccbb10fe04be9f08276cca1beef,"8.5.0.beta1, 8.5.0.beta2",uitest.src.test.java.com.vaadin.tests.components.textarea.TextAreaSizeResettedTest.java,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,61,14,22,52,6,0.1,0,0,0,1,1,0,100.0,4,4,4,4,4,4,False
vaadin/framework,48a6ade74d89eccbb10fe04be9f08276cca1beef,"8.5.0.beta1, 8.5.0.beta2",uitest.src.test.java.com.vaadin.tests.components.table.ContextMenuSizeTest.java,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,48,8,13,34,4,0.08,6,6,6,1,1,0,100.0,7,7,7,1,1,1,False
vaadin/framework,48a6ade74d89eccbb10fe04be9f08276cca1beef,"8.5.0.beta1, 8.5.0.beta2",uitest.src.test.java.com.vaadin.tests.components.abstractcomponent.ContextClickUITest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,15,2,4,23,2,0.13,1,1,1,1,1,0,100.0,3,3,3,2,2,2,False
vaadin/framework,7c9ffa48dc9c29d8db8043d446ae1b392c1b4a68,"8.5.1, 8.5.2",uitest.src.test.java.com.vaadin.tests.debug.PushVersionInfoTest.java,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0.0,0.0,0,0,0,0,2,0,40,4,10,25,5,0.13,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
vaadin/framework,7c9ffa48dc9c29d8db8043d446ae1b392c1b4a68,"8.5.1, 8.5.2",uitest.src.test.java.com.vaadin.tests.application.ReconnectDialogUITest.java,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,39,6,9,28,4,0.1,-1,-1,-1,1,1,0,100.0,4,4,4,5,5,5,False
vaadin/framework,7c9ffa48dc9c29d8db8043d446ae1b392c1b4a68,"8.5.1, 8.5.2",uitest.src.test.java.com.vaadin.tests.components.upload.InterruptUploadTest.java,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,1,0,0,1,1,0,64,7,18,36,2,0.03,8,8,8,1,1,0,100.0,32,32,32,24,24,24,False
vaadin/framework,eebb0debc4cb02c1d6d83626f43e0535d07443f6,"8.6.0.alpha1, 8.6.0.alpha2",uitest.src.test.java.com.vaadin.tests.debug.PushVersionInfoTest.java,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0.0,0.0,0,0,0,0,2,0,40,4,10,25,5,0.13,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
vaadin/framework,eebb0debc4cb02c1d6d83626f43e0535d07443f6,"8.6.0.alpha1, 8.6.0.alpha2",uitest.src.test.java.com.vaadin.tests.application.ReconnectDialogUITest.java,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,39,6,9,28,4,0.1,-1,-1,-1,1,1,0,100.0,4,4,4,5,5,5,False
vaadin/framework,eebb0debc4cb02c1d6d83626f43e0535d07443f6,"8.6.0.alpha1, 8.6.0.alpha2",uitest.src.test.java.com.vaadin.tests.components.upload.InterruptUploadTest.java,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,1,0,0,1,1,0,64,7,18,36,2,0.03,8,8,8,1,1,0,100.0,32,32,32,24,24,24,False
vaadin/framework,10a92e3dc44568d0ed9705cd40751b14c4c3741e,"8.6.1, 8.6.2",uitest.src.test.java.com.vaadin.tests.components.combobox.ComboBoxSelectingNewItemValueChangeTest.java,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,0,0,9,0,148,24,45,73,22,0.15,2,2,2,1,1,0,100.0,7,7,7,5,5,5,False
vaadin/framework,ddb4d9363df94090c5577e3b2c4146444b6fa6cc,"8.8.2, 8.8.3",uitest.src.test.java.com.vaadin.tests.components.table.TableItemDescriptionGeneratorUITest.java,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,117,3,8,41,2,0.02,6,6,6,1,1,0,100.0,12,12,12,6,6,6,False
vaadin/framework,ba158beabb86faf94a02dc0e8993b96871a7f756,"8.9.0.beta2, 8.9.0.beta3",uitest.src.test.java.com.vaadin.tests.components.treegrid.TreeGridBigDetailsManagerTest.java,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,14,0,528,26,52,250,162,0.31,360,360,360,1,1,0,100.0,426,426,426,66,66,66,False
vaadin/framework,ba158beabb86faf94a02dc0e8993b96871a7f756,"8.9.0.beta2, 8.9.0.beta3",uitest.src.test.java.com.vaadin.tests.components.grid.GridComponentsTest.java,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,13,0,154,18,27,152,40,0.26,23,23,23,1,1,0,100.0,36,36,36,13,13,13,False
vaadin/framework,dc4ce2ef4905ab0a4576411af0adb562940841a1,"8.9.2, 8.9.3",server.src.test.java.com.vaadin.server.VaadinPortletServiceTest.java,22,0,0,0,0,0,1,11,0,0,0,0,0,0,0.0,0.0,0,0,0,0,11,0,116,22,29,78,11,0.09,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
vaadin/framework,d32798bbdf6ffd49dc15ac1ca664eafcece04410,"8.10.0.alpha1, 8.10.0.beta1",uitest.src.test.java.com.vaadin.tests.components.datefield.DateTimeFieldReadOnlyTest.java,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,35,3,6,20,14,0.4,29,29,29,1,1,0,100.0,45,45,45,16,16,16,False
vaadin/framework,d32798bbdf6ffd49dc15ac1ca664eafcece04410,"8.10.0.alpha1, 8.10.0.beta1",uitest.src.test.java.com.vaadin.tests.components.datefield.DateFieldReadOnlyTest.java,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,35,3,6,20,14,0.4,29,29,29,1,1,0,100.0,45,45,45,16,16,16,False
vaadin/framework,d32798bbdf6ffd49dc15ac1ca664eafcece04410,"8.10.0.alpha1, 8.10.0.beta1",uitest.src.test.java.com.vaadin.tests.components.upload.InterruptUploadTest.java,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0,1,0,1,1,0,73,9,25,43,0,0.0,6,6,6,1,1,0,100.0,27,27,27,21,21,21,False
