App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isAddClassAnnotation
ozimov/spring-boot-email-tools,0e24812dd73ee6327cc1d0ec96c42abbfde6bb2e,"0.3.5, 0.3.6",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.service.PriorityQueueSchedulerServiceTest.java,14,0,0,0,0,0,5,0,0,0,0,0,0,5,3.0,7.0,0,4,0,0,5,0,85,14,35,60,1,0.01,1,1,1,1,1,0,100.0,4,4,4,3,3,3,True
ozimov/spring-boot-email-tools,e09fdc042714654fb5efe38226077dded6282651,"0.3.8, 0.4.0",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.service.defaultimpl.DefaultPersistenceServiceTest.java,30,13,3,0,0,0,28,0,0,0,0,0,0,0,10.0,35.0,6,10,0,0,28,0,284,30,77,183,42,0.15,30,31,15,2,1,0,100.0,49,40,24,19,10,10,True
ozimov/spring-boot-email-tools,e09fdc042714654fb5efe38226077dded6282651,"0.3.8, 0.4.0",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.model.EmailSchedulingDataTest.java,8,3,0,0,0,0,6,6,0,0,0,0,0,0,,,1,0,0,0,6,0,85,8,20,41,36,0.42,79,87,40,2,1,0,100.0,98,90,49,19,16,10,True
ozimov/spring-boot-email-tools,e09fdc042714654fb5efe38226077dded6282651,"0.3.8, 0.4.0",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.service.defaultimpl.PriorityQueueSchedulerServiceTest.java,15,0,0,0,0,0,5,0,0,0,0,0,0,5,3.0,7.0,0,4,0,0,5,0,91,15,37,72,1,0.01,3,3,2,2,1,0,100.0,10,9,5,7,6,4,False
ozimov/spring-boot-email-tools,e09fdc042714654fb5efe38226077dded6282651,"0.3.8, 0.4.0",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.service.EmailEmbeddedRedisTest.java,4,1,0,0,0,0,2,1,0,0,0,0,0,0,2.0,3.0,0,0,0,0,2,0,34,4,8,18,6,0.18,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
ozimov/spring-boot-email-tools,e09fdc042714654fb5efe38226077dded6282651,"0.3.8, 0.4.0",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.utils.TimeUtilsTest.java,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,14,3,7,9,4,0.29,-3,-3,-3,1,1,0,100.0,0,0,0,3,3,3,False
ozimov/spring-boot-email-tools,e09fdc042714654fb5efe38226077dded6282651,"0.3.8, 0.4.0",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.model.DefaultEmailSchedulingDataTest.java,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,2,0,27,2,6,24,22,0.81,20,20,20,1,1,0,100.0,20,20,20,0,0,0,False
ozimov/spring-boot-email-tools,e09fdc042714654fb5efe38226077dded6282651,"0.3.8, 0.4.0",spring-boot-email-template-engines.spring-boot-freemarker-email.src.test.java.it.ozimov.springboot.templating.mail.service.FreemarkerTemplateServiceTest.java,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,21,3,6,14,1,0.05,0,0,0,1,1,0,100.0,1,1,1,1,1,1,True
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-template-engines.spring-boot-pebble-email.src.test.java.it.ozimov.springboot.templating.mail.service.PebbleTemplateServiceTest.java,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,4,0,28,4,9,20,1,0.04,17,17,17,1,1,0,100.0,20,20,20,3,3,3,False
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-template-engines.spring-boot-mustache-email.src.test.java.it.ozimov.springboot.templating.mail.service.MustacheTemplateServiceTest.java,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,4,0,27,4,9,18,1,0.04,15,15,15,1,1,0,100.0,18,18,18,3,3,3,False
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-template-engines.spring-boot-freemarker-email.src.test.java.it.ozimov.springboot.templating.mail.service.FreemarkerTemplateServiceTest.java,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,4,0,28,4,8,20,1,0.04,16,16,16,1,1,0,100.0,19,19,19,3,3,3,False
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.model.defaultimpl.DefaultEmailAttachmentTest.java,6,2,0,0,0,0,5,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,5,0,33,6,13,34,5,0.15,0,0,0,1,1,0,100.0,7,7,7,7,7,7,False
ozimov/spring-boot-email-tools,7ba14394410fd74d4cdd2f935a6b5d38fe27a1b4,"0.4.0, 0.4.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.service.defaultimpl.SchedulerPropertiesTest.java,11,2,0,0,0,0,11,0,0,0,0,0,0,0,0.0,0.0,0,7,0,0,11,0,69,11,22,96,14,0.2,40,40,20,2,1,0,100.0,78,73,39,38,33,19,False
ozimov/spring-boot-email-tools,e1dd6ca41a904c0746adb0026e7803ed33769a8a,"0.4.1, 0.4.2",spring-boot-email-core.src.test.java.it.ozimov.springboot.templating.mail.service.EmailEmbeddedRedisTest.java,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,22,3,6,12,6,0.27,-23,-23,-23,1,1,0,100.0,26,26,26,49,49,49,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.model.defaultimpl.DefaultEmailTest.java,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,0,34,6,15,52,5,0.15,90,45,45,2,1,0,100.0,100,50,50,10,5,5,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.PriorityQueueManagerTest.java,8,1,0,0,0,0,6,5,0,0,0,0,0,0,1.0,0.0,1,0,0,0,6,0,61,8,24,30,8,0.13,161,146,80,2,1,0,100.0,162,147,81,1,1,0,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.DefaultPersistenceServiceTest.java,30,13,3,0,0,0,28,0,0,0,0,0,0,0,10.0,35.0,6,5,0,0,28,0,289,30,77,188,42,0.15,16,16,8,2,1,0,100.0,20,19,10,4,3,2,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.DefaultEmailServiceTest.java,9,4,0,0,0,0,6,7,3,0,0,0,0,0,1.0,8.0,0,0,0,3,7,0,98,9,21,121,9,0.09,15,13,5,3,1,0,100.0,21,17,7,6,4,2,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.configuration.EmailEmbeddedRedisConfigurationTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,17,1,2,12,6,0.35,52,59,17,3,1,0,100.0,62,59,21,10,9,3,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.utils.MimeMessageHelperExtTest.java,9,5,0,0,0,0,9,0,0,0,0,0,0,0,5.0,17.0,0,3,0,0,9,0,62,9,20,39,34,0.55,92,93,46,2,1,0,100.0,106,96,53,14,11,7,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.PriorityQueueSchedulerServiceTest.java,16,1,0,0,0,0,6,0,0,0,0,0,0,4,3.0,8.0,0,4,0,0,6,0,104,16,41,86,5,0.05,31,32,10,3,1,0,100.0,42,40,14,11,8,4,False
ozimov/spring-boot-email-tools,6883d550fd514a7b9e2cb375f61b63becdb3c654,"0.5.0, 0.5.1",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.utils.TimeUtilsTest.java,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,19,3,8,18,4,0.21,16,16,16,1,1,0,100.0,23,23,23,7,7,7,False
ozimov/spring-boot-email-tools,dbdf47d75bbab3bb9f00bd6ec3f9ac6283a3819f,"0.5.3, 0.6.0",spring-boot-email-template-engines.spring-boot-thymeleaf-email.src.test.java.it.ozimov.springboot.mail.templating.service.ThymeleafTemplateServiceTest.java,6,4,0,0,0,0,6,0,0,0,0,0,0,0,0.0,6.0,0,0,0,0,6,0,45,6,12,32,12,0.27,15,15,15,1,1,0,100.0,19,19,19,4,4,4,False
ozimov/spring-boot-email-tools,dbdf47d75bbab3bb9f00bd6ec3f9ac6283a3819f,"0.5.3, 0.6.0",spring-boot-email-template-engines.spring-boot-pebble-email.src.test.java.it.ozimov.springboot.mail.templating.service.PebbleTemplateServiceTest.java,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0.0,7.0,0,0,0,0,7,0,52,7,15,38,12,0.23,15,15,15,1,1,0,100.0,19,19,19,4,4,4,False
ozimov/spring-boot-email-tools,dbdf47d75bbab3bb9f00bd6ec3f9ac6283a3819f,"0.5.3, 0.6.0",spring-boot-email-template-engines.spring-boot-mustache-email.src.test.java.it.ozimov.springboot.mail.templating.service.MustacheTemplateServiceTest.java,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0.0,7.0,0,0,0,0,7,0,51,7,15,37,11,0.22,17,17,17,1,1,0,100.0,18,18,18,1,1,1,False
ozimov/spring-boot-email-tools,9b4ce5d780a2ab8f0a67b80ac9a9a02fa7a15a34,"0.6.0, 0.6.1",spring-boot-email-template-engines.spring-boot-thymeleaf-email.src.test.java.it.ozimov.springboot.mail.templating.service.ThymeleafTemplateServiceTest.java,7,5,0,0,0,0,7,0,0,0,0,0,0,0,0.0,7.0,0,0,0,0,7,0,52,7,14,37,16,0.31,14,14,14,1,1,0,100.0,17,17,17,3,3,3,False
ozimov/spring-boot-email-tools,43f09cb201505bd6742b27b3aa0928062d67d003,"0.6.2, 0.6.3",spring-boot-email-core.src.test.java.it.ozimov.springboot.mail.service.defaultimpl.DefaultEmailServiceTest.java,12,7,0,0,0,0,9,10,3,0,0,0,0,0,1.0,8.0,0,0,0,3,10,0,130,12,30,170,12,0.09,1,1,1,1,1,0,100.0,3,3,3,2,2,2,False
