App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isMergeMethod
geonetwork/core-geonetwork,43562e395abdef26f18373a59cd84bd685565792,"3.8.0, 3.8.1",services.src.test.java.org.fao.geonet.services.region.MetadataRegionDAOTest.java,6,2,0,0,0,0,2,0,0,0,0,0,0,0,2.0,8.0,1,0,3,0,2,0,75,6,13,45,14,0.19,4,4,4,1,1,0,100.0,4,4,4,0,0,0,False
geonetwork/core-geonetwork,cee8b1b30408fd6d551d9bf78953e940f59ebc09,"3.8.2, 3.8.3",services.src.test.java.org.fao.geonet.api.records.editing.InspireValidatorUtilsTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,2,0,47,4,10,10,9,0.19,0,0,0,1,1,0,100.0,2,2,2,2,2,2,False
geonetwork/core-geonetwork,35f187387668c2605f9a233d6bf8b6932147da34,"3.10.2, 3.10.3",core.src.test.java.org.fao.geonet.kernel.security.shibboleth.ShibbolethUserUtilsTest.java,6,1,2,0,0,0,4,0,0,0,1,0,0,0,4.0,15.0,2,0,0,0,4,0,178,6,16,113,30,0.17,9,9,9,1,1,0,100.0,243,243,243,234,234,234,False
geonetwork/core-geonetwork,603316619a1858bcc9556afb2afdd34d95c4ab30,"3.10.3, 3.10.4",services.src.test.java.org.fao.geonet.api.records.editing.InspireValidatorUtilsTest.java,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0,1,0,3,0,61,5,11,12,15,0.25,-6,-6,-6,1,1,0,100.0,16,16,16,22,22,22,False
geonetwork/core-geonetwork,af4543fab3fe7c5f831e94ada3707cdbdce7ee0f,"3.12.1, 3.12.2",services.src.test.java.org.fao.geonet.api.records.extent.MetadataExtentApiTest.java,17,0,0,0,0,0,7,7,0,0,0,0,0,0,0.0,0.0,0,1,0,0,7,0,162,17,55,227,15,0.09,-9,-9,-9,1,1,0,100.0,98,98,98,107,107,107,False
geonetwork/core-geonetwork,b65665bef435af4c2cacc9fcc67ddadd7bfcc012,"3.12.7, 3.12.8",core.src.test.java.org.fao.geonet.kernel.datamanager.BaseMetadataManagerTest.java,7,4,0,0,0,0,4,2,0,0,0,0,0,0,3.0,9.0,1,0,0,0,4,0,93,7,18,75,28,0.3,50,50,50,1,1,0,100.0,56,56,56,6,6,6,False
geonetwork/core-geonetwork,b65665bef435af4c2cacc9fcc67ddadd7bfcc012,"3.12.7, 3.12.8",services.src.test.java.org.fao.geonet.api.records.MetadataWorkflowApiTest.java,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,67,3,9,54,0,0.0,53,53,53,1,1,0,100.0,56,56,56,3,3,3,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",services.src.test.java.org.fao.geonet.api.users.UsersApiTest.java,24,9,0,0,0,0,22,0,0,0,0,0,0,0,10.0,26.0,0,8,0,0,22,0,298,24,75,481,26,0.09,1,1,1,1,1,0,100.0,3,3,3,2,2,2,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",services.src.test.java.org.fao.geonet.api.mapservers.MapServersApiTest.java,10,1,0,0,0,0,8,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,8,0,99,10,28,154,7,0.07,2,2,2,1,1,0,100.0,9,9,9,7,7,7,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",services.src.test.java.org.fao.geonet.api.identifiers.IdentifiersApiTest.java,10,3,0,0,0,0,8,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,8,0,106,10,36,153,9,0.08,2,2,2,1,1,0,100.0,9,9,9,7,7,7,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",services.src.test.java.org.fao.geonet.api.groups.GroupsApiTest.java,13,2,0,0,0,0,11,0,0,1,0,0,0,0,0.0,0.0,0,3,0,0,11,0,140,13,37,220,10,0.07,2,2,2,1,1,0,100.0,9,9,9,7,7,7,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",services.src.test.java.org.fao.geonet.api.categories.TagsApiTest.java,8,1,0,0,0,0,8,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,8,0,68,8,24,122,8,0.12,1,1,1,1,1,0,100.0,10,10,10,9,9,9,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",domain.src.test.java.org.fao.geonet.repository.UserGroupRepositoryTest.java,8,6,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,6,0,108,8,15,96,28,0.26,0,0,0,1,1,0,100.0,14,14,14,14,14,14,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",domain.src.test.java.org.fao.geonet.repository.GeonetRepositoryTest.java,5,4,0,0,0,0,5,0,0,0,0,0,0,0,,,1,0,0,0,5,0,110,9,20,62,36,0.33,0,0,0,1,1,0,100.0,14,14,14,14,14,14,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",core.src.test.java.org.fao.geonet.kernel.datamanager.BaseMetadataManagerTest.java,6,3,0,0,0,0,3,2,0,0,0,0,0,0,2.0,6.0,0,0,0,0,3,0,71,6,15,55,18,0.25,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",web.src.test.java.v370.UserCustomSearchesMigrationTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,0,33,2,8,20,1,0.03,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",web.src.test.java.v370.HumanizeDatesUiMigrationTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,0,33,2,7,20,1,0.03,3,2,2,2,1,0,100.0,3,2,2,0,0,0,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",web.src.test.java.v350.UrlComponentsDetectorsRegexMigrationTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,0,33,2,8,20,1,0.03,1,1,1,1,1,0,100.0,2,2,2,1,1,1,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",web.src.test.java.v343.AdvancedSearchFormMigrationTest.java,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0.0,3.0,0,0,1,0,4,0,63,5,14,32,4,0.06,1,2,0,2,1,0,100.0,2,2,1,1,1,0,False
geonetwork/core-geonetwork,c27c3674c844f977990c7f5e5af27a39d19784dd,"4.0.0-alpha.1, 4.0.0-alpha.2",core.src.test.java.org.fao.geonet.kernel.security.shibboleth.ShibbolethUserUtilsTest.java,6,1,2,0,0,0,4,0,0,0,1,0,0,0,4.0,15.0,2,0,0,0,4,0,178,6,16,114,30,0.17,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
geonetwork/core-geonetwork,b01075a800cc5c3823ac9993d7669a9405a36216,"4.0.1, 4.0.2",domain.src.test.java.org.fao.geonet.domain.ISODateTest.java,23,10,0,0,0,0,14,0,0,0,0,4,0,0,15.0,164.0,3,0,0,0,23,0,338,23,43,124,150,0.44,16,16,16,1,1,0,100.0,148,148,148,132,132,132,False
geonetwork/core-geonetwork,55bb616a29bc47900d913125831d9af940f7afca,"4.0.5, 4.0.6",services.src.test.java.org.fao.geonet.api.i18n.TranslationApiTest.java,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,2,0,38,2,6,40,9,0.24,28,33,14,2,1,0,100.0,50,37,25,22,18,11,False
geonetwork/core-geonetwork,55bb616a29bc47900d913125831d9af940f7afca,"4.0.5, 4.0.6",csw-server.src.test.java.org.fao.geonet.kernel.csw.services.getrecords.es.CswFilter2EsTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,80,8,17,49,12,0.15,277,61,35,8,2,1,98.81,306,61,38,29,11,4,False
geonetwork/core-geonetwork,bdc0a9c92ef52718f7582bfa87149d1b93e02c0b,"4.0.6, 4.2.0",services.src.test.java.org.fao.geonet.api.records.MetadataApiTest.java,14,0,3,0,0,0,12,0,0,0,0,0,0,0,0.0,0.0,0,10,0,0,12,0,145,14,45,251,3,0.02,-169,25,-56,3,1,0,100.0,100,70,33,269,163,90,False
geonetwork/core-geonetwork,aef7156d226aa9ca75d2edbb403d55ed04057a88,"4.2.0, 4.2.1",core.src.test.java.org.fao.geonet.kernel.datamanager.BaseMetadataManagerTest.java,7,4,0,0,0,0,4,2,0,0,0,0,0,0,3.0,9.0,1,0,0,0,4,0,93,7,18,75,28,0.3,50,50,50,1,1,0,100.0,56,56,56,6,6,6,False
geonetwork/core-geonetwork,2604d84e680350c079542e18e058d140f97ee2b7,"4.2.1, 4.2.2",core.src.test.java.org.fao.geonet.util.SpatineoUtilTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,1,0,1,0,20,1,3,6,2,0.1,1,1,1,1,1,0,100.0,3,3,3,2,2,2,False
geonetwork/core-geonetwork,2604d84e680350c079542e18e058d140f97ee2b7,"4.2.1, 4.2.2",services.src.test.java.org.fao.geonet.api.records.MetadataWorkflowApiTest.java,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,2,0,82,4,12,80,0,0.0,84,84,84,1,1,0,100.0,88,88,88,4,4,4,False
geonetwork/core-geonetwork,ead62cd943135045234956e526b17ebb9888cdc2,"4.2.2, 4.2.3",services.src.test.java.org.fao.geonet.api.records.MetadataAssociatedApiTest.java,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,2,0,53,3,9,45,0,0.0,-18,1,-9,2,2,1,98.08,17,16,8,35,35,18,False
geonetwork/core-geonetwork,ead62cd943135045234956e526b17ebb9888cdc2,"4.2.2, 4.2.3",services.src.test.java.org.fao.geonet.api.selections.UserSelectionsApiTest.java,6,1,0,0,0,0,4,4,0,0,0,0,0,0,0.0,0.0,0,2,0,0,4,0,82,6,20,103,7,0.09,2,2,2,1,1,0,100.0,3,3,3,1,1,1,False
geonetwork/core-geonetwork,ead62cd943135045234956e526b17ebb9888cdc2,"4.2.2, 4.2.3",csw-server.src.test.java.org.fao.geonet.kernel.csw.services.getrecords.es.CswFilter2EsTest.java,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,94,9,20,49,12,0.13,34,20,17,2,2,0,52.84,193,100,96,159,86,80,False
geonetwork/core-geonetwork,695a5e2a48b4ab8daae693ee96f7ccbdd7884497,"release/1.1.7, release/1.2.0",web.src.test.java.org.fao.geonet.kernel.schema.SchemaDaoTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,41,2,7,13,0,0.0,79,112,26,3,2,0,75.94,133,112,44,54,45,18,False
geonetwork/core-geonetwork,695a5e2a48b4ab8daae693ee96f7ccbdd7884497,"release/1.1.7, release/1.2.0",web.src.test.java.org.fao.geonet.kernel.EditLibTest.java,23,15,2,0,0,0,20,0,0,0,0,0,0,0,1.0,20.0,1,0,0,0,20,0,297,23,64,156,63,0.21,559,456,186,3,1,0,100.0,579,456,193,20,19,7,False
geonetwork/core-geonetwork,695a5e2a48b4ab8daae693ee96f7ccbdd7884497,"release/1.1.7, release/1.2.0",web.src.test.java.org.fao.geonet.services.extent.GetTest.java,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,3,0,43,6,13,25,6,0.14,170,85,42,4,1,0,100.0,176,85,44,6,3,2,False
geonetwork/core-geonetwork,0e83f9991b207c577291f3b28de78ff812e75abe,"release/2.2.5, release/2.2.6",web.src.test.java.org.fao.geonet.services.metadata.inspire.GetEditModelTest.java,14,5,1,0,0,0,6,0,0,0,0,1,0,0,0.0,6.0,1,0,0,0,6,0,375,14,45,154,176,0.47,46,20,15,3,1,0,100.0,57,26,19,11,6,4,False
geonetwork/core-geonetwork,0e83f9991b207c577291f3b28de78ff812e75abe,"release/2.2.5, release/2.2.6",web.src.test.java.org.fao.geonet.services.metadata.inspire.SaveTest.java,36,16,3,0,0,0,22,0,0,0,0,0,0,0,3.0,23.0,1,3,0,0,22,0,539,36,108,434,208,0.39,99,68,20,5,1,0,100.0,101,69,20,2,1,0,False
