App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isExtractAndMoveMethod
sonatype/nexus-public,48e84756f098fa1483d38076c32f640a5691c8f2,"release-3.17.0-01, release-3.18.0-01",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.internal.BrowseNodeManagerTest.java,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,0,4,0,0,4,0,95,7,18,85,0,0.0,5,5,5,1,1,0,100.0,27,27,27,22,22,22,False
sonatype/nexus-public,48e84756f098fa1483d38076c32f640a5691c8f2,"release-3.17.0-01, release-3.18.0-01",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.ComponentPathBrowseNodeGeneratorTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,22,3,3,14,3,0.14,-18,-18,-18,1,1,0,100.0,8,8,8,26,26,26,False
sonatype/nexus-public,48e84756f098fa1483d38076c32f640a5691c8f2,"release-3.17.0-01, release-3.18.0-01",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.AssetPathBrowseNodeGeneratorTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,3,0,22,3,3,14,3,0.14,-18,-18,-18,1,1,0,100.0,11,11,11,29,29,29,False
sonatype/nexus-public,9fb1dabc9572e4db97eeec5f411914e5ab59cf8d,"release-3.20.1-01, release-3.21.0-05",components.nexus-common.src.test.java.org.sonatype.nexus.common.io.ObjectInputStreamWithClassLoaderTest.java,7,0,0,0,0,0,6,0,0,0,0,0,0,0,,,0,0,0,0,6,0,67,7,19,42,2,0.03,31,31,31,1,1,0,100.0,45,45,45,14,14,14,False
sonatype/nexus-public,9fb1dabc9572e4db97eeec5f411914e5ab59cf8d,"release-3.20.1-01, release-3.21.0-05",components.nexus-security.src.test.java.org.sonatype.nexus.security.PasswordHelperTest.java,17,4,1,0,0,0,14,3,0,0,2,0,0,0,3.0,12.0,1,1,0,0,14,0,143,19,44,69,42,0.29,32,28,16,2,1,0,100.0,55,49,28,23,21,12,False
sonatype/nexus-public,9fb1dabc9572e4db97eeec5f411914e5ab59cf8d,"release-3.20.1-01, release-3.21.0-05",components.nexus-crypto.src.test.java.org.sonatype.nexus.crypto.internal.MavenCipherImplTest.java,18,3,0,0,0,0,11,2,0,1,0,0,0,0,3.0,17.0,1,0,0,0,14,0,123,18,30,49,35,0.28,29,29,29,1,1,0,100.0,46,46,46,17,17,17,False
sonatype/nexus-public,9fb1dabc9572e4db97eeec5f411914e5ab59cf8d,"release-3.20.1-01, release-3.21.0-05",plugins.nexus-ssl-plugin.src.test.java.com.sonatype.nexus.ssl.plugin.internal.TrustStoreImplTest.java,11,1,0,0,0,0,10,7,0,0,0,0,0,0,10.0,20.0,0,4,0,0,10,0,93,11,45,76,4,0.04,1,1,1,1,1,0,100.0,13,13,13,12,12,12,False
sonatype/nexus-public,9fb1dabc9572e4db97eeec5f411914e5ab59cf8d,"release-3.20.1-01, release-3.21.0-05",components.nexus-core.src.test.java.org.sonatype.nexus.internal.datastore.task.H2BackupTaskTest.java,8,1,0,0,0,0,5,0,0,0,0,0,0,0,0.0,5.0,0,3,0,1,5,0,67,8,22,54,3,0.04,153,126,76,2,2,0,80.25,155,126,78,2,2,1,False
sonatype/nexus-public,9fb1dabc9572e4db97eeec5f411914e5ab59cf8d,"release-3.20.1-01, release-3.21.0-05",components.nexus-core.src.test.java.org.sonatype.nexus.internal.capability.orient.OrientCapabilityStorageTest.java,5,2,0,0,0,0,2,2,0,0,0,0,0,0,1.0,4.0,0,0,0,0,2,0,81,5,14,54,28,0.35,0,0,0,1,1,0,100.0,2,2,2,2,2,2,False
sonatype/nexus-public,9fb1dabc9572e4db97eeec5f411914e5ab59cf8d,"release-3.20.1-01, release-3.21.0-05",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.api.MavenApiRepositoryAdapterTest.java,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,64,8,17,64,20,0.31,4,3,2,2,2,0,79.17,14,11,7,10,8,5,False
sonatype/nexus-public,9fb1dabc9572e4db97eeec5f411914e5ab59cf8d,"release-3.20.1-01, release-3.21.0-05",plugins.nexus-repository-apt.src.test.java.org.sonatype.nexus.repository.apt.api.AptApiRepositoryAdapterTest.java,6,2,0,0,0,0,2,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,2,0,55,6,12,48,14,0.25,7,7,7,1,1,0,100.0,21,21,21,14,14,14,False
sonatype/nexus-public,2970940ed4e8286f2f7810d68fa1bda632626ec6,"release-3.22.0-02, release-3.22.1-02",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.PurgeUnusedSnapshotsFacetImplTest.java,14,0,0,0,0,0,3,3,0,0,0,0,0,0,0.0,2.0,0,0,1,0,3,0,178,14,35,96,19,0.11,-34,-34,-34,1,1,0,100.0,23,23,23,57,57,57,False
sonatype/nexus-public,2970940ed4e8286f2f7810d68fa1bda632626ec6,"release-3.22.0-02, release-3.22.1-02",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.VersionPolicyHandlerTest.java,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,45,3,8,19,4,0.09,-23,-23,-23,1,1,0,100.0,140,140,140,163,163,163,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",plugins.nexus-repository-npm.src.test.java.org.sonatype.nexus.repository.npm.internal.NpmProxyCacheInvalidatorFacetImplTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,2,0,0,2,0,25,4,8,23,0,0.0,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",testsuite.nexus-repository-testsupport.src.test.java.org.sonatype.nexus.testsuite.testsupport.performance.LoadExecutorTest.java,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,35,6,14,6,0,0.0,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-transaction.src.test.java.org.sonatype.nexus.transaction.UnitOfWorkTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,0,0,0,0,5,0,28,5,5,12,0,0.0,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-ssl.src.test.java.org.sonatype.nexus.ssl.KeyStoreManagerImplTest.java,27,10,0,0,0,0,22,21,0,0,0,0,0,1,0.0,0.0,1,0,0,0,22,0,426,28,90,210,63,0.15,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-scheduling.src.test.java.org.sonatype.nexus.scheduling.internal.PeriodicJobServiceImplTest.java,5,1,0,0,0,0,3,0,0,0,0,0,0,0,2.0,7.0,1,1,0,0,3,0,40,5,12,15,5,0.13,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.rest.internal.resources.ComponentsResourceTest.java,14,4,0,0,0,0,9,11,0,0,0,0,0,0,0.0,10.0,0,0,0,0,11,0,142,14,34,130,15,0.11,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-orient.src.test.java.org.sonatype.nexus.orient.DatabasePoolTest.java,8,2,0,0,0,0,4,0,0,0,0,0,0,0,,,0,2,0,0,4,0,90,8,21,54,2,0.02,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-main.src.test.java.org.sonatype.nexus.karaf.NexusMainTest.java,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0.0,0.0,0,5,0,0,8,0,48,11,20,26,3,0.06,4,4,4,1,1,0,100.0,4,4,4,0,0,0,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-core.src.test.java.org.sonatype.nexus.internal.capability.DefaultCapabilityReferenceTest.java,25,9,0,0,0,0,15,24,0,0,0,0,0,0,13.0,59.0,7,7,0,0,24,0,268,27,73,168,37,0.14,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.VersionPolicyHandlerTest.java,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,45,3,8,19,4,0.09,0,23,0,2,2,0,50.0,303,163,152,303,163,152,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.selector.internal.ContentExpressionFunctionTest.java,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0.0,6.0,0,0,0,0,6,0,69,7,15,71,6,0.09,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.selector.internal.ContentAuthTest.java,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.0,0,0,0,0,8,0,57,9,18,64,8,0.14,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
sonatype/nexus-public,8cb94096e435ce444b65ef98e55074635ab7307c,"release-3.22.1-02, release-3.23.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.internal.BrowseAssetIteratorTest.java,16,9,0,0,0,0,0,0,0,0,0,0,0,0,2.0,11.0,2,0,0,0,9,0,178,16,25,146,72,0.4,0,0,0,1,1,0,100.0,2,2,2,2,2,2,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.FormatStoreManagerTest.java,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,18.0,0,0,0,0,4,0,115,5,5,94,21,0.18,2,3,1,2,2,0,62.5,5,3,2,3,3,2,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-quartz.src.test.java.org.sonatype.nexus.quartz.internal.store.ConfigStoreConnectionProviderTest.java,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,20,3,5,7,1,0.05,3,3,3,1,1,0,100.0,3,3,3,0,0,0,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",plugins.nexus-repository-raw.src.test.java.org.sonatype.nexus.orient.raw.RawUploadHandlerTest.java,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,1,0,55,5,15,43,8,0.15,-253,-253,-253,1,1,0,100.0,13,13,13,266,266,266,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ContentRepositoryDAOTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,1,,,1,0,0,0,1,0,102,1,3,33,29,0.28,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ComponentDAOTest.java,5,3,1,0,0,0,1,4,0,0,0,0,0,1,,,2,0,0,0,4,0,175,5,10,95,37,0.21,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,8,7,1,0,0,0,3,7,0,0,0,0,0,3,,,4,0,0,0,7,0,339,8,15,161,88,0.26,1,1,0,2,2,0,63.49,32,20,16,31,20,16,False
sonatype/nexus-public,ee32590442ce92a6d5c5b49a5f01ef3600bc2d38,"release-3.23.0-03, release-3.24.0-02",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.internal.BrowseNodeDAOTest.java,31,14,0,1,0,0,0,8,0,0,0,0,0,0,,,2,0,0,0,23,0,248,34,48,199,41,0.17,22,22,22,1,1,0,100.0,24,24,24,2,2,2,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ContentRepositoryDAOTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,1,,,1,0,0,0,1,0,102,1,3,33,29,0.28,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ComponentDAOTest.java,6,5,1,0,0,0,1,5,0,0,0,0,0,1,,,3,0,0,0,5,0,237,6,11,129,56,0.24,92,56,15,6,2,0,67.33,121,56,20,29,16,5,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,9,8,1,0,0,0,3,8,0,0,0,0,0,3,,,5,0,0,0,8,0,382,9,16,184,99,0.26,77,31,15,5,2,0,59.06,113,45,23,36,20,7,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-common.src.test.java.org.sonatype.nexus.common.time.DateHelperTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,22,4,4,20,4,0.18,1,1,1,1,1,0,100.0,9,9,9,8,8,8,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",plugins.nexus-repository-npm.src.test.java.org.sonatype.nexus.repository.npm.internal.tasks.OrientReindexNpmRepositoryTaskTest.java,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0.0,0.0,0,8,0,0,9,0,134,10,38,127,0,0.0,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-cleanup.src.test.java.org.sonatype.nexus.cleanup.internal.search.elasticsearch.ElasticSearchCleanupComponentBrowseTest.java,16,0,0,0,0,0,5,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,0,109,16,37,120,17,0.16,2,2,2,1,1,0,100.0,13,13,13,11,11,11,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-common.src.test.java.org.sonatype.nexus.common.graph.GraphUtilTest.java,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,0,0,0,0,4,0,34,4,4,25,3,0.09,70,55,23,3,1,0,100.0,73,55,24,3,3,1,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.internal.orient.OrientBrowseNodeStoreImplTest.java,21,0,0,0,0,0,14,3,0,0,0,0,0,0,1.0,9.0,0,8,0,0,14,0,212,21,58,186,5,0.02,1,1,1,1,1,0,100.0,10,10,10,9,9,9,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.internal.DefaultDatastoreBrowseNodeGeneratorTest.java,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.0,0,0,0,0,9,0,72,10,11,58,26,0.36,0,0,0,1,1,0,100.0,9,9,9,9,9,9,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.internal.DatastoreBrowseNodeStoreImplTest.java,32,11,0,1,0,0,3,1,0,0,0,0,0,0,15.0,59.0,0,2,0,0,19,0,360,35,69,355,38,0.11,0,0,0,1,1,0,100.0,12,12,12,12,12,12,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.internal.DatastoreBrowseNodeManagerTest.java,11,0,2,0,0,0,0,7,0,0,0,0,0,0,0.0,7.0,0,7,0,0,7,0,124,11,24,141,0,0.0,0,0,0,1,1,0,100.0,13,13,13,13,13,13,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.ComponentPathBrowseNodeGeneratorTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,25,4,5,15,3,0.12,0,0,0,1,1,0,100.0,4,4,4,4,4,4,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.browse.AssetPathBrowseNodeGeneratorTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,3,0,25,4,5,15,3,0.12,0,0,0,1,1,0,100.0,4,4,4,4,4,4,False
sonatype/nexus-public,2ffee6b136898702f5eda69aa63c024b2ebcb75c,"release-3.24.0-02, release-3.25.0-03",components.nexus-common.src.test.java.org.sonatype.nexus.common.io.SafeXmlTest.java,10,1,1,0,0,0,7,0,0,0,0,3,0,0,7.0,3.0,0,4,0,0,9,0,90,11,27,87,5,0.06,194,194,194,1,1,0,100.0,194,194,194,0,0,0,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ComponentDAOTest.java,9,6,2,0,0,0,1,6,0,0,0,0,0,1,,,3,0,0,0,6,0,277,9,18,151,62,0.22,56,30,11,5,1,0,100.0,98,50,20,42,20,8,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,12,9,2,0,0,0,3,9,0,0,0,0,0,3,,,5,0,0,0,9,0,419,12,23,205,105,0.25,57,30,10,6,1,0,100.0,111,59,18,54,29,9,True
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-selector.src.test.java.org.sonatype.nexus.selector.internal.DatastoreCselToSqlTest.java,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7,0,68,9,13,59,24,0.35,42,42,42,1,1,0,100.0,86,86,86,44,44,44,False
