App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isMergeMethod
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.util.web.UrlTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,0,0,0,0,5,0,23,6,7,13,5,0.22,-8,-8,-8,1,1,0,100.0,4,4,4,12,12,12,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.util.search.ByteMatcherTest.java,35,2,0,0,0,0,0,0,0,0,0,0,0,0,18.0,56.0,0,0,0,0,33,0,143,35,42,95,38,0.27,-5,-5,-5,1,1,0,100.0,2,2,2,7,7,7,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.place.MainTest.java,18,1,0,0,0,0,4,0,1,0,0,0,0,0,12.0,33.0,1,0,0,1,16,0,244,18,33,108,45,0.18,-13,-13,-13,1,1,0,100.0,11,11,11,24,24,24,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.pickup.WorkBundleTest.java,11,2,4,0,0,0,6,0,0,0,0,1,0,0,10.0,118.0,4,0,0,0,10,0,240,11,35,129,70,0.29,-23,-23,-23,1,1,0,100.0,5,5,5,28,28,28,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.parser.SimpleParserTest.java,5,1,0,0,0,0,3,0,0,0,0,0,0,0,1.0,4.0,1,0,0,0,4,0,96,6,15,58,30,0.31,-5,-5,-5,1,1,0,100.0,2,2,2,7,7,7,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.parser.SimpleNioParserTest.java,5,1,0,0,0,0,3,3,0,0,0,0,0,0,1.0,3.0,0,0,0,0,3,0,50,5,12,20,6,0.12,-4,-4,-4,1,1,0,100.0,2,2,2,6,6,6,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.parser.InputSessionTest.java,6,1,0,0,0,0,3,0,0,0,0,0,0,0,4.0,3.0,1,0,0,0,5,0,43,6,10,16,16,0.37,-32,-32,-32,1,1,0,100.0,9,9,9,41,41,41,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.core.NamespaceTest.java,7,1,1,0,0,0,3,0,0,0,0,2,0,0,5.0,11.0,0,0,0,0,6,0,61,7,13,29,10,0.16,-10,-10,-10,1,1,0,100.0,8,8,8,18,18,18,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.core.FactoryTest.java,21,0,1,0,0,0,6,0,0,0,0,0,0,0,0.0,19.0,0,1,0,0,19,0,148,21,32,62,37,0.25,-62,-62,-62,1,1,0,100.0,49,49,49,111,111,111,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.core.BaseDataObjectTest.java,97,4,1,0,0,0,3,0,0,0,0,4,0,0,82.0,343.0,15,0,0,0,95,0,776,97,127,465,260,0.34,-39,-39,-39,1,1,0,100.0,12,12,12,51,51,51,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.config.ServiceConfigGuideTest.java,33,2,2,0,0,0,21,0,1,0,0,0,0,0,16.0,78.0,3,1,0,1,33,0,492,33,74,220,156,0.32,-7,-7,-7,1,1,0,100.0,8,8,8,15,15,15,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.config.ConfigUtilTest.java,34,1,1,0,0,0,21,29,0,0,0,1,0,0,20.0,65.0,3,0,1,0,29,0,418,34,74,245,72,0.17,-13,-13,-13,1,1,0,100.0,4,4,4,17,17,17,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.EmissaryTest.java,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.0,0,0,0,0,9,0,131,10,14,47,15,0.11,-5,-5,-5,1,1,0,100.0,2,2,2,7,7,7,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.server.mvc.internal.WorkSpaceClientSpaceTakeActionTest.java,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,59,6,13,53,9,0.15,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.server.mvc.internal.WorkBundleCompletedActionTest.java,8,5,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,74,8,18,70,12,0.16,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.server.mvc.internal.RegisterPeerActionTest.java,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,57,6,12,47,8,0.14,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.server.mvc.internal.HeartbeatActionTest.java,5,2,0,0,0,0,0,2,0,0,0,2,0,0,0.0,0.0,0,0,0,0,2,0,50,5,10,42,6,0.12,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.server.mvc.internal.FailDirectoryActionTest.java,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,65,6,14,53,8,0.12,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.server.mvc.internal.DeregisterPlaceActionTest.java,7,4,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,72,7,14,56,10,0.14,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.server.api.ApiUtilsTest.java,9,0,0,0,0,0,5,6,0,0,0,0,0,0,0.0,6.0,0,0,0,0,6,0,47,9,16,28,4,0.09,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.place.CoordinationPlaceTest.java,6,1,0,0,0,0,4,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,36,6,14,34,5,0.14,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.output.filter.XmlOutputFilterTest.java,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,0,0,0,0,2,0,39,4,7,23,6,0.15,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.directory.DirectoryPlaceTest.java,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,6.0,1,0,0,0,4,0,100,6,11,59,15,0.15,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,3fbfec15d07795341c7002880bfb7fec60c6bc4b,"7.4.0, 7.5.0",src.test.java.emissary.command.converter.PriorityDirectoryConverterTest.java,6,4,0,0,0,0,1,1,0,0,0,0,0,0,0.0,5.0,0,0,0,0,5,0,32,6,8,21,8,0.25,1,1,1,1,1,0,100.0,1,1,1,0,0,0,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.TimedResourceTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,57,4,7,19,6,0.11,0,0,0,1,1,0,100.0,9,9,9,9,9,9,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.StageTest.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,8,0,0,0,40,10,14,22,8,0.2,0,0,0,1,1,0,100.0,26,26,26,26,26,26,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.ResourceWatcherTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,110,3,8,12,5,0.05,0,0,0,1,1,0,100.0,16,16,16,16,16,16,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.ResourceExceptionTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,10,1,2,2,3,0.3,0,0,0,1,1,0,100.0,7,7,7,7,7,7,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.NamespaceTest.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,6,0,0,0,61,7,13,24,10,0.16,-2,-2,-2,1,1,0,100.0,25,25,25,27,27,27,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.MobileAgentTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,46,4,8,14,2,0.04,0,0,0,1,1,0,100.0,14,14,14,14,14,14,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.MetricsManagerTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,11,1,1,2,1,0.09,2,2,2,1,1,0,100.0,7,7,7,5,5,5,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.MetricsFormatterTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,7,1,2,7,1,0.14,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.MetadataDictionaryTest.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,8,0,0,0,68,11,20,35,10,0.15,0,0,0,1,1,0,100.0,22,22,22,22,22,22,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.FilePickUpPlaceHealthCheckTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,14,3,5,7,2,0.14,0,0,0,1,1,0,100.0,9,9,9,9,9,9,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.FamilyTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,6,0,0,0,26,6,7,13,8,0.31,0,0,0,1,1,0,100.0,17,17,17,17,17,17,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.FactoryTest.java,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,19,0,0,0,148,21,32,62,38,0.26,1,1,1,1,1,0,100.0,61,61,61,60,60,60,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.EmissaryExceptionTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,10,1,2,2,3,0.3,0,0,0,1,1,0,100.0,7,7,7,7,7,7,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.DataObjectFactoryTest.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,58,7,12,33,16,0.28,-1,0,0,2,1,0,100.0,31,20,16,32,21,16,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.HDMobileAgentTest.java,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,34,2,3,8,2,0.06,0,0,0,1,1,0,100.0,7,7,7,7,7,7,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.core.BaseDataObjectTest.java,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,95,0,0,0,776,97,127,459,260,0.34,-1,2,0,2,1,0,100.0,386,382,193,387,380,194,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.xml.JDOMUtilTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,12,1,4,2,1,0.08,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.web.UrlTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,25,6,7,14,5,0.2,-3,-3,-3,1,1,0,100.0,13,13,13,16,16,16,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.web.UrlDataTest.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,11,0,0,0,112,11,11,75,43,0.38,0,0,0,1,1,0,100.0,15,15,15,15,15,15,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.web.HttpPostParametersTest.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,7,0,0,0,36,7,7,18,10,0.28,-6,-6,-6,1,1,0,100.0,11,11,11,17,17,17,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.web.HtmlEscaperTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,12,2,2,5,2,0.17,0,0,0,1,1,0,100.0,6,6,6,6,6,6,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.search.MultiKeywordScannerTest.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,7,0,0,0,84,7,7,68,36,0.43,0,0,0,1,1,0,100.0,13,13,13,13,13,13,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.search.KeywordScannerTest.java,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,12,0,0,0,103,13,15,50,63,0.61,6,6,6,1,1,0,100.0,74,74,74,68,68,68,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.search.FastBoyerMooreTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,21,1,3,6,4,0.19,0,0,0,1,1,0,100.0,10,10,10,10,10,10,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.search.BackwardsTreeScannerTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,20,2,4,6,3,0.15,1,1,1,1,1,0,100.0,10,10,10,9,9,9,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.magic.MagicNumberTest.java,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,23,0,0,0,159,23,46,115,82,0.52,0,0,0,1,1,0,100.0,109,109,109,109,109,109,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.io.ResourceReaderTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,46,3,5,20,18,0.39,-1,-1,-1,1,1,0,100.0,26,26,26,27,27,27,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.TypeEngineTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,28,4,8,12,9,0.32,0,0,0,1,1,0,100.0,18,18,18,18,18,18,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.shell.ExecutrixTest.java,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,10,1,0,0,254,13,30,116,84,0.33,1,3,0,2,1,0,100.0,129,126,64,128,123,64,False
