App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isModifyMethodAnnotation
logic-ng/LogicNG,ca89698aab46e5083c06176f1a89f23b054e346a,"v1.0-RC3, v1.0-RC4",src.test.java.org.logicng.cardinalityconstraints.CCAMKTotalizerTest.java,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,1,1,0,4,0,79.0,5.0,9.0,33.0,9.0,0.11,0,0,0,1,1,0,100.0,15,15,15,15,15,15,False
logic-ng/LogicNG,ca89698aab46e5083c06176f1a89f23b054e346a,"v1.0-RC3, v1.0-RC4",src.test.java.org.logicng.cardinalityconstraints.CCALKTotalizerTest.java,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,1,1,0,4,0,65.0,5.0,10.0,26.0,8.0,0.12,0,0,0,1,1,0,100.0,13,13,13,13,13,13,False
logic-ng/LogicNG,295ff7d0dd0b49218404b1ca804263dbcd16b873,"v1.1, v1.2",src.test.java.org.logicng.io.writers.FormulaDimacsFileWriterTest.java,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,4,1,0,4,0,58.0,6.0,16.0,20.0,5.0,0.09,122,121,41,3,2,0,85.42,133,121,44,11,10,4,False
logic-ng/LogicNG,056a86aaa5548661940b9395030c3ffb448b11e5,"v1.2, v1.3",src.test.java.org.logicng.formulas.ExtendedFormulaFactoryTest.java,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,23.0,2,0,1,0,5,0,113.0,7.0,14.0,46.0,14.0,0.12,3,3,3,1,1,0,100.0,6,6,6,3,3,3,False
logic-ng/LogicNG,056a86aaa5548661940b9395030c3ffb448b11e5,"v1.2, v1.3",src.test.java.org.logicng.explanations.unsatcores.UNSATCoreTest.java,4,4,0,1,0,0,0,0,0,0,2,1,0,0,3.0,0.0,0,0,0,0,4,0,53.0,5.0,7.0,13.0,15.0,0.28,-1,-1,-1,1,1,0,100.0,9,9,9,10,10,10,False
logic-ng/LogicNG,056a86aaa5548661940b9395030c3ffb448b11e5,"v1.2, v1.3",src.test.java.org.logicng.explanations.unsatcores.MUSGenerationTest.java,6,0,0,1,0,0,2,0,0,0,0,1,0,0,2.0,14.0,0,2,1,0,3,0,102.0,7.0,19.0,29.0,6.0,0.06,-1,-1,-1,1,1,0,100.0,30,30,30,31,31,31,False
logic-ng/LogicNG,976c57f376630c30dbe7a73010cef0c9672caf09,"v1.3.1, v1.4.0",src.test.java.org.logicng.io.parsers.PropositionalParserTest.java,29,9,0,0,0,0,27,0,0,0,0,1,0,0,0.0,62.0,0,0,0,0,29,0,164.0,29.0,56.0,67.0,64.0,0.39,42,22,14,3,1,0,100.0,51,22,17,9,9,3,False
logic-ng/LogicNG,976c57f376630c30dbe7a73010cef0c9672caf09,"v1.3.1, v1.4.0",src.test.java.org.logicng.io.parsers.PseudoBooleanParserTest.java,29,12,0,0,0,0,28,0,0,0,0,1,0,0,0.0,80.0,1,0,0,0,29,0,178.0,29.0,57.0,81.0,84.0,0.47,3,3,3,1,1,0,100.0,24,24,24,21,21,21,False
logic-ng/LogicNG,976c57f376630c30dbe7a73010cef0c9672caf09,"v1.3.1, v1.4.0",src.test.java.org.logicng.bdds.io.BDDDotFileWriterTest.java,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,1,0,1,0,36.0,3.0,10.0,11.0,3.0,0.08,87,80,22,4,1,0,100.0,104,80,26,17,9,4,False
logic-ng/LogicNG,5017ba1eb0240d81a645872e3a36d13f4bdba43b,"v1.4.0, v1.4.1",src.test.java.org.logicng.formulas.CTrueTest.java,14,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1,0,0,0,14,0,53.0,14.0,15.0,36.0,18.0,0.34,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
logic-ng/LogicNG,5017ba1eb0240d81a645872e3a36d13f4bdba43b,"v1.4.0, v1.4.1",src.test.java.org.logicng.formulas.CFalseTest.java,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,14,0,52.0,14.0,15.0,36.0,17.0,0.33,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
logic-ng/LogicNG,5017ba1eb0240d81a645872e3a36d13f4bdba43b,"v1.4.0, v1.4.1",src.test.java.org.logicng.explanations.unsatcores.MUSGenerationTest.java,6,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,14.0,0,2,1,0,3,0,102.0,7.0,17.0,29.0,6.0,0.06,0,0,0,2,2,0,66.67,6,4,3,6,4,3,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.datastructures.AssignmentTest.java,14,13,0,0,0,0,1,0,0,0,2,2,0,0,13.0,70.0,3,0,0,0,14,0,155.0,14.0,17.0,68.0,71.0,0.46,6,6,2,3,2,0,90.0,13,9,4,7,3,2,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.collections.LNGVectorTest.java,21,18,20,1,0,0,0,0,0,0,0,2,0,0,21.0,152.0,7,0,0,0,21,0,295.0,23.0,49.0,138.0,105.0,0.36,0,0,0,2,2,0,50.0,2,1,1,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.collections.LNGLongVectorTest.java,12,10,11,0,0,0,0,0,0,0,0,1,0,0,12.0,81.0,4,0,0,0,12,0,165.0,12.0,26.0,76.0,58.0,0.35,0,0,0,2,2,0,50.0,2,1,1,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.collections.LNGLongPriorityQueueTest.java,5,4,0,0,0,0,0,0,0,0,0,1,0,0,4.0,48.0,2,0,0,0,5,0,88.0,5.0,5.0,25.0,36.0,0.41,0,0,0,2,2,0,50.0,2,1,1,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.collections.LNGIntVectorTest.java,12,10,11,0,0,0,0,0,0,0,0,1,0,0,12.0,77.0,4,0,0,0,12,0,162.0,12.0,26.0,75.0,57.0,0.35,0,0,0,2,2,0,50.0,2,1,1,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.collections.LNGDoubleVectorTest.java,12,10,11,0,0,0,0,0,0,0,0,1,0,0,12.0,77.0,5,0,0,0,12,0,162.0,12.0,26.0,75.0,57.0,0.35,0,0,0,2,2,0,50.0,2,1,1,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.collections.LNGDoublePriorityQueueTest.java,6,5,0,0,0,0,0,0,0,0,0,1,0,0,5.0,70.0,3,0,0,0,6,0,109.0,6.0,6.0,31.0,43.0,0.39,0,0,0,2,2,0,50.0,2,1,1,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.collections.LNGByteVectorTest.java,12,10,11,0,0,0,0,0,0,0,0,1,0,0,12.0,81.0,4,0,0,0,12,0,165.0,12.0,26.0,76.0,58.0,0.35,0,0,0,2,2,0,50.0,2,1,1,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.collections.LNGBooleanVectorTest.java,11,9,9,0,0,0,0,0,0,0,0,1,0,0,11.0,76.0,4,0,0,0,11,0,148.0,11.0,23.0,68.0,60.0,0.41,0,0,0,2,2,0,50.0,2,1,1,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.formulas.OrTest.java,16,14,0,0,0,0,2,0,0,0,1,1,0,0,1.0,0.0,3,0,0,0,16,0,127.0,16.0,19.0,57.0,74.0,0.58,6,6,3,2,2,0,90.0,13,12,6,7,6,4,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.formulas.NotTest.java,16,15,0,0,0,0,1,0,0,0,1,1,0,0,10.0,0.0,3,0,0,0,16,0,95.0,16.0,18.0,48.0,49.0,0.52,6,6,3,2,2,0,83.33,9,8,4,3,2,2,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.formulas.ImplicationTest.java,18,16,0,0,0,0,1,0,0,0,1,1,0,0,1.0,0.0,4,0,0,0,18,0,115.0,18.0,20.0,52.0,61.0,0.53,8,8,2,4,2,0,88.89,13,10,3,5,2,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.formulas.EquivalenceTest.java,17,16,0,0,0,0,1,0,0,0,1,1,0,0,1.0,0.0,4,0,0,0,17,0,119.0,17.0,19.0,52.0,68.0,0.57,8,8,4,2,2,0,85.71,11,10,6,3,2,2,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.formulas.AndTest.java,17,14,0,0,0,0,2,0,0,0,1,1,0,0,1.0,0.0,3,0,0,0,17,0,131.0,17.0,20.0,62.0,75.0,0.57,6,6,3,2,2,0,90.0,13,12,6,7,6,4,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.explanations.backbones.BackboneGenerationTest.java,8,4,1,0,0,0,3,0,0,0,0,1,0,0,4.0,36.0,4,0,0,0,7,0,223.0,8.0,25.0,89.0,51.0,0.23,390,332,130,3,1,0,100.0,403,332,134,13,12,4,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.formulas.CTrueTest.java,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1,0,0,0,15,0,56.0,15.0,16.0,38.0,19.0,0.34,4,4,2,2,2,0,75.0,6,5,3,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.formulas.CFalseTest.java,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,15,0,55.0,15.0,16.0,38.0,18.0,0.33,5,5,2,2,2,0,77.78,7,6,4,2,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.explanations.unsatcores.MUSGenerationTest.java,6,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,14.0,0,2,1,0,3,0,102.0,7.0,17.0,29.0,6.0,0.06,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.formulas.PBConstraintTest.java,29,26,0,1,0,0,0,0,0,0,2,5,0,0,21.0,20.0,3,0,0,0,29,0,475.0,30.0,33.0,151.0,254.0,0.53,-61,13,-15,4,2,0,69.31,20,13,5,81,68,20,False
logic-ng/LogicNG,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,"v1.4.1, v1.5.0",src.test.java.org.logicng.formulas.FormulaFactoryTest.java,7,4,1,0,0,0,1,0,0,0,0,1,0,0,6.0,21.0,1,0,0,0,7,0,103.0,7.0,10.0,45.0,30.0,0.29,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
logic-ng/LogicNG,7bd498c3fa7de922629802f907f92d1f9ff251b2,"v1.5.1, v1.5.2",src.test.java.org.logicng.solvers.sat.MiniSatTest.java,7,3,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.0,1,0,0,0,5,0,56.0,7.0,11.0,29.0,13.0,0.23,22,22,22,1,1,0,100.0,28,28,28,6,6,6,False
logic-ng/LogicNG,73359fd2892f53242c775d2403d329c13daf0918,"v1.5.2, v1.6.0",src.test.java.org.logicng.solvers.sat.MiniSatTest.java,7,3,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.0,1,0,0,0,5,0,56.0,7.0,11.0,29.0,13.0,0.23,22,22,22,1,1,0,100.0,28,28,28,6,6,6,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.knowledgecompilation.dnnf.DnnfCompilerTest.java,7,0,1,0,0,0,5,0,0,0,0,0,0,0,1.0,3.0,0,3,1,0,5,0,99.0,7.0,22.0,47.0,4.0,0.04,176,142,29,6,2,0,94.29,193,142,32,17,11,3,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.LogicNGVersionTest.java,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,4,0,0,0,4,0,67.0,5.0,6.0,22.0,21.0,0.31,115,42,23,5,3,0,47.17,137,54,27,22,21,4,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.formulas.ExtendedFormulaFactoryTest.java,12,7,0,0,0,0,1,0,0,0,0,0,0,0,4.0,48.0,5,2,1,0,10,0,210.0,12.0,21.0,84.0,59.0,0.28,127,120,42,3,2,0,71.43,277,151,92,150,143,50,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.knowledgecompilation.bdds.BDDReorderingTest.java,17,3,0,0,0,0,3,0,0,0,0,0,0,0,2.0,9.0,2,4,2,0,7,0,238.0,17.0,44.0,130.0,30.0,0.13,370,317,74,5,3,1,82.86,433,317,87,63,34,13,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.transformations.dnf.DNFFactorizationTest.java,8,8,0,0,0,0,5,0,0,0,0,1,0,0,2.0,0.0,2,0,0,0,8,0,107.0,12.0,29.0,41.0,45.0,0.42,-1,0,0,2,1,0,100.0,158,126,79,159,127,80,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.transformations.FormulaFactoryImporterTest.java,12,10,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,10,0,187.0,12.0,17.0,114.0,126.0,0.67,0,24,0,3,2,1,99.32,368,234,123,368,210,123,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.predicates.EvaluatesToConstantPredicateTest.java,21,21,2,1,0,0,12,0,0,0,0,0,0,0,1.0,0.0,1,0,0,0,21,0,461.0,22.0,36.0,123.0,364.0,0.79,666,641,222,3,1,0,100.0,1060,641,353,394,394,131,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.transformations.LiteralSubstitutionTest.java,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,42.0,5.0,14.0,19.0,17.0,0.4,95,67,32,3,2,1,97.94,96,67,32,1,1,0,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.graphs.generators.ConstraintGraphGeneratorTest.java,5,1,1,0,0,0,5,0,0,0,0,3,0,0,4.0,8.0,1,0,0,0,5,0,75.0,5.0,13.0,45.0,8.0,0.11,136,108,45,3,2,1,98.55,137,108,46,1,1,0,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.transformations.cnf.PlaistedGreenbaumTransformationSolverTest.java,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,3,0,81.0,5.0,13.0,57.0,6.0,0.07,154,128,22,7,2,0,90.91,187,128,27,33,9,5,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.datastructures.AssignmentTest.java,14,13,0,0,0,0,2,0,0,0,0,1,0,0,13.0,63.0,6,0,0,0,14,0,154.0,14.0,18.0,87.0,73.0,0.47,0,4,0,6,2,1,97.38,286,176,48,286,179,48,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.transformations.qmc.TermTableTest.java,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1,0,0,0,3,0,47.0,4.0,8.0,19.0,12.0,0.26,28,28,14,2,1,0,100.0,86,58,43,58,58,29,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.transformations.dnf.DNFSubsumptionTest.java,4,3,1,0,0,0,3,0,0,0,0,0,0,0,2.0,18.0,1,0,0,0,4,0,49.0,4.0,10.0,17.0,20.0,0.41,1,1,1,1,1,0,100.0,7,7,7,6,6,6,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.transformations.cnf.CNFSubsumptionTest.java,4,3,0,0,0,0,3,0,0,0,0,0,0,0,2.0,18.0,1,0,0,0,4,0,42.0,4.0,8.0,17.0,20.0,0.48,3,3,2,2,1,0,100.0,13,10,6,10,7,5,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.transformations.cnf.CNFEncoderTest.java,13,11,0,0,0,0,10,0,0,0,0,1,0,0,5.0,11.0,3,0,0,0,12,0,159.0,13.0,27.0,108.0,36.0,0.23,3,3,2,2,1,0,100.0,191,188,96,188,185,94,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.transformations.UnitPropagationTest.java,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,31.0,4.0,9.0,15.0,14.0,0.45,-2,0,-1,2,1,0,100.0,48,32,24,50,34,25,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.solvers.sat.MiniSatTest.java,7,3,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.0,1,0,0,0,5,0,56.0,7.0,11.0,36.0,15.0,0.27,0,0,0,1,1,0,100.0,56,56,56,56,56,56,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.solvers.sat.MiniCardTest.java,8,3,0,0,0,0,0,0,0,0,0,1,0,0,4.0,49.0,1,0,0,0,6,0,88.0,8.0,12.0,42.0,17.0,0.19,2,2,2,1,1,0,100.0,112,112,112,110,110,110,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.solvers.sat.GlucoseSyrupTest.java,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,3,0,35.0,6.0,11.0,13.0,3.0,0.09,30,28,15,2,1,0,100.0,85,57,42,55,55,28,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.solvers.datastructures.LNGHeapTest.java,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1,0,0,0,1,0,23.0,1.0,1.0,10.0,5.0,0.22,1,1,1,1,1,0,100.0,21,21,21,20,20,20,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.pseudobooleans.PBEncoderTest.java,8,1,4,1,0,0,1,0,0,0,0,1,0,0,1.0,8.0,0,1,1,0,7,0,113.0,9.0,17.0,62.0,13.0,0.12,-5,0,-2,2,1,0,100.0,128,126,64,133,131,66,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.propositions.StandardPropositionTest.java,4,4,0,1,0,0,3,0,0,0,0,1,0,0,4.0,0.0,0,0,0,0,4,0,43.0,5.0,11.0,18.0,15.0,0.35,-31,-31,-31,1,1,0,100.0,44,44,44,75,75,75,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.io.writers.FormulaDimacsFileWriterTest.java,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,4,1,0,5,0,68.0,7.0,17.0,23.0,7.0,0.1,3,3,2,2,1,0,100.0,74,71,37,71,68,36,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.io.parsers.PseudoBooleanParserTest.java,30,12,0,0,0,0,12,0,0,0,0,1,0,0,0.0,80.0,1,0,0,0,30,0,181.0,30.0,42.0,111.0,101.0,0.56,5,5,2,2,1,0,100.0,347,238,174,342,233,171,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.io.parsers.PropositionalParserTest.java,29,9,0,0,0,0,9,0,0,0,0,1,0,0,0.0,62.0,0,0,0,0,29,0,164.0,29.0,38.0,93.0,82.0,0.5,1,1,0,2,1,0,100.0,312,220,156,311,219,156,True
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.graphs.io.GraphDotFileWriterTest.java,5,0,1,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,3,1,0,3,0,75.0,5.0,15.0,25.0,6.0,0.08,-2,-2,-2,1,1,0,100.0,69,69,69,71,71,71,False
logic-ng/LogicNG,bb2bbe87396a51706a642897070b35d992663924,"v1.6.2, v2.0.0",src.test.java.org.logicng.graphs.io.GraphDimacsFileWriterTest.java,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,3,1,0,3,0,97.0,6.0,20.0,33.0,11.0,0.11,4,4,4,1,1,0,100.0,90,90,90,86,86,86,False
