App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isMergeVariable
arangodb/arangodb-java-driver,3c91b0c1c9b0e25d24c107eb8cef593455e363dd,"v5.0.5, v5.0.6",src.test.java.com.arangodb.ArangoDBTest.java,36,25,3,1,0,0,4,0,0,0,0,0,0,0,3.0,5.0,1,4,0,0,35,0,323.0,37.0,45.0,232.0,79.0,0.24,-9,-9,-9,1,1,0,100.0,10,10,10,19,19,19,False
arangodb/arangodb-java-driver,c7c59e0f6c2bea7fe10195b5885397e721663c9b,"v5.0.6, v5.0.7",src.test.java.com.arangodb.ArangoDatabaseTest.java,86,51,31,1,0,0,23,0,0,6,3,0,0,0,,,3,4,4,0,81,0,1180.0,89.0,209.0,744.0,182.0,0.15,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
arangodb/arangodb-java-driver,5afecf949cc1e1b2bab8032e15eeaba2867cae3f,"v6.0.0, v6.1.0",src.test.java.com.arangodb.ArangoCollectionTest.java,156,123,41,1,0,0,15,0,0,0,0,4,0,0,,,0,0,0,0,154,0,1932.0,157.0,269.0,1721.0,631.0,0.33,30,31,15,2,1,0,100.0,45,37,22,15,9,8,False
arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,"v6.1.0, v6.2.0",src.test.java.com.arangodb.ArangoGraphTest.java,17,14,4,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,14,0,204.0,18.0,30.0,180.0,54.0,0.26,-18,-3,-9,2,2,0,65.62,39,24,20,57,39,28,False
arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,"v6.1.0, v6.2.0",src.test.java.com.arangodb.ArangoVertexCollectionTest.java,25,16,0,1,0,0,4,0,0,0,0,0,0,0,,,0,1,0,0,23,0,281.0,26.0,42.0,299.0,79.0,0.28,-1,-1,-1,1,1,0,100.0,394,394,394,395,395,395,False
arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,"v6.1.0, v6.2.0",src.test.java.com.arangodb.ArangoSearchTest.java,19,9,0,1,0,0,0,0,0,0,0,0,0,0,,,0,6,0,0,17,0,275.0,20.0,25.0,252.0,67.0,0.24,-46,-46,-46,1,1,0,100.0,365,365,365,411,411,411,False
arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,"v6.1.0, v6.2.0",src.test.java.com.arangodb.ArangoDatabaseTest.java,88,55,19,1,0,0,15,0,0,1,0,0,0,0,,,3,0,3,0,84,0,1032.0,91.0,169.0,767.0,189.0,0.18,-168,-168,-168,1,1,0,100.0,1285,1285,1285,1453,1453,1453,False
arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,"v6.1.0, v6.2.0",src.test.java.com.arangodb.ArangoCursorTest.java,21,3,1,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,21,0,118.0,22.0,26.0,115.0,21.0,0.18,-205,-205,-205,1,1,0,100.0,19,19,19,224,224,224,False
arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,"v6.1.0, v6.2.0",src.test.java.com.arangodb.ArangoCollectionTest.java,156,121,22,1,0,0,6,0,0,0,0,4,0,0,,,0,0,0,0,155,0,1813.0,157.0,218.0,1744.0,632.0,0.35,-94,-94,-94,1,1,0,100.0,2293,2293,2293,2387,2387,2387,False
arangodb/arangodb-java-driver,71fb190ba316f3c618514633fd51e2101a95756e,"v6.4.1, v6.5.0",src.test.java.com.arangodb.ArangoSearchTest.java,23,10,1,1,0,0,0,0,0,0,0,0,0,0,,,0,8,0,0,20,0,345.0,24.0,33.0,308.0,73.0,0.21,74,61,37,2,2,0,76.25,77,61,38,3,3,2,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.internal.DocumentCacheTest.java,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,30.0,2.0,2.0,13.0,7.0,0.23,1,1,1,1,1,0,100.0,11,11,11,10,10,10,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.ArangoViewTest.java,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,0,45.0,6.0,7.0,41.0,8.0,0.18,0,0,0,1,1,0,100.0,25,25,25,25,25,25,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.ArangoVertexCollectionTest.java,24,16,3,1,0,0,4,0,0,0,0,0,0,0,,,0,1,0,0,23,0,302.0,25.0,43.0,256.0,85.0,0.28,5,5,5,1,1,0,100.0,82,82,82,77,77,77,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.ArangoSearchTest.java,32,10,0,1,0,0,0,0,0,0,0,0,0,0,,,0,16,0,0,28,0,510.0,33.0,42.0,422.0,78.0,0.15,-6,-6,-6,1,1,0,100.0,61,61,61,67,67,67,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.ArangoRouteTest.java,4,2,0,1,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,3,0,40.0,5.0,8.0,28.0,3.0,0.08,1,1,1,1,1,0,100.0,13,13,13,12,12,12,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.ArangoGraphTest.java,14,12,3,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,13,0,202.0,15.0,22.0,160.0,50.0,0.25,6,6,6,1,1,0,100.0,122,122,122,116,116,116,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.ArangoDatabaseTest.java,92,51,20,1,0,0,15,0,0,0,0,0,0,0,,,3,4,2,0,88,0,850.0,95.0,172.0,721.0,182.0,0.21,-182,-182,-182,1,1,0,100.0,393,393,393,575,575,575,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.ArangoDBTest.java,43,29,3,1,0,0,4,0,0,0,0,0,0,0,3.0,5.0,0,4,0,0,37,0,334.0,44.0,60.0,300.0,89.0,0.27,-25,-25,-25,1,1,0,100.0,193,193,193,218,218,218,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.ArangoCursorTest.java,22,3,1,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,21,0,121.0,23.0,28.0,116.0,21.0,0.17,5,5,5,1,1,0,100.0,165,165,165,160,160,160,False
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,"v6.6.0, v6.6.1",src.test.java.com.arangodb.ArangoCollectionTest.java,158,114,19,1,0,0,21,0,0,0,0,4,0,0,,,0,0,3,0,154,0,1798.0,159.0,234.0,1689.0,631.0,0.35,101,101,101,1,1,0,100.0,617,617,617,516,516,516,False
arangodb/arangodb-java-driver,0bc727b1c901efd5530c2ca80c6547ec4b3e10a9,"v6.6.1, v6.6.2",src.test.java.com.arangodb.ArangoCollectionTest.java,158,113,19,1,0,0,21,0,0,0,0,4,0,0,,,0,0,4,0,153,0,1798.0,159.0,234.0,1689.0,631.0,0.35,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
arangodb/arangodb-java-driver,40693f6acfa400891fd035ed7bddd21f6713532f,"v6.7.0_PREVIEW_3.7.0-alpha.2_0, v6.7.0_PREVIEW_3.7.1-alpha.1",src.test.java.com.arangodb.ArangoCollectionTest.java,164,119,20,1,0,0,22,0,0,0,0,7,0,0,,,0,0,4,0,159,0,1886.0,165.0,246.0,1777.0,653.0,0.35,59,46,15,4,1,0,100.0,120,51,30,61,51,15,False
arangodb/arangodb-java-driver,40693f6acfa400891fd035ed7bddd21f6713532f,"v6.7.0_PREVIEW_3.7.0-alpha.2_0, v6.7.0_PREVIEW_3.7.1-alpha.1",src.test.java.com.arangodb.ArangoSearchTest.java,32,10,1,1,0,0,0,0,0,0,0,0,0,0,,,0,16,0,0,28,0,525.0,33.0,43.0,434.0,84.0,0.16,16,9,5,3,1,0,100.0,26,11,9,10,9,3,False
arangodb/arangodb-java-driver,9da2d07c51ac38f6974ae499b199865b54d6412e,"v6.10.0, v6.11.0",src.test.java.com.arangodb.ArangoDBTest.java,53,39,5,1,0,0,5,0,0,0,0,0,0,1,4.0,10.0,0,4,0,0,47,0,420.0,54.0,72.0,427.0,110.0,0.26,151,137,76,2,1,0,100.0,155,140,78,4,3,2,False
arangodb/arangodb-java-driver,9da2d07c51ac38f6974ae499b199865b54d6412e,"v6.10.0, v6.11.0",src.test.java.com.arangodb.ArangoCollectionTest.java,168,124,21,1,0,0,23,0,0,0,0,7,0,1,,,0,0,2,0,165,0,1937.0,169.0,255.0,1833.0,667.0,0.34,77,76,38,2,1,0,100.0,82,79,41,5,3,2,False
arangodb/arangodb-java-driver,b4bf612b195c96e4eb09fc46fae63f2777b891cb,"v6.11.1, v6.12.0",src.test.java.com.arangodb.ArangoCollectionTest.java,168,124,22,1,0,0,23,0,0,0,0,7,0,1,,,0,0,2,0,165,0,1952.0,169.0,256.0,1844.0,673.0,0.34,34,34,34,1,1,0,100.0,37,37,37,3,3,3,False
arangodb/arangodb-java-driver,aeb8c5e39f530e2c6a72695e048949adc285b524,"v6.12.1, v6.12.2",src.test.java.com.arangodb.ArangoDatabaseTest.java,94,55,20,1,0,0,18,0,0,0,0,0,0,2,,,3,4,0,0,92,0,879.0,95.0,171.0,760.0,195.0,0.22,2,2,2,1,1,0,100.0,43,43,43,41,41,41,False
arangodb/arangodb-java-driver,eafb05e30a844863ee91fb39eab6493eca28b4b9,"v6.12.2, v6.12.3",src.test.java.com.arangodb.internal.HostHandlerTest.java,6,6,1,0,0,0,1,0,0,0,0,0,0,0,,,4,0,0,0,6,0,96.0,10.0,16.0,29.0,20.0,0.21,6,6,6,1,1,0,100.0,8,8,8,2,2,2,False
arangodb/arangodb-java-driver,1585ee200bb9481534ce1dcb89ef1aa03aa61ec4,"v6.14.0, v6.15.0",src.test.java.com.arangodb.internal.HostHandlerTest.java,6,6,1,0,0,0,1,0,0,0,0,0,0,0,,,4,0,0,0,6,0,117.0,14.0,23.0,34.0,28.0,0.24,34,23,17,2,1,0,100.0,47,26,24,13,10,6,False
arangodb/arangodb-java-driver,1585ee200bb9481534ce1dcb89ef1aa03aa61ec4,"v6.14.0, v6.15.0",src.test.java.com.arangodb.ArangoSearchTest.java,37,11,1,1,0,0,0,0,0,0,0,0,0,0,,,0,20,0,0,33,0,628.0,38.0,48.0,511.0,87.0,0.14,6,6,2,3,1,0,100.0,31,13,10,25,13,8,False
arangodb/arangodb-java-driver,ec73631bec0fc967d9b1857f99f7c3d0faea93bc,"v6.15.0, v6.16.0",src.test.java.com.arangodb.ArangoDBTest.java,57,42,6,1,0,0,7,0,0,0,0,0,0,1,4.0,12.0,1,4,0,0,50,0,501.0,58.0,84.0,479.0,125.0,0.25,87,26,17,5,1,0,100.0,138,64,28,51,39,10,False
arangodb/arangodb-java-driver,ed3596532c3e6d84a4e894734ddb76010576482a,"v6.17.0, v6.18.0",src.test.java.com.arangodb.ArangoGraphTest.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,256.0,20.0,28.0,282.0,73.0,0.29,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
arangodb/arangodb-java-driver,ed3596532c3e6d84a4e894734ddb76010576482a,"v6.17.0, v6.18.0",src.test.java.com.arangodb.ArangoDatabaseTest.java,94,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,839.0,94.0,185.0,775.0,196.0,0.23,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
arangodb/arangodb-java-driver,ed3596532c3e6d84a4e894734ddb76010576482a,"v6.17.0, v6.18.0",src.test.java.com.arangodb.internal.DocumentCacheTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,30.0,2.0,2.0,13.0,7.0,0.23,-1,-1,-1,1,1,0,100.0,8,8,8,9,9,9,False
arangodb/arangodb-java-driver,0d10741a0d883f5a63194beae30a7d2717ccdd50,"v6.18.0, v6.19.0",src.test.java.com.arangodb.ArangoSearchTest.java,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,833.0,49.0,64.0,665.0,133.0,0.16,269,151,45,6,1,0,100.0,310,163,52,41,19,7,False
