App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isExtractInterface
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.TradeBreaksSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,2,11,4,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.SystemEventSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.SsrStatusSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.SecurityEventSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.OpHaltStatusSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.LastSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.DeepSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.BookSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,1,1,1,1,1,0,100.0,3,3,3,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.AuctionSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.marketdata.AbstractSymbolSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,15,1,1,13,5,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,53107a718f71a1b1bec8703e38e3d890f6dd2a07,"IT4J_RELEASE_3_2_3, IT4J_RELEASE_3_2_4",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.alternative.SentimentSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
WojciechZankowski/iextrading4j,33126f639c207897cf4686c4a3b832a567993fe3,"IT4J_RELEASE_3_2_7, IT4J_RELEASE_3_2_8",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.request.alternative.SentimentSseRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,1,1,11,4,0.33,-1,0,0,2,2,0,66.67,4,3,2,5,3,2,False
WojciechZankowski/iextrading4j,e8f5fa1d90b5ffe3519007eeeedea37675ef851d,"IT4J_RELEASE_3_2_8, IT4J_RELEASE_3_3_0",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.rest.request.alternative.CryptoBookRequestBuilderTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,13,1,1,12,5,0.38,-1,-1,-1,1,1,0,100.0,3,3,3,4,4,4,False
WojciechZankowski/iextrading4j,e8f5fa1d90b5ffe3519007eeeedea37675ef851d,"IT4J_RELEASE_3_2_8, IT4J_RELEASE_3_3_0",iextrading4j-api.src.test.java.pl.zankowski.iextrading4j.api.alternative.CryptoBookEventTest.java,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,2,0,0,3,0,18,3,7,15,3,0.17,1,1,1,1,1,0,100.0,5,5,5,4,4,4,False
WojciechZankowski/iextrading4j,9ce9987fc280e5a22866631b9aefb8a8f837834c,"IT4J_RELEASE_3_3_1, IT4J_RELEASE_3_3_2",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.rest.request.datapoint.TimeSeriesRequestBuilderTest.java,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,18.0,0,0,0,0,4,0,42,4,4,62,20,0.48,92,74,46,2,1,0,100.0,94,74,47,2,2,1,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.manager.SseManagerTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,1,2,1,0,0.0,0,0,0,1,1,0,100.0,2,2,2,2,2,2,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.sse.endpoint.GenericSseEndpointTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,2,0,0,2,0,19,3,6,10,0,0.0,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.socket.request.marketdata.deep.DeepConsumerAdapterTest.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,10.0,0,9,0,0,10,0,68,11,21,58,1,0.01,1,1,1,1,1,0,100.0,6,6,6,5,5,5,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.socket.manager.SocketManagerTest.java,7,0,0,0,0,0,2,0,0,0,0,0,0,0,2.0,8.0,0,5,0,0,6,0,86,7,17,72,1,0.01,1,1,1,1,1,0,100.0,6,6,6,5,5,5,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.socket.endpoint.GenericSocketEndpointTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,2,0,0,2,0,19,3,6,8,0,0.0,-1,0,0,2,1,0,100.0,5,3,2,6,3,3,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.rest.request.stocks.CollectionRequestBuilderTest.java,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,7.0,0,0,0,0,3,0,20,3,3,16,7,0.35,1,1,1,1,1,0,100.0,8,8,8,7,7,7,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.rest.request.marketdata.HistRequestBuilderTest.java,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0,0,0,0,3,0,27,3,3,23,11,0.41,1,1,1,1,1,0,100.0,5,5,5,4,4,4,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.rest.manager.RestManagerTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,74,4,6,60,3,0.04,0,1,0,2,1,0,100.0,9,8,4,9,7,4,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.rest.endpoint.GenericRestEndpointTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,17,2,3,8,1,0.06,-1,0,0,2,1,0,100.0,4,3,2,5,3,2,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.TradingStatusTypeSerializerTest.java,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,3,0,30,5,12,12,0,0.0,-1,0,0,2,1,0,100.0,6,5,3,7,5,4,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.TradingStatusTypeDeserializerTest.java,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,23,4,7,14,2,0.09,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.TradingStatusReasonTypeSerializerTest.java,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,3,0,30,5,12,12,0,0.0,-1,0,0,2,1,0,100.0,6,5,3,7,5,4,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.TradingStatusReasonTypeDeserializerTest.java,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,23,4,7,14,2,0.09,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.SystemEventTypeSerializerTest.java,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,3,0,30,5,12,12,0,0.0,-1,0,0,2,1,0,100.0,6,5,3,7,5,4,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.SystemEventTypeDeserializerTest.java,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,23,4,7,14,2,0.09,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.SymbolTypeSerializerTest.java,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,4,0,0,4,0,37,6,15,16,0,0.0,-1,0,0,2,1,0,100.0,7,5,4,8,5,4,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.SymbolTypeDeserializerTest.java,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,30,5,9,21,3,0.1,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.QualifiedDividendTypeSerializerTest.java,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,4,0,0,4,0,37,6,16,16,0,0.0,-1,0,0,2,1,0,100.0,7,5,4,8,5,4,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.QualifiedDividendTypeDeserializerTest.java,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,30,5,13,21,3,0.1,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.PaymentFrequencySerializerTest.java,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,4,0,0,4,0,37,6,15,16,0,0.0,-1,0,0,2,1,0,100.0,7,5,4,8,5,4,False
WojciechZankowski/iextrading4j,729beccb8bff53a3510ff2129b699da9e944c5ef,"IT4J_RELEASE_3_4_2, IT4J_RELEASE_3_4_3",iextrading4j-client.src.test.java.pl.zankowski.iextrading4j.client.mapper.PaymentFrequencyDeserializerTest.java,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,30,5,9,21,3,0.1,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
