App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isModifyClassAnnotation
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.ReservationRemovalTaskServiceTest.java,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,57,4,13,26,7,0.12,-1,0,0,2,2,0,94.55,27,26,14,28,26,14,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.ReservationAllocationTaskServiceTest.java,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,48,3,8,22,12,0.25,0,0,0,1,1,0,100.0,29,29,29,29,29,29,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.ContainerVolumeProvisionTaskServiceTest.java,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,62,1,5,28,11,0.18,139,135,35,4,3,1,90.45,148,135,37,9,5,2,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.ContainerOperationTaskServiceTest.java,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,3,0,142,6,18,66,18,0.13,4,4,2,2,2,0,65.0,22,13,11,18,13,9,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.ContainerNetworkProvisionTaskServiceTest.java,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,152,3,13,80,22,0.14,296,131,59,5,3,0,46.97,313,131,63,17,12,3,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",compute.src.test.java.com.vmware.admiral.host.ComputeInitialBootServiceTest.java,7,6,0,0,0,0,7,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7,0,58,7,16,36,20,0.34,13,13,6,2,1,0,100.0,35,20,18,22,20,11,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",compute.src.test.java.com.vmware.admiral.compute.container.DeploymentPolicyServiceTest.java,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,4,0,68,6,15,21,5,0.07,0,0,0,1,1,0,100.0,8,8,8,8,8,8,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",compute.src.test.java.com.vmware.admiral.compute.container.ContainerHostDataCollectionServiceTest.java,18,0,8,0,0,0,10,9,0,0,0,0,0,0,0.0,0.0,0,10,0,0,10,0,398,18,44,161,0,0.0,69,68,10,7,4,0,38.42,123,68,18,54,21,8,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",compute.src.test.java.com.vmware.admiral.compute.content.CompositeDescriptionContentServiceTest.java,11,0,0,1,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,3,0,89,12,36,46,1,0.01,111,77,56,2,2,0,50.33,132,77,66,21,21,10,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.allocation.filter.NamedVolumeAffinityHostFilterTest.java,12,7,4,0,0,0,8,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,8,0,171,12,33,100,21,0.12,301,214,150,2,1,0,100.0,331,214,166,30,30,15,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",adapter.docker.src.test.java.com.vmware.admiral.adapter.docker.service.SystemImageRetrievalManagerTest.java,4,1,1,0,0,0,3,0,3,0,0,0,0,0,0.0,3.0,0,0,0,3,3,0,114,4,9,65,5,0.04,5,6,1,4,3,0,66.67,10,7,2,5,2,1,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.RequestStatusServiceTest.java,11,3,1,0,0,0,5,0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,5,0,183,11,36,111,25,0.14,4,5,1,3,3,0,62.5,22,15,7,18,10,6,False
vmware-archive/admiral,fbd4dfeedf60554ff3b85e9608b00ef89e03e340,"v1.2.2, v1.3.0",adapter.registry.src.test.java.com.vmware.admiral.adapter.registry.service.RegistryAdapterServiceTest.java,21,7,3,0,0,0,11,8,0,0,0,0,0,0,0.0,0.0,3,0,0,0,11,0,167,21,50,86,4,0.02,61,61,61,1,1,0,100.0,65,65,65,4,4,4,False
vmware-archive/admiral,5b0144036d8b45e6d79d674ffe2823b0bc8e3759,"v1.3.0, v1.4.0",auth.src.test.java.com.vmware.admiral.auth.idm.local.LocalPrincipalProviderTest.java,11,8,10,0,0,0,3,0,0,0,0,0,0,0,4.0,14.0,1,1,0,0,10,0,196,11,18,94,40,0.2,-8,-8,-8,1,1,0,100.0,10,10,10,18,18,18,False
vmware-archive/admiral,5b0144036d8b45e6d79d674ffe2823b0bc8e3759,"v1.3.0, v1.4.0",compute.src.test.java.com.vmware.admiral.compute.container.HostNetworkListDataCollectionTest.java,17,8,1,0,0,0,8,8,0,0,0,0,0,0,0.0,0.0,0,0,1,0,8,0,222,17,43,128,54,0.24,156,156,156,1,1,0,100.0,170,170,170,14,14,14,False
vmware-archive/admiral,5b0144036d8b45e6d79d674ffe2823b0bc8e3759,"v1.3.0, v1.4.0",request.src.test.java.com.vmware.admiral.request.ContainerControlLoopServiceTest.java,13,0,3,0,0,0,8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8,0,139,13,33,76,4,0.03,55,62,28,2,2,1,96.55,158,157,79,103,95,52,False
vmware-archive/admiral,5b0144036d8b45e6d79d674ffe2823b0bc8e3759,"v1.3.0, v1.4.0",request.src.test.java.com.vmware.admiral.request.ContainerRemovalTaskServiceTest.java,19,10,2,0,0,0,15,4,0,0,0,0,0,0,0.0,0.0,4,2,1,0,15,0,509,19,47,227,97,0.19,110,103,28,4,4,1,67.32,182,137,46,72,34,18,False
vmware-archive/admiral,5b0144036d8b45e6d79d674ffe2823b0bc8e3759,"v1.3.0, v1.4.0",compute.src.test.java.com.vmware.admiral.compute.cluster.ClusterServiceTest.java,48,15,1,0,0,0,19,19,0,0,0,0,0,0,0.0,0.0,4,0,0,0,19,0,602,48,115,428,126,0.21,81,55,40,2,1,0,100.0,83,57,42,2,2,1,False
vmware-archive/admiral,5b0144036d8b45e6d79d674ffe2823b0bc8e3759,"v1.3.0, v1.4.0",request.src.test.java.com.vmware.admiral.request.ServiceDocumentDeleteTaskServiceTest.java,7,0,0,0,0,0,4,1,0,0,0,0,0,0,0.0,0.0,0,4,0,0,4,0,85,7,22,35,1,0.01,100,100,100,1,1,0,100.0,118,118,118,18,18,18,False
vmware-archive/admiral,5b0144036d8b45e6d79d674ffe2823b0bc8e3759,"v1.3.0, v1.4.0",common.src.test.java.com.vmware.admiral.common.task.RetriableTaskTest.java,14,10,4,0,0,0,6,1,0,0,0,0,0,0,1.0,0.0,0,0,1,0,10,0,195,14,29,115,36,0.18,417,280,139,3,1,0,100.0,429,280,143,12,10,4,False
vmware-archive/admiral,5b0144036d8b45e6d79d674ffe2823b0bc8e3759,"v1.3.0, v1.4.0",adapter.docker.src.test.java.com.vmware.admiral.adapter.docker.service.DockerAdapterServiceTest.java,46,6,0,0,0,0,17,0,0,0,0,7,0,0,0.0,0.0,3,5,0,1,17,0,530,48,128,275,56,0.11,77,33,15,5,2,0,92.93,88,33,18,11,7,2,False
vmware-archive/admiral,5b0144036d8b45e6d79d674ffe2823b0bc8e3759,"v1.3.0, v1.4.0",compute.src.test.java.com.vmware.admiral.compute.content.CompositeDescriptionContentServiceTest.java,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,5,0,149,0,0,0,0,0.0,78,32,26,3,2,1,95.27,377,312,126,299,285,100,True
vmware-archive/admiral,df24e722e1ac4deea69e831bfa8a9bd401307edc,"vic_v1.2.1, vic_v1.3.0",adapter.registry.src.test.java.com.vmware.admiral.adapter.registry.service.RegistryAdapterServiceTest.java,21,7,3,0,0,0,11,8,0,0,0,0,0,0,0.0,0.0,3,0,0,0,11,0,167,21,50,86,4,0.02,111,61,56,2,2,0,56.1,117,65,58,6,4,3,False
vmware-archive/admiral,df24e722e1ac4deea69e831bfa8a9bd401307edc,"vic_v1.2.1, vic_v1.3.0",compute.src.test.java.com.vmware.admiral.compute.cluster.ClusterServiceTest.java,44,13,0,0,0,0,17,17,0,0,0,0,0,0,0.0,0.0,4,0,0,0,17,0,564,44,105,395,119,0.21,86,32,12,7,5,1,35.71,106,32,15,20,11,3,False
vmware-archive/admiral,df24e722e1ac4deea69e831bfa8a9bd401307edc,"vic_v1.2.1, vic_v1.3.0",compute.src.test.java.com.vmware.admiral.compute.ContainerHostServiceTest.java,22,5,0,0,0,0,14,14,0,0,0,0,0,0,0.0,0.0,0,0,0,0,14,0,230,22,59,122,20,0.09,62,63,31,2,1,0,100.0,68,67,34,6,4,3,False
vmware-archive/admiral,df24e722e1ac4deea69e831bfa8a9bd401307edc,"vic_v1.2.1, vic_v1.3.0",ui.service.src.test.java.com.vmware.admiral.UiServiceTest.java,10,6,0,0,0,0,2,0,0,0,0,0,0,0,7.0,20.0,0,0,0,0,8,0,125,12,30,101,8,0.06,74,74,74,1,1,0,100.0,77,77,77,3,3,3,False
vmware-archive/admiral,df24e722e1ac4deea69e831bfa8a9bd401307edc,"vic_v1.2.1, vic_v1.3.0",compute.src.test.java.com.vmware.admiral.compute.ElasticPlacementZoneServiceTest.java,19,7,0,0,0,0,9,0,0,0,0,0,0,0,0.0,0.0,6,1,0,0,9,0,179,19,49,118,41,0.23,-37,-37,-37,1,1,0,100.0,4,4,4,41,41,41,False
vmware-archive/admiral,df24e722e1ac4deea69e831bfa8a9bd401307edc,"vic_v1.2.1, vic_v1.3.0",request.src.test.java.com.vmware.admiral.request.ContainerControlLoopServiceTest.java,13,0,3,0,0,0,8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8,0,144,13,34,70,4,0.03,-1,1,0,2,1,0,100.0,1,1,0,2,2,1,False
vmware-archive/admiral,df24e722e1ac4deea69e831bfa8a9bd401307edc,"vic_v1.2.1, vic_v1.3.0",request.src.test.java.com.vmware.admiral.request.notifications.NotificationsServiceTest.java,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,3,0,0,0,3,0,115,7,23,36,29,0.25,84,84,84,1,1,0,100.0,105,105,105,21,21,21,False
vmware-archive/admiral,df24e722e1ac4deea69e831bfa8a9bd401307edc,"vic_v1.2.1, vic_v1.3.0",compute.src.test.java.com.vmware.admiral.compute.container.HostContainerListDataCollectionTest.java,20,8,0,0,0,0,12,12,0,0,0,0,0,0,2.0,4.0,2,2,1,0,12,0,222,20,44,123,48,0.22,10,9,5,2,1,0,100.0,20,19,10,10,10,5,False
vmware-archive/admiral,df24e722e1ac4deea69e831bfa8a9bd401307edc,"vic_v1.2.1, vic_v1.3.0",common.src.test.java.com.vmware.admiral.service.common.harbor.HarborApiProxyServiceTest.java,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,0,8,0,223,15,27,122,21,0.09,7,7,7,1,1,0,100.0,9,9,9,2,2,2,False
vmware-archive/admiral,6f2a12822d99aa340e07c836dfe5dc6b80927d3f,"vic_v1.4.0, vic_v1.4.1",adapter.kubernetes.src.test.java.com.vmware.admiral.adapter.pks.service.KubeConfigContentServiceTest.java,9,6,0,0,0,0,6,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,6,0,106,9,31,57,5,0.05,189,85,63,3,1,0,100.0,214,85,71,25,18,8,False
vmware-archive/admiral,6f2a12822d99aa340e07c836dfe5dc6b80927d3f,"vic_v1.4.0, vic_v1.4.1",adapter.kubernetes.src.test.java.com.vmware.admiral.adapter.pks.PKSRemoteClientServiceTest.java,14,7,0,0,0,2,8,0,0,0,0,0,0,0,8.0,3.0,6,2,0,0,10,0,282,14,50,155,50,0.18,413,413,138,3,2,1,96.72,420,413,140,7,6,2,False
vmware-archive/admiral,6f2a12822d99aa340e07c836dfe5dc6b80927d3f,"vic_v1.4.0, vic_v1.4.1",compute.src.test.java.com.vmware.admiral.image.service.FavoriteImagesServiceTest.java,16,2,0,0,0,0,7,7,0,0,0,0,0,0,1.0,0.0,0,3,0,0,8,0,156,16,34,71,18,0.12,298,222,99,3,1,0,100.0,302,222,101,4,4,1,False
vmware-archive/admiral,6f2a12822d99aa340e07c836dfe5dc6b80927d3f,"vic_v1.4.0, vic_v1.4.1",common.src.test.java.com.vmware.admiral.common.util.AuthUtilsTest.java,4,3,0,0,0,0,1,3,0,0,0,0,0,0,3.0,4.0,3,0,0,0,3,0,108,4,10,43,19,0.18,48,40,24,2,2,0,85.71,52,44,26,4,4,2,False
vmware-archive/admiral,6f2a12822d99aa340e07c836dfe5dc6b80927d3f,"vic_v1.4.0, vic_v1.4.1",adapter.kubernetes.src.test.java.com.vmware.admiral.adapter.kubernetes.service.KubernetesApplicationAdapterServiceTest.java,11,3,1,0,0,0,3,3,0,0,0,0,0,0,0.0,0.0,3,0,0,0,3,0,157,11,23,72,14,0.09,9,9,4,2,2,0,81.82,21,18,10,12,9,6,False
vmware-archive/admiral,6f2a12822d99aa340e07c836dfe5dc6b80927d3f,"vic_v1.4.0, vic_v1.4.1",adapter.kubernetes.src.test.java.com.vmware.admiral.adapter.kubernetes.ApiUtilTest.java,10,0,0,0,0,0,0,2,0,0,0,0,0,0,2.0,5.0,0,0,0,0,7,0,78,10,14,24,7,0.09,96,81,48,2,1,0,100.0,111,95,56,15,14,8,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",request.src.test.java.com.vmware.admiral.request.RequestStatusServiceTest.java,11,3,1,0,0,0,5,0,0,0,0,0,0,0,0.0,0.0,1,1,1,0,5,0,186,11,36,113,25,0.13,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",request.src.test.java.com.vmware.admiral.request.RequestBrokerGraphServiceTest.java,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,2,0,79,4,12,40,21,0.27,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",request.src.test.java.com.vmware.admiral.request.ContainerNetworkProvisionTaskServiceTest.java,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,2,0,160,3,13,81,28,0.18,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",compute.src.test.java.com.vmware.admiral.image.service.FavoriteImagesServiceTest.java,18,2,1,0,0,0,8,0,0,0,1,0,0,0,1.0,0.0,0,4,0,0,9,0,217,18,40,76,27,0.12,81,75,40,2,2,1,96.98,173,166,86,92,91,46,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",compute.src.test.java.com.vmware.admiral.compute.container.ContainerServiceTest.java,10,2,1,0,0,0,4,0,0,0,0,1,0,0,0.0,0.0,0,2,1,0,4,0,126,10,28,66,7,0.06,2,2,2,1,1,0,100.0,2,2,2,0,0,0,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",adapter.kubernetes.src.test.java.com.vmware.admiral.adapter.pks.service.KubeConfigContentServiceTest.java,9,6,0,0,0,0,6,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,6,0,106,9,31,55,5,0.05,-1,0,0,2,2,0,93.94,16,15,8,17,16,8,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",request.src.test.java.com.vmware.admiral.request.pks.PKSClusterRemovalTaskServiceTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,36,1,2,14,4,0.11,81,120,20,4,2,0,67.69,155,120,39,74,67,18,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",request.src.test.java.com.vmware.admiral.request.pks.PKSClusterProvisioningTaskServiceTest.java,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,3,0,49,4,11,22,5,0.1,102,52,51,2,2,0,52.83,104,54,52,2,2,1,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",compute.src.test.java.com.vmware.admiral.compute.pks.PKSEndpointServiceTest.java,19,6,0,0,0,0,3,8,0,0,0,0,0,0,0.0,0.0,3,0,0,0,8,0,257,19,45,125,40,0.16,329,95,66,5,2,0,74.08,342,98,68,13,9,3,False
vmware-archive/admiral,438987caf4aeb1f33abfa2863d1171ab69319e26,"vic_v1.4.1, vic_v1.4.3-rc1",compute.src.test.java.com.vmware.admiral.compute.content.CompositeTemplateUtilTest.java,32,19,2,0,0,0,25,0,0,0,0,1,0,0,23.0,135.0,6,0,0,0,25,0,509,32,87,264,180,0.35,23,16,12,2,1,0,100.0,42,35,21,19,19,10,False
